Household_ID;era;n_days;Weather_ID;hdd_raw_day;hdd_p6_day;hdd_normal_day;def_p6;def_normal;env_p6;env_normal;bin;raw_over_normal;p6_over_normal;def_ratio;rank_p6;rank_normal
611797;1976_1990;1130;z6I;3.7071054828780303;3.4420663722172984;3.628140633646451;2249.493121558602;2319.1271714053028;1288.1148606890376;1357.7489105357374;1095+;1.0217645502766015;0.9487136028566403;1.030955440218663;12.0;14.0
1137376;1976_1990;1678;8jB;3.471233024131558;3.2230575897228952;3.723456018059466;3897.056670035411;4128.948463798964;1493.6110178614977;1725.502811625052;1095+;0.9322610519086089;0.8656091475474549;1.0595043422248838;2.0;2.0
700831;1976_1990;836;ceOxS;3.998555786699951;3.595823549190603;3.7265776660533123;5045.256834210977;5193.757985317792;3661.8996713845195;3795.0564993049284;730-1095;1.0729833496089942;0.9649130841807501;1.0294338139735237;1.0;1.0
1191127;2001_2010;296;z6I;3.053555743243243;2.438942286935498;3.628140633646451;247.89602902064917;368.76709245117263;247.89602902064917;368.76709245117263;<365;0.8416310313126636;0.6722292582369518;1.487587735503642;34.0;30.0
121798;1976_1990;424;Hg;4.00597084358764;3.1996572233128115;3.7172538605042673;2298.5570235149207;2514.8674538404775;1182.757172069444;1374.0873965749865;365-548;1.0776694285399724;0.8607583295047703;1.09410705417035;11.0;11.0
114671;pre1975;571;z6I;2.5519838066956013;2.6694391283426793;3.628140633646451;2859.8534194090025;3886.9402516297314;2522.077365820452;3427.8554153861687;548-730;0.7033861320118504;0.7357595523136511;1.3591396766177546;24.0;17.0
1121037;2001_2010;683;8jB;3.165213380864473;3.310892657808026;3.723456018059466;267.8043028266002;301.1748329171421;267.80430282660035;301.1748329171421;548-730;0.8500740617084207;0.8891988093184318;1.1246078936683437;31.0;35.0
9880798;1991_2000;587;Hg;3.402035849196356;3.558614905017109;3.7172538605042673;2549.5473293818213;2577.488941971933;626.79080764269;654.7324202328026;548-730;0.9152013763017116;0.9573236153783595;1.0109594406301476;4.0;5.0
680861;1991_2000;543;Hg;3.917535871566979;3.1290222616349674;3.7172538605042673;1007.0610209769288;1196.3805799303625;1007.0610209769286;1196.3805799303625;365-548;1.0538790242955165;0.8417564091817225;1.1879921424918012;12.0;11.0
468185;1976_1990;1555;Hg;3.939773027634093;3.658099375704822;3.7172538605042673;2852.6410541307223;2883.2243337700756;1632.4200574388028;1658.8176364973178;1095+;1.0598611704984926;0.9840865092836515;1.010721040277769;5.0;8.0
