Household_ID;era;n_days;Weather_ID;hdd_raw_day;hdd_p6_day;hdd_normal_day;def_p6;def_normal;env_p6;env_normal;bin;raw_over_normal;p6_over_normal;def_ratio;rank_p6;rank_normal
901187;pre1975;1448;z6I;3.5595957742813673;3.3051028544859493;3.628140633646451;4376.122180097929;4803.840424471211;3995.6437605866504;4386.174386580491;1095+;0.9811074414455118;0.910963269680141;1.0977391002286208;9.0;8.0
7411491;1991_2000;1132;8jB;3.7661865237875762;3.496923420415577;3.723456018059466;924.9244440745952;984.8415517004892;924.9244440745955;984.8415517004892;1095+;1.0114760334272406;0.9391606624208361;1.0647805428970387;13.0;13.5
1071058;post2010;1059;Hg;3.531261738583022;3.1755950886537967;3.7172538605042673;-103.30232412271971;-120.92252079500167;-103.30232412271997;-120.92252079500167;730-1095;0.949965181582725;0.8542852352362635;1.1705692182815728;13.0;13.0
1091217;2001_2010;1038;8jB;3.4782180684705812;3.1278939464663496;3.723456018059466;266.19412378993775;316.8784265583711;266.19412378993786;316.8784265583711;730-1095;0.9341370091658302;0.8400512672354588;1.1904035372637674;32.0;33.0
7069411;1991_2000;997;Hg;3.5918107801665866;3.2300456656174337;3.7172538605042673;888.563074083143;1022.5906564097206;888.5630740831435;1022.5906564097206;730-1095;0.966253830100088;0.8689333004497194;1.150836317911222;15.0;12.0
679810;1976_1990;1147;8jB;3.8709733899397296;3.5942185607611234;3.723456018059466;1439.7771114326615;1491.5472333137593;1439.7771114326608;1491.5472333137593;1095+;1.0396184005302538;0.9652909939928076;1.0359570390930743;36.0;42.0
721074;post2010;1101;8jB;3.6065983756532267;3.3487450098915756;3.723456018059466;-67.40182843880052;-74.94382014377038;-67.40182843880035;-74.94382014377038;1095+;0.9686158123422278;0.8993647282657641;1.1118959511879982;3.0;5.0
712718;1976_1990;1122;Hg;3.8258845036038127;3.5523532995392877;3.7172538605042673;1619.8020530958797;1694.9934106791409;1619.8020530958797;1694.9934106791409;1095+;1.029223358741716;0.9556391446069787;1.046420090306436;28.0;27.5
7211189;pre1975;1132;8jB;3.761916794694526;3.492958955148121;3.723456018059466;2355.4588488332292;2510.8933539150594;2355.458848833229;2510.8933539150594;1095+;1.0103293221266796;0.9380959351222652;1.0659890556605667;32.0;35.0
811080;1976_1990;1039;8jB;3.4748704091169045;3.124883461436065;3.723456018059466;1466.1451005276544;1746.9857245170072;1466.1451005276547;1746.9857245170072;730-1095;0.9332379360097516;0.8392427482102083;1.191550361480784;34.0;24.0
5831058;pre1975;1118;8jB;3.8090248762023284;3.5366990493986337;3.723456018059466;3227.2791912211505;3397.6971064455543;2868.7968695702075;3020.284966120497;1095+;1.0229810309905198;0.9498431114118105;1.0528054454315494;20.0;25.0
760117;1976_1990;1103;8jB;3.6130989527901507;3.354780828960214;3.723456018059466;1108.8463710202936;1230.7035552479235;1108.8463710202936;1230.7035552479235;1095+;0.9703616573597049;0.9009857542801345;1.1098954619975934;52.0;57.0
468980;pre1975;1219;8jB;4.123777532070716;3.8289484977443977;3.723456018059466;3857.795482019818;3751.508230635962;3447.567655039956;3352.582710472021;1095+;1.107513426254967;1.0283318721030337;0.9724487075898053;15.0;19.0
103721;2001_2010;1041;8jB;3.4688508053850113;3.119470148727528;3.723456018059466;263.8055278128654;314.8830517044206;263.8055278128652;314.8830517044206;730-1095;0.9316212649109936;0.837788907294059;1.1936180955532814;33.0;34.0
821088;1991_2000;1036;8jB;3.4831671702758658;3.1323445775862098;3.723456018059466;520.7521496242139;619.0244008626526;520.7521496242138;619.0244008626526;730-1095;0.9354661780297245;0.8412465629763709;1.188712137452249;19.0;19.0
796869;2001_2010;1045;8jB;3.4634118230358504;3.114578977550225;3.723456018059466;349.5395337162254;417.87191454977057;349.53953371622544;417.87191454977057;730-1095;0.930160529958632;0.8364752967253885;1.195492567341527;27.0;26.0
727690;1976_1990;503;HbsbG;3.3559712305874894;2.68048820334464;3.836171410969115;1161.7202710827828;1662.5919434789116;938.7379922076069;1343.4716271475995;365-548;0.8748230647336181;0.6987404670396311;1.4311465374786745;48.0;30.0
669010;1976_1990;758;8jB;3.4545411456540855;3.1066017496889256;3.723456018059466;1791.4882221992475;2051.7636227432995;1310.799091764465;1571.074492308517;730-1095;0.927778152581609;0.8343328710266267;1.1452844608850041;21.0;17.0
9889114;pre1975;874;HbsbG;3.063642465094684;2.755074159257809;3.836171410969115;2940.288387589183;4094.064116050028;2582.038864711253;3595.2366804836975;730-1095;0.7986198052398106;0.7181832780933548;1.3924022328322887;23.0;15.0
7984107;pre1975;712;MqO;4.538089887640449;4.746955949414696;5.348647862061662;3303.2557420606104;3721.954016614344;3124.6376942942056;3520.695557616173;548-730;0.8484555358054963;0.8875057905915233;1.12675321175482;19.0;20.0
721077;1976_1990;1140;8jB;3.814088285024155;3.541400450347405;3.723456018059466;1442.1875724352249;1516.3272471001503;1245.7947393423547;1309.8382926494714;1095+;1.024340899026363;0.9511057558276351;1.051407789168323;35.0;41.0
658466;1976_1990;962;Hg;3.4421285666937838;3.095439358537575;3.7172538605042673;1070.2410962425975;1285.232041682661;1070.2410962425972;1285.232041682661;730-1095;0.9259869505460245;0.8327220778291586;1.2008808540382665;56.0;53.0
112120;1976_1990;1284;8jB;3.7594248273059736;3.4906451507019254;3.723456018059466;1325.4847826621094;1413.888859443943;1325.4847826621096;1413.888859443943;1095+;1.0096600601892576;0.9374745219955966;1.0666956557617224;43.0;47.0
1159664;pre1975;454;Hg;4.389148247462172;3.505709462829211;3.7172538605042673;2764.7862285864976;2931.6212283570185;2423.72805765788;2569.9826453588203;365-548;1.1807502022115752;0.9430912158239418;1.0603428207380126;26.0;32.0
122887;2001_2010;1099;Hg;3.624955183236407;3.365789399476701;3.7172538605042673;488.4252212467318;539.4278499805552;488.42522124673076;539.4278499805552;1095+;0.975170198019422;0.9054505088388318;1.1044225943198356;23.0;23.0
706817;2001_2010;1045;8jB;3.4597834338811455;3.1113160376629003;3.723456018059466;318.2776033257992;380.89755048065956;318.27760332579913;380.89755048065956;730-1095;0.9291860618469888;0.8355989764811049;1.196746319880889;29.0;29.0
748773;1976_1990;317;Hg;2.9942124079915877;2.3915434568622906;3.7172538605042673;1090.495982478984;1694.9934106791409;1090.495982478984;1694.9934106791409;<365;0.8054904293206936;0.643362962716209;1.5543325586821286;55.0;27.5
100119;1976_1990;274;Hg;3.344338199513382;2.6711966449787394;3.7172538605042673;1101.0520774923543;1532.2309173188085;1101.0520774923543;1532.2309173188085;<365;0.8996797972414246;0.7185940872535339;1.3916062179442628;54.0;40.0
8087988;2001_2010;387;MqO;5.074782046961015;4.053340293099852;5.348647862061662;1457.7001796932145;1616.3075236629124;496.32191882364975;654.9292627933472;365-548;0.9487971872212422;0.7578252294099378;1.1088065613074687;15.0;15.0
5610182;1991_2000;373;HbsbG;3.7252663869137814;2.975452385713883;3.836171410969115;1597.756786007627;1781.8441222661693;636.3785251380615;820.465861396604;365-548;0.9710896588879703;0.7756307179616375;1.1152161191682546;9.0;9.0
6901131;2001_2010;504;8jB;4.207008741660915;3.3602306243298043;3.723456018059466;2411.1700519229935;2463.965296249209;488.413530183862;541.2087745100786;365-548;1.1298666403621063;0.9024493932604682;1.0218961098509454;5.0;6.0
7474976;pre1975;1075;HbsbG;2.7859107516009436;2.5053154241015676;3.836171410969115;1977.7798718065242;3028.4021438678374;1713.9650082730186;2624.445409502192;730-1095;0.7262216551728984;0.6530770280331819;1.5312129459087194;36.0;30.0
801031;2001_2010;952;8jB;3.6031630130312995;3.240254508121672;3.723456018059466;316.92134239878806;364.18209639041737;316.92134239878783;364.18209639041737;730-1095;0.967693184921556;0.8702276842819748;1.149124554483807;30.0;31.0
730976;1991_2000;336;8jB;4.092657587129055;3.2688958363650595;3.723456018059466;611.3537162127814;696.3662312124168;611.3537162127808;696.3662312124168;<365;1.0991556143751642;0.8779198197884698;1.139056184243504;18.0;18.0
104118;1976_1990;456;Hg;2.712343138189677;2.166408257339998;3.7172538605042673;2394.4934576988294;3076.2974401211104;952.4260663944823;1634.2300488167627;365-548;0.7296631438084598;0.5827980381856707;1.284738294118169;10.0;4.0
119498;1976_1990;436;Hg;4.10716354208217;3.2804820623659507;3.7172538605042673;1132.7980147211047;1283.6216486904395;1132.7980147211044;1283.6216486904395;365-548;1.1048918627056075;0.8825014877840316;1.133142565584799;50.0;54.0
767371;1976_1990;425;Hg;3.996594049445865;3.1921677711228953;3.7172538605042673;1170.4965210516107;1363.033845196478;1170.4965210516098;1363.033845196478;365-548;1.0751469228156787;0.8587435485748232;1.1644920088885748;47.0;52.0
841211;pre1975;715;Hg;3.7098939596635248;3.8806422172212605;3.7172538605042673;2120.367549233915;2031.0927977590316;1969.0728009036386;1886.168077616331;548-730;0.9980200704291571;1.0439540485660639;0.9578965677402779;35.0;37.0
611629;pre1975;897;wDD;3.899378273795098;3.506635138304944;4.052917477628678;2823.293107319681;3263.1207775599046;2543.036787471363;2939.204632272489;730-1095;0.962116375504538;0.8652125678997643;1.1557853377319998;25.0;27.0
8190108;2001_2010;760;8jB;3.466130072463768;3.1170234464602227;3.723456018059466;1764.1797584933483;1826.8483378395126;322.112367189001;384.7809465351649;730-1095;0.9308905639417738;0.8371318021059116;1.0355227856143665;12.0;12.0
105714;1976_1990;630;Hg;3.4174835518748563;3.574773589827256;3.7172538605042673;1340.2264747015788;1393.64407614839;1340.226474701579;1393.64407614839;548-730;0.9193570523083012;0.9616705568078465;1.0398571453818695;41.0;48.0
698983;pre1975;318;Hg;3.2276818658280924;2.5780206596071027;3.7172538605042673;3841.488745683236;4689.380885337971;1684.5670687244544;2428.98109297878;<365;0.8682974009717589;0.6935282755365486;1.2207196729672916;16.0;9.0
7646451;post2010;341;z6I;3.0835361681329427;2.4628883132052257;3.628140633646451;-78.88436743936472;-116.20647892627676;-78.88436743936477;-116.20647892627676;<365;0.8498943341768549;0.678829340396849;1.4731243045791051;6.0;12.0
477661;2001_2010;822;8jB;4.00693494128848;3.6033587601515107;3.723456018059466;2353.3800566981945;2367.7324176984744;430.62353495906444;444.975895959344;730-1095;1.0761332809771589;0.9677457562744233;1.0060986158862995;6.0;7.0
7747482;1976_1990;383;8jB;3.664554149165626;2.9269601830396375;3.723456018059466;2133.864075622804;2452.925494183324;1172.4858147532393;1491.547233313759;365-548;0.984180860843218;0.786086949555286;1.14952284084327;15.0;12.0
776736;pre1975;344;z6I;3.0341637175598244;2.423453448530211;3.628140633646451;2413.4984499478655;3613.2370526074146;2141.6715483447806;3206.2862908246793;<365;0.8362861377041904;0.6679601738851361;1.4970952447412862;31.0;22.0
310610;1976_1990;954;8jB;3.428853674839729;3.083501506150835;3.723456018059466;1283.4865841892984;1549.863308470995;1283.4865841892981;1549.863308470995;730-1095;0.9208793277560257;0.8281288918669294;1.207541494833739;45.0;39.0
8773113;1976_1990;457;HbsbG;4.575582120318397;3.6546183069635756;3.836171410969115;1914.5828674572394;2009.694978563444;1543.4122968616555;1620.0855003865306;365-548;1.192747046504496;0.9526733598278722;1.049677719738777;18.0;19.0
897731;pre1975;212;Hg;4.3485982704402515;3.4733213022685714;3.7172538605042673;7434.878690541327;7957.0327964604285;6294.08042878861;6736.115877606099;<365;1.169841617933067;0.9343782890839193;1.0702303464054346;3.0;3.0
1191021;pre1975;398;8jB;3.916193649406453;3.127950199206432;3.723456018059466;5106.387769895092;6078.552745879673;4720.572464856234;5619.285101602332;365-548;1.0517631013800546;0.840066374904197;1.1903821291669265;6.0;5.0
9097838;1976_1990;944;Hg;3.7934696481208547;3.4113935684540055;3.7172538605042673;1838.837087995044;2003.7043885516023;1648.864969256477;1796.6996623015202;730-1095;1.0205032506459617;0.9177187505809006;1.0896584594866527;19.0;20.0
699801;1976_1990;247;8jB;1.48746992900311;1.1880750231654233;3.723456018059466;518.2298792774602;1624.1450456493762;518.2298792774603;1624.1450456493762;<365;0.39948637013264005;0.3190785703934825;3.1340243212410552;62.0;31.0
876790;2001_2010;902;Hg;3.9701057071242647;3.5702389452556336;3.7172538605042673;1882.3001886039442;1900.4280473767237;440.2327972995971;458.36065607237606;730-1095;1.0680211403656183;0.9604506657964194;1.0096306948713767;11.0;11.0
1015877;pre1975;864;8jB;4.025471089975845;3.620027958611371;3.723456018059466;3705.981035369896;3811.864865887819;3276.9315875996904;3370.557017824161;730-1095;1.0811114917032856;0.9722225644813718;1.0285710664753456;17.0;18.0
1141047;1991_2000;468;wDD;4.73462595999009;3.781650127787612;4.052917477628678;906.8574650991645;971.9086498804904;906.8574650991644;971.9086498804904;365-548;1.1682019153176229;0.9330686224581652;1.0717325349184974;14.0;15.0
