Household_ID;area_m2;footprint_m2;n_storeys_above;heated_basement;era_raw;era;renovation_count;residents;hp_type;dhw_electric;dhw_known;installed_kw;hp_install_year;building_type;visit_date;pv;label_correctly_planned;label_sizing_direction;label_curve_too_high;label_limit_too_high;label_night_setback;label_curve_changed;emitter;storey_sum_m2;storey_reconciles;geometry_complete;n_days;n_warm;n_cold;hdd_per_day;kwh_per_day;Weather_ID;hdd_normal_per_day;hdd_normal_se_rel;normal_years;house;heat_pump;total;house_lo;house_hi;heat_pump_lo;heat_pump_hi;total_lo;total_hi;unit_recommendation;unit_age_years;visit_status
881223;240.0;120.0;1;True;1976 - 80;1976_1990;1;2;air-source;True;True;17.0;2009.0;single family house;2021-12-14;False;True;;True;False;True;True;radiator_only;240.0;True;True;1206;480;726;4.162011650683779;44.2443855721393;sV3mR;3.840567680106237;0.052694658373341974;4;3196.7904365404493;262.2093261588714;3458.9997626993204;2091.2157371421717;4643.893508293935;155.18837633780623;284.90534901151256;2330.3073110007813;4918.846026757631;PLAN_REPLACEMENT;15.0;SLOPE_EXCESS
118708;186.0;66.0;1;True;1991 - 95;1991_2000;0;2;ground-source;False;True;8.0;2012.0;single family house;2021-12-16;False;True;;False;False;False;;floor_only;156.0;False;False;1395;615;780;3.6916632590514777;23.895303225806448;Hg;3.7172538605042673;0.0465927316569888;5;165.10049268411308;64.06963930535134;229.1701319894646;36.24087679515765;341.8360927678216;47.40227349382711;74.29401087601413;95.27486602359387;403.9823822998322;KEEP_IN_LIFE;12.0;SLOPE_EXCESS
1037610;222.0;90.0;2;True;> 2010;post2010;0;5;ground-source;False;True;7.56;2019.0;single family house;2021-12-17;False;True;;True;False;False;True;floor_only;222.0;True;True;1240;488;752;4.067521353436185;49.493156451612904;8jB;3.723456018059466;0.04687251745696425;5;50.13727365856125;0.0;50.1372736585613;-135.27971656003973;247.21753394952137;0.0;0.0;-135.27971656004007;247.21753394952128;KEEP_IN_LIFE;5.0;INCONCLUSIVE
6885841;170.0;75.0;3;False;> 2010;post2010;0;4;air-source;False;True;7.0;2017.0;single family house;2021-12-20;False;True;;True;True;False;True;floor_only;170.0;True;True;1288;601;687;3.5361586270141325;18.775337732919255;8jB;3.723456018059466;0.04687251745696425;5;77.62311896757056;0.0;77.62311896757001;-43.330917156500504;199.58996127817264;0.0;0.0;-43.330917156500114;199.58996127817218;KEEP_IN_LIFE;7.0;INCONCLUSIVE
2794690;140.0;70.0;2;False;1976 - 80;1976_1990;1;6;air-source;False;True;5.0;2018.0;single family house;2021-12-22;False;True;;False;True;False;False;floor_only;140.0;True;True;1214;481;733;4.143672963971062;22.821444810543657;8jB;3.723456018059466;0.04687251745696425;5;777.6676585415639;0.0;777.6676585415644;210.44106662159373;1441.6002213577322;0.0;0.0;210.4410666215939;1441.6002213577324;KEEP_IN_LIFE;6.0;INCONCLUSIVE
111119;180.0;100.0;2;True;1981 - 85;1976_1990;0;2;ground-source;False;True;8.65;2017.0;single family house;2021-12-22;False;True;;False;True;False;True;floor_only;180.0;True;True;1550;628;922;3.991898639551192;18.850669677419354;Hg;3.7172538605042673;0.0465927316569888;5;1109.7176643245393;0.0;1109.7176643245389;920.6051842440539;1761.274412324911;0.0;0.0;920.6051842440537;1761.2744123249117;KEEP_IN_LIFE;7.0;USES_LESS_THAN_MODELLED
105807;200.0;100.0;2;False;1981 - 85;1976_1990;1;2;ground-source;False;True;16.2;2005.0;single family house;2022-01-04;False;False;;;True;False;False;both;200.0;True;True;1243;488;755;4.085178180419042;35.74891069991955;8jB;3.723456018059466;0.04687251745696425;5;1045.523404530235;260.2592456461405;1305.7826501763752;362.01148935094915;1803.0356421279687;174.0520058402314;282.4614491188258;549.7615856804379;2057.781776495558;KEEP_IN_LIFE;19.0;SLOPE_EXCESS
7374981;200.0;100.0;2;False;> 2010;post2010;0;5;air-source;False;True;10.4;2011.0;single family house;2022-01-04;True;True;;False;False;False;True;floor_only;200.0;True;True;1159;390;769;5.667892173412862;28.154070750647108;MqO;5.348647862061662;0.04171850662481971;5;111.47316834699208;196.53062222510223;308.00379057209375;-53.34738561254532;303.62958474152356;120.91291381168624;208.9464248164144;104.50973694996942;474.1139480681707;PLAN_REPLACEMENT;13.0;SLOPE_EXCESS
861116;195.0;65.0;3;False;1976 - 80;1976_1990;1;2;air-source;False;True;12.0;1980.0;single family house;2022-01-06;False;False;;;False;False;False;floor_only;195.0;True;True;1365;619;746;3.6950818920210224;18.553728937728938;ceOxS;3.7265776660533123;0.051319964738447375;5;1230.6970639738581;471.2747866301766;1701.9718506040354;317.7096076454277;2150.398356618876;261.72153777311456;498.0076867959717;661.1015627837063;2612.9397229969027;REPLACE_END_OF_LIFE;44.0;INCONCLUSIVE
108511;274.0;156.0;2;False;2000 - 10;2001_2010;0;5;ground-source;False;True;7.8;2003.0;single family house;2022-01-10;False;True;;True;False;True;;floor_only;274.0;True;True;804;335;469;3.8221840976278028;38.94995646766169;Hg;3.7172538605042673;0.0465927316569888;5;413.61658741332405;377.2393287741387;790.8559161874628;145.03302808321374;762.1800887637996;263.78918410644303;440.96831973265625;483.21567259136486;1149.6541100346135;KEEP_IN_LIFE;21.0;SLOPE_EXCESS
86109;160.0;60.0;3;False;1981 - 85;1976_1990;1;2;air-source;False;True;8.0;2016.0;single family house;2022-01-13;False;True;;True;True;False;True;floor_only;160.0;True;True;1434;572;862;4.173408803791967;18.848203626220364;Hg;3.7172538605042673;0.0465927316569888;5;937.2291612803853;18.858441861157843;956.0876031415432;249.34554502603936;1750.7353723238257;11.751207490430591;19.297341064193596;262.0208374360519;1768.4677984208224;KEEP_IN_LIFE;8.0;INCONCLUSIVE
1037311;180.0;60.0;3;False;1976 - 80;1976_1990;2;3;ground-source;False;True;4.0;2020.0;single family house;2022-01-14;False;True;;False;True;False;False;floor_only;180.0;True;True;1163;472;691;4.0756992660161755;11.521712811693895;Hg;3.7172538605042673;0.0465927316569888;5;601.4142892255924;0.0;601.4142892255925;131.85680489243038;1212.415583457001;0.0;0.0;131.8568048924306;1212.4155834570006;KEEP_IN_LIFE;4.0;USES_LESS_THAN_MODELLED
116121;395.0;235.0;1;True;< 1975;pre1975;0;2;air-source;True;True;11.3;2009.0;single family house;2022-01-19;False;True;;True;False;False;True;radiator_only;395.0;True;True;1241;459;782;4.43484774433895;83.6525592264303;wDD;4.052917477628678;0.044375743700003904;5;7526.73920158555;460.7673772205523;7987.5065788061;6778.0153447218445;9578.160418025334;282.2184547498651;497.85336432279615;7112.124050367719;9931.13672345297;PLAN_REPLACEMENT;15.0;USES_LESS_THAN_MODELLED
120741;164.0;66.0;2;True;1981 - 85;1976_1990;0;2;air-source;False;True;13.0;2010.0;single family house;2022-01-19;False;True;;True;True;False;True;floor_only;164.0;True;True;1208;472;736;4.159824017420098;31.793264900662255;Hg;3.7172538605042673;0.0465927316569888;5;1408.654566727488;137.1361594127467;1545.7907261402338;1170.7350090542827;1947.5226176210606;85.2563392225272;150.20340894654498;1264.2954055988803;2084.5205847562015;PLAN_REPLACEMENT;14.0;SLOPE_EXCESS
114721;140.0;80.0;2;False;1981 - 85;1976_1990;1;2;air-source;False;True;12.0;2006.0;single family house;2022-01-19;False;True;;False;False;True;True;both;140.0;True;True;1520;631;889;3.913876902173913;32.87059078947369;Hg;3.7172538605042673;0.0465927316569888;5;1269.8736675671223;237.4730601904619;1507.3467277575842;497.6150145074092;2274.9716024552085;138.92346689358635;246.6010780018328;668.3315880503523;2454.2046868896177;PLAN_REPLACEMENT;18.0;SLOPE_EXCESS
815461;240.0;120.0;2;False;1981 - 85;1976_1990;1;2;ground-source;False;True;;2006.0;single family house;2022-01-19;True;True;;True;True;False;True;floor_only;240.0;True;True;1142;461;681;4.031672339399477;16.591260945709283;8jB;3.723456018059466;0.04687251745696425;5;861.9635942551673;239.5615330665232;1101.525127321691;289.97469474454937;1728.0429997181352;161.41844669259578;276.5681469931058;497.44712409553335;1988.7672139538097;KEEP_IN_LIFE;18.0;INCONCLUSIVE
1678757;200.0;100.0;2;False;1976 - 80;1976_1990;1;2;air-source;False;True;5.2;2016.0;single family house;2022-01-20;False;True;;True;False;False;True;floor_only;200.0;True;True;1437;608;829;3.9172788770889433;17.724354210160055;wDD;4.052917477628678;0.044375743700003904;5;1096.8749382522055;23.383353731105647;1120.2582919833108;286.4016560833717;2025.5628122321234;14.279720570346631;24.581884423603206;303.5858040891886;2049.4605576595222;KEEP_IN_LIFE;8.0;INCONCLUSIVE
971071;250.0;150.0;1;True;1981 - 85;1976_1990;1;2;air-source;False;True;8.14;2013.0;single family house;2022-01-20;False;True;;True;False;False;True;floor_only;250.0;True;True;1566;640;926;3.9749183001092048;33.89293295019157;Hg;3.7172538605042673;0.0465927316569888;5;1205.7070186379228;106.1031372396342;1311.8101558775575;342.20210806228425;2373.0537372376934;66.43850039261227;115.27566214450952;434.0254904307785;2452.3793355401035;KEEP_IN_LIFE;11.0;INCONCLUSIVE
121728;455.0;170.0;2;True;> 2010;post2010;0;7;ground-source;False;True;10.6;2014.0;multi family house;2022-01-21;False;True;;True;False;True;True;floor_only;455.0;True;True;1561;623;938;4.040116629065352;35.724942985265855;Hg;3.7172538605042673;0.0465927316569888;5;80.90362438037283;94.9618490433892;175.8654734237607;-240.06709401815314;360.326152310586;71.98014197044348;110.01417456571019;-140.71096983485012;464.400630162588;KEEP_IN_LIFE;10.0;USES_LESS_THAN_MODELLED
114798;301.0;186.0;1;True;< 1975;pre1975;1;3;ground-source;False;True;14.4;2010.0;single family house;2022-01-21;False;True;;True;False;False;True;radiator_only;301.0;True;True;1075;457;618;3.842205251095382;38.802642790697675;8jB;3.723456018059466;0.04687251745696425;5;2790.3764659787234;227.24075795270912;3017.617223931432;1985.52588529492;3959.9230715829253;157.6119435435273;251.3503787479453;2190.7454023315177;4157.363734734838;KEEP_IN_LIFE;14.0;USES_LESS_THAN_MODELLED
1081057;200.0;80.0;3;False;> 2010;post2010;0;4;ground-source;False;True;7.5;2020.0;single family house;2022-01-25;False;True;;True;False;True;True;floor_only;200.0;True;True;1199;479;720;4.140636484510039;21.62621684737281;8jB;3.723456018059466;0.04687251745696425;5;52.52783810714616;0.0;52.52783810714618;-137.4964425187029;184.20559529526312;0.0;0.0;-137.4964425187031;184.20559529526324;KEEP_IN_LIFE;4.0;USES_LESS_THAN_MODELLED
9776611;180.0;90.0;2;False;> 2010;post2010;0;3;air-source;False;True;7.0;2019.0;single family house;2022-01-28;False;True;;True;True;False;True;floor_only;180.0;True;True;1246;488;758;4.107521919417498;22.829201444622793;8jB;3.723456018059466;0.04687251745696425;5;67.12243691692105;0.0;67.12243691692129;-51.12735312864353;179.21845843088687;0.0;0.0;-51.12735312864392;179.21845843088644;KEEP_IN_LIFE;5.0;INCONCLUSIVE
7411010;260.0;90.0;3;True;> 2010;post2010;0;4;air-source;False;True;14.7;2016.0;single family house;2022-01-31;False;False;oversized;False;False;False;True;floor_only;260.0;True;True;1553;640;913;3.947331224278395;24.247873148744365;Hg;3.7172538605042673;0.0465927316569888;5;98.4348091066757;28.50943003205108;126.94423913872652;-70.76319797260562;266.622986545797;17.524794066035113;31.351805626623555;-50.87760294572662;292.5847434462614;KEEP_IN_LIFE;8.0;INCONCLUSIVE
512280;300.0;150.0;2;True;> 2010;post2010;0;4;ground-source;False;True;10.6;2014.0;single family house;2022-02-01;False;True;;;False;False;False;floor_only;300.0;True;True;1427;603;824;3.974448549201223;29.628056061667834;wDD;4.052917477628678;0.044375743700003904;5;80.7465624672615;82.18732174606069;162.93388421332293;-243.9911927167466;332.5409315671899;60.12606878903966;95.59814463746416;-162.7392254220846;426.8527796745978;KEEP_IN_LIFE;10.0;USES_LESS_THAN_MODELLED
7710511;200.0;90.0;2;True;< 1975;pre1975;1;3;air-source;False;True;19.6;2011.0;single family house;2022-02-04;False;True;;True;False;True;True;radiator_only;200.0;True;True;1237;490;747;3.9634322519419354;59.100941794664514;z6I;3.628140633646451;0.04633524719698416;5;3093.1024736035415;177.13025575913028;3270.2327293626718;2347.7176325676837;4310.252107477522;104.89324992776005;188.7583861313018;2465.725385510524;4476.270441162951;PLAN_REPLACEMENT;13.0;SLOPE_EXCESS
823761;240.0;140.0;2;False;1991 - 95;1991_2000;1;2;air-source;False;True;8.2;2020.0;single family house;2022-02-07;False;True;;False;True;False;;floor_only;240.0;True;True;1546;631;915;3.976523539006693;22.59410931435964;Hg;3.7172538605042673;0.0465927316569888;5;479.4019401673413;0.0;479.4019401673413;288.6826973467444;778.4498856935546;0.0;0.0;288.6826973467436;778.4498856935554;KEEP_IN_LIFE;4.0;USES_LESS_THAN_MODELLED
1101758;192.0;64.0;2;True;1976 - 80;1976_1990;2;2;ground-source;False;True;7.7;2013.0;single family house;2022-02-09;False;True;;True;False;True;True;floor_only;192.0;True;True;1518;631;887;3.897645734280422;17.585399868247695;Hg;3.7172538605042673;0.0465927316569888;5;581.1844842431874;60.380427527113554;641.5649117703015;132.81364193374046;1263.9223691753893;42.69480622885407;69.12553741080832;180.60660912961418;1323.6483446197778;KEEP_IN_LIFE;11.0;INCONCLUSIVE
1061168;160.0;54.0;3;False;> 2010;post2010;0;2;ground-source;False;True;5.2;2013.0;single family house;2022-02-11;False;True;;False;False;False;False;floor_only;160.0;True;True;962;423;539;3.67569336225858;21.490136174636174;HbsbG;3.836171410969115;0.05924504642571616;3;44.503072454213125;58.69935747801686;103.20242993223019;-110.59539943170161;190.22023679227803;40.79926256138137;65.37759222053694;-61.04290637006361;248.97575416866042;KEEP_IN_LIFE;11.0;USES_LESS_THAN_MODELLED
808112;140.0;70.0;2;False;1981 - 85;1976_1990;0;2;air-source;True;True;12.0;2005.0;single family house;2022-02-16;False;False;oversized;False;False;True;True;floor_only;140.0;True;True;1451;648;803;3.572368836085059;29.940248104755344;z6I;3.628140633646451;0.04633524719698416;5;2540.647209152322;215.48407221905154;2756.1312813713735;2302.052841942005;3005.168514074044;125.68290079678125;224.30323012349538;2434.9141352533697;3204.322202943622;PLAN_REPLACEMENT;19.0;INCONCLUSIVE
1019970;170.0;70.0;2;True;> 2010;post2010;0;4;ground-source;False;True;5.69;2015.0;single family house;2022-03-09;False;True;;True;False;False;True;floor_only;170.0;True;True;1361;588;773;3.7735851675558254;18.509987509184423;Hg;3.7172538605042673;0.0465927316569888;5;43.49934657096381;28.953589222494163;72.45293579345798;-94.51543214254937;202.27474020533015;21.403775652867058;33.327099148450486;-64.63760853644648;234.70613673540467;KEEP_IN_LIFE;9.0;INCONCLUSIVE
1148611;240.0;95.0;3;False;1991 - 95;1991_2000;0;3;ground-source;True;True;11.6;1993.0;single family house;2022-03-15;True;True;;True;True;True;False;floor_only;240.0;True;True;1358;620;738;3.4680180839256365;36.10047201767305;Hg;3.7172538605042673;0.0465927316569888;5;2394.435119840565;465.07418438435093;2859.509304224916;2018.0021653658737;2881.4508806043887;301.20308055369134;518.290402569125;2421.6102876195587;3317.204085591182;REPLACE_END_OF_LIFE;31.0;SLOPE_EXCESS
7048688;135.0;45.0;3;False;1986 - 90;1976_1990;2;4;ground-source;False;True;9.0;2008.0;single family house;2022-03-24;True;False;oversized;False;False;True;False;floor_only;135.0;True;True;981;338;643;4.43922752589047;16.967963302752295;Hg;3.7172538605042673;0.0465927316569888;5;570.6093834266787;120.32019220357792;690.9295756302567;156.57389804083442;1147.3718305466052;81.47141309359777;134.99993716672304;247.90393760675505;1247.4974027413878;KEEP_IN_LIFE;16.0;INCONCLUSIVE
109104;200.0;100.0;2;False;< 1975;pre1975;2;2;air-source;True;True;8.6;2006.0;single family house;2022-03-31;False;True;;True;False;False;True;radiator_only;200.0;True;True;1173;472;701;4.030666308363295;39.20022591645353;Hg;3.7172538605042673;0.0465927316569888;5;3641.897165175783;340.40200645249746;3982.2991716282804;2148.3656565897268;5307.45755010305;198.04539822594745;346.99168347838577;2457.653605222864;5638.9569184845905;PLAN_REPLACEMENT;18.0;INCONCLUSIVE
468646;150.0;60.0;2;True;1986 - 90;1976_1990;0;2;air-source;False;True;7.8;;single family house;2022-04-05;False;True;;False;False;False;;floor_only;150.0;True;True;666;330;336;3.180803031292162;26.147800300300304;z6I;3.628140633646451;0.04633524719698416;5;1188.4319509754496;0.0;1188.43195097545;1073.9454736968557;1848.8556090417285;7.383352546981106;316.69483422579253;1122.9831091928972;2064.3090639892125;RECORD_INSTALL_YEAR;;INCONCLUSIVE
1114639;195.0;65.0;3;False;1976 - 80;1976_1990;0;5;ground-source;False;True;9.9;;single family house;2022-05-08;False;True;;True;False;True;True;floor_only;195.0;True;True;646;312;334;3.2776545183290704;25.13891021671827;z6I;3.628140633646451;0.04633524719698416;5;925.0756341682995;0.0;925.0756341682995;817.7757624048816;1567.288691609949;3.9083087770479965;312.4617889058144;867.7293359044666;1848.793777913673;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
671781;180.0;90.0;2;False;< 1975;pre1975;2;4;air-source;True;True;9.5;2002.0;single family house;2022-06-02;False;True;;True;False;True;;floor_only;180.0;True;True;464;166;298;4.407009635807096;28.284771551724138;Hg;3.7172538605042673;0.0465927316569888;5;3913.783414425942;352.1817895202298;4265.965203946171;2719.453529854128;5429.000392344956;198.9283894043468;374.4400848092428;2968.1651948730687;5697.714836677064;REPLACE_END_OF_LIFE;22.0;USES_LESS_THAN_MODELLED
768113;150.0;75.0;2;False;1976 - 80;1976_1990;1;2;air-source;False;True;6.6;2020.0;single family house;2022-06-07;True;True;;False;False;False;True;radiator_only;150.0;True;True;908;349;559;4.278681374896252;18.584830396475773;wDD;4.052917477628678;0.044375743700003904;5;1573.2012064074402;0.0;1573.2012064074402;732.0868156617107;2541.130127899561;0.0;0.0;732.0868156617101;2541.130127899562;KEEP_IN_LIFE;4.0;INCONCLUSIVE
122850;220.0;140.0;1;True;2000 - 10;2001_2010;0;1;ground-source;True;True;9.1;;single family house;2022-06-13;False;True;;False;False;True;True;floor_only;220.0;True;True;913;376;537;3.898378446592695;22.9286286966046;8jB;3.723456018059466;0.04687251745696425;5;932.900263666965;0.0;932.900263666965;765.059255268988;1310.852581996857;10.500483815625012;402.54134539750174;865.305748005248;1604.4855241712125;RECORD_INSTALL_YEAR;;INCONCLUSIVE
461104;210.0;70.0;3;False;1991 - 95;1991_2000;0;3;air-source;False;True;5.6;2021.0;single family house;2022-06-15;False;True;;False;False;False;False;floor_only;210.0;True;True;767;277;490;4.362096508134459;20.04379009126467;8jB;3.723456018059466;0.04687251745696425;5;387.893253266664;0.0;387.89325326666403;203.51972681567247;602.1738632750481;0.0;0.0;203.51972681567264;602.1738632750474;KEEP_IN_LIFE;3.0;INCONCLUSIVE
112810;180.0;80.0;2;True;1991 - 95;1991_2000;0;4;air-source;False;True;6.83;2018.0;single family house;2022-07-01;True;True;;True;False;False;True;floor_only;180.0;True;True;851;347;504;3.8071850934109914;31.142971797884844;Hg;3.7172538605042673;0.0465927316569888;5;372.23154088084283;0.0;372.2315408808431;220.72675751050645;616.9928853262056;0.0;0.0;220.72675751050676;616.9928853262056;KEEP_IN_LIFE;6.0;INCONCLUSIVE
610891;240.0;110.0;2;True;2000 - 10;2001_2010;0;4;air-source;True;True;11.6;2007.0;single family house;2022-07-08;False;True;;True;False;False;True;floor_only;240.0;True;True;824;363;461;3.701072437385676;33.94351577669903;8jB;3.723456018059466;0.04687251745696425;5;2971.6703087672813;291.31946363158187;3262.9897723988634;2597.677708930847;3626.7393478284744;174.33523939937632;321.69392415737104;2848.4691865859963;3890.178729024235;PLAN_REPLACEMENT;17.0;USES_LESS_THAN_MODELLED
858577;180.0;90.0;2;False;1981 - 85;1976_1990;1;1;air-source;True;True;11.6;2004.0;single family house;2022-07-19;False;True;;;False;True;False;floor_only;180.0;True;True;1127;472;655;3.793147570181192;25.89477107364685;8jB;3.723456018059466;0.04687251745696425;5;1699.30314570374;297.5124755726884;1996.8156212764286;915.0044613231685;2621.4136557423662;170.75343658349902;312.5418851248943;1143.1869837588201;2906.7979960023563;REPLACE_END_OF_LIFE;20.0;INCONCLUSIVE
8399121;168.0;84.0;2;False;2000 - 10;2001_2010;0;4;air-source;True;True;8.0;2006.0;single family house;2022-08-09;False;True;;False;False;True;True;floor_only;168.0;True;True;478;202;276;4.868294979079498;28.97189539748954;MqO;5.348647862061662;0.04171850662481971;5;2998.790775879072;332.9172289086105;3331.7080047876816;2592.5246375667066;3588.7379487252906;199.75789613825037;354.4366800254642;2859.2474251214203;3843.02051525721;PLAN_REPLACEMENT;18.0;INCONCLUSIVE
108987;180.0;100.0;2;False;2000 - 10;2001_2010;0;3;air-source;True;True;8.0;2007.0;single family house;2022-08-18;False;True;;True;False;False;True;floor_only;180.0;True;True;512;151;361;5.861366833673007;32.3279296875;MqO;5.348647862061662;0.04171850662481971;5;2449.6004714044025;330.7954333093827;2780.3959047137846;2067.15708680154;2978.932491908114;201.81825115988326;359.07988643162537;2307.9023614315392;3296.8966513307437;PLAN_REPLACEMENT;17.0;SLOPE_EXCESS
788488;250.0;90.0;3;True;2000 - 10;2001_2010;0;3;air-source;False;True;9.0;2019.0;single family house;2022-09-01;False;True;;;False;False;False;floor_only;250.0;True;True;599;226;373;5.208797996661102;23.861664440734558;MqO;5.348647862061662;0.04171850662481971;5;731.3233046664368;0.0;731.3233046664373;460.71531300835335;1132.7134851880858;0.0;0.0;460.71531300835346;1132.7134851880865;KEEP_IN_LIFE;5.0;INCONCLUSIVE
865116;200.0;100.0;2;False;1981 - 85;1976_1990;0;2;air-source;True;True;9.0;;single family house;2022-10-04;True;True;;True;False;False;True;floor_only;200.0;True;True;726;325;401;3.410258284425281;23.21919008264463;HbsbG;3.836171410969115;0.05924504642571616;3;2762.258130659806;0.0;2762.2581306598063;2513.4228514720967;3712.7278170770714;7.792354174958986;427.38233407469284;2592.0399962737424;4023.1611932299143;RECORD_INSTALL_YEAR;;INCONCLUSIVE
991118;234.5;93.0;2;True;1981 - 85;1976_1990;0;2;ground-source;True;True;26.0;1983.0;single family house;2022-10-10;False;False;;False;False;;True;floor_only;217.0;True;True;1569;640;929;3.9848345387535673;51.17662205226259;Hg;3.7172538605042673;0.0465927316569888;5;2716.3110376888053;424.61980103065036;3140.9308387194556;2447.279777946344;3413.701994242347;293.8792416034455;496.16149768777535;2786.7928350291877;3884.2742874031233;REPLACE_END_OF_LIFE;41.0;SLOPE_EXCESS
816910;180.0;90.0;2;False;1995 - 00;1991_2000;0;3;air-source;True;True;12.0;1996.0;single family house;2022-10-11;False;True;;;False;True;False;floor_only;180.0;True;True;476;137;339;6.181615515771527;40.8927731092437;MqO;5.348647862061662;0.04171850662481971;5;2471.5362249502;634.3874210154192;3105.9236459656186;2132.383379660452;2999.9901171103743;353.7168754518507;657.9608946790015;2564.6995887636854;3517.114811282177;REPLACE_END_OF_LIFE;28.0;SLOPE_EXCESS
1001228;170.0;57.0;3;False;2000 - 10;2001_2010;0;3;air-source;False;True;9.4;2010.0;single family house;2022-10-12;False;True;;False;False;False;False;floor_only;170.0;True;True;295;170;125;2.4354654875951853;23.96304406779661;z6I;3.628140633646451;0.04633524719698416;5;360.6631427975843;138.77628548830242;499.43942828588615;220.93626098629412;556.3302470577012;83.04489528231201;146.04973042690318;317.3827804361029;669.1435393745857;PLAN_REPLACEMENT;14.0;SLOPE_EXCESS
107461;120.0;60.0;2;False;1981 - 85;1976_1990;2;2;air-source;False;True;12.0;2007.0;single family house;2022-10-19;False;True;;;False;False;False;floor_only;120.0;True;True;577;328;249;2.690849345691106;21.520972270363952;8jB;3.723456018059466;0.04687251745696425;5;790.8630609850459;158.7788270985606;949.6418880836068;213.49721508943585;1459.5942485617152;92.271463106329;167.57404854189178;344.6714256406323;1593.7965463751839;PLAN_REPLACEMENT;17.0;SLOPE_EXCESS
106100;140.0;60.0;3;False;1976 - 80;1976_1990;1;2;air-source;False;True;8.0;2015.0;single family house;2022-10-19;False;True;;True;False;False;True;floor_only;140.0;True;True;742;339;403;3.3471929762881363;17.25543665768194;8jB;3.723456018059466;0.04687251745696425;5;949.7885491271074;36.495107733715066;986.2836568608222;269.4822106433086;1691.6540046125663;21.941955510215404;39.082471944671745;296.5811116633837;1727.3747683532097;KEEP_IN_LIFE;9.0;INCONCLUSIVE
5845834;180.0;75.0;2;True;2000 - 10;2001_2010;0;4;ground-source;False;True;7.34;;single family house;2022-10-23;False;True;;True;False;True;True;floor_only;180.0;True;True;557;263;294;3.2924055759373454;26.735978456014365;8jB;3.723456018059466;0.04687251745696425;5;231.87157640353703;0.0;231.8715764035369;93.70928539584423;533.9339175342368;11.34926236420911;323.67095958558275;150.52017478941417;792.6486642066217;RECORD_INSTALL_YEAR;;INCONCLUSIVE
1111201;250.0;125.0;1;True;< 1975;pre1975;0;4;air-source;True;True;13.0;2013.0;single family house;2022-10-25;True;True;;False;False;False;True;both;250.0;True;True;866;342;524;4.055902065133715;68.88914318706698;8jB;3.723456018059466;0.04687251745696425;5;5203.464654656909;110.1583335910539;5313.622988247963;5052.820876102948;6434.57101442298;69.921582223139;123.09584984346371;5126.6947132337755;6520.760522584601;KEEP_IN_LIFE;11.0;SLOPE_EXCESS
8612210;300.0;150.0;2;False;1981 - 85;1976_1990;1;6;ground-source;False;True;20.42;2017.0;single family house;2022-11-10;True;True;;;False;True;False;floor_only;300.0;True;True;582;251;331;3.673981796902236;25.341006872852233;8jB;3.723456018059466;0.04687251745696425;5;864.9180662107518;0.0;864.9180662107519;269.40300091870586;1977.4751577409857;0.0;0.0;269.403000918705;1977.4751577409854;KEEP_IN_LIFE;7.0;INCONCLUSIVE
7211010;180.0;90.0;2;False;< 1975;pre1975;1;4;ground-source;False;True;9.33;2018.0;single family house;2022-11-21;True;True;;True;False;True;True;radiator_only;180.0;True;True;579;248;331;3.6930179720157192;29.643431778929187;8jB;3.723456018059466;0.04687251745696425;5;1735.4130641900706;0.0;1735.4130641900706;1200.9974476863056;2322.328400265451;0.0;0.0;1200.997447686305;2322.328400265451;KEEP_IN_LIFE;6.0;INCONCLUSIVE
1211151;245.0;173.0;1;True;< 1975;pre1975;1;4;ground-source;False;True;9.1;2020.0;single family house;2022-11-23;True;True;;;False;True;False;both;245.0;True;True;910;355;555;4.196328961618092;30.790403296703296;wDD;4.052917477628678;0.044375743700003904;5;2108.483495022411;0.0;2108.4834950224104;1537.5735336266157;3069.2207782482324;0.0;0.0;1537.5735336266152;3069.2207782482315;KEEP_IN_LIFE;4.0;USES_LESS_THAN_MODELLED
7771161;240.0;90.0;3;False;< 1975;pre1975;1;3;air-source;False;True;23.7;2017.0;single family house;2022-11-26;False;False;oversized;False;True;False;False;radiator_only;240.0;True;True;887;368;519;3.8317206182703463;70.64288049605412;8jB;3.723456018059466;0.04687251745696425;5;3399.0329637522686;0.0;3399.0329637522686;2546.680963659706;4669.2961593882865;0.0;0.0;2546.680963659706;4669.296159388287;KEEP_IN_LIFE;7.0;SLOPE_EXCESS
5769106;200.0;100.0;2;False;> 2010;post2010;0;4;ground-source;False;True;7.56;;single family house;2022-12-03;False;True;;True;False;True;True;floor_only;200.0;True;True;582;251;331;3.673981796902236;23.49482474226804;8jB;3.723456018059466;0.04687251745696425;5;46.91422889994705;0.0;46.914228899947375;-112.2774358476022;224.23979914516292;8.225541967640268;336.9897433016003;-30.958718979316412;497.72176187629697;RECORD_INSTALL_YEAR;;INCONCLUSIVE
901187;180.0;120.0;1;True;< 1975;pre1975;0;2;air-source;False;True;12.2;2021.0;single family house;2022-12-08;False;True;;;False;True;False;radiator_only;180.0;True;True;1448;649;799;3.5595957742813673;29.733950966850827;z6I;3.628140633646451;0.04633524719698416;5;3042.692548063211;0.0;3042.692548063209;2797.933326642895;3978.5722531735746;0.0;0.0;2797.933326642895;3978.572253173574;KEEP_IN_LIFE;3.0;SLOPE_EXCESS
