Household_ID;area_m2;footprint_m2;n_storeys_above;heated_basement;era_raw;era;renovation_count;residents;hp_type;dhw_electric;installed_kw;building_type;visit_date;pv;label_correctly_planned;label_sizing_direction;label_curve_too_high;label_limit_too_high;label_night_setback;label_curve_changed;emitter;storey_sum_m2;storey_reconciles;geometry_complete;drop_reason;n_days;n_warm;n_cold;hdd_per_day;kwh_per_day;E_as_built;E_reference;deficiency;term_envelope;term_emitter;term_dhw;huellzahl;H_as_built;design_kw;jaz_as_built;deficiency_lo;deficiency_hi;band;decisive;tier;jaz_derived;pv_level;rank_in_era
1137376;200.0;150.0;1;True;1981 - 85;1976_1990;0;5;ground-source;True;14.4;single family house;2019-05-28;False;True;;;False;True;;floor_only;200.0;True;True;;1678;793;885;3.471233024131558;41.426128724672225;7150.763704304894;3253.7070342694833;3897.056670035411;1493.6110178614977;0.0;2403.445652173913;2.117043345827187;436.30693533234995;13.089208059970499;4.25;3497.6977986818333;4838.287993275222;1340.5901945933888;True;T1;False;no PV;2.0
700831;450.0;300.0;2;False;1976 - 80;1976_1990;0;2;ground-source;True;22.9;other;2019-07-22;;True;;False;False;True;True;both;450.0;True;True;;836;348;488;3.998555786699951;76.82277751196172;9055.115063507332;4009.8582292963547;5045.256834210977;3661.8996713845195;421.9789019568925;961.3782608695652;1.831384387633061;878.853379547902;26.36560138643706;3.7642857142857147;3891.3195942496377;7596.992531646799;3705.672937397161;True;T2;True;Unknown;1.0
1191127;220.0;85.0;2;True;2000 - 10;2001_2010;0;3;ground-source;False;8.03;single family house;2019-09-23;True;False;undersized;False;False;True;False;floor_only;220.0;True;True;;296;154;142;3.053555743243243;35.360010135135134;2405.814883707223;2157.918854686574;247.89602902064917;247.89602902064917;0.0;0.0;1.7110350015768543;257.9090801387632;7.737272404162896;4.25;130.12824662045767;425.184058927525;295.0558123070673;True;T1;False;PV;32.0
121798;207.0;60.0;2;True;1981 - 85;1976_1990;0;2;ground-source;True;10.4;single family house;2019-10-07;;True;;False;True;True;False;both;207.0;True;True;;424;166;258;4.00597084358764;28.344919811320754;4234.846089608674;1936.2890660937537;2298.5570235149207;1182.757172069444;154.42159057591198;961.3782608695652;1.4451260903149783;340.30818055616044;10.209245416684812;3.7642857142857147;1922.1345373019965;3116.100509175703;1193.9659718737064;True;T2;True;Unknown;11.0
114671;260.0;130.0;2;False;< 1975;pre1975;1;4;ground-source;False;13.7;single family house;2019-10-07;;True;;False;True;False;False;radiator_only;260.0;True;True;;571;297;274;2.5519838066956013;35.04106479859895;5690.00111202407;2830.147692615067;2859.8534194090025;2522.077365820452;337.7760535885495;0.0;1.6972226608515917;612.2596810035552;18.367790430106655;3.4;1451.5385567972162;4437.406845239415;2985.8682884421987;True;T3;True;Unknown;27.0
1121037;150.0;75.0;2;False;2000 - 10;2001_2010;0;4;ground-source;False;6.7;single family house;2019-11-07;;True;;;False;False;;floor_only;150.0;True;True;;683;336;347;3.165213380864473;39.68100585651538;2796.2054272577234;2528.401124431123;267.8043028266002;267.80430282660035;0.0;0.0;1.9970765814495917;193.0095948869755;5.790287846609265;4.25;120.38806204300472;404.725496700217;284.33743465721227;True;T1;False;Unknown;34.0
9880798;150.0;50.0;3;False;1991 - 95;1991_2000;0;4;ground-source;True;;single family house;2020-02-17;False;True;;True;False;False;True;floor_only;150.0;True;True;;587;277;310;3.402035849196356;43.293468483816014;5165.421842355185;2615.8745129733634;2549.5473293818213;626.79080764269;0.0;1922.7565217391304;2.027350647362943;240.4414284074428;7.213242852223284;4.25;2199.2563853234396;2880.6875133214467;681.431127998007;True;T1;False;no PV;3.0
680861;400.0;150.0;2;True;1991 - 95;1991_2000;0;2;ground-source;False;15.0;single family house;2020-02-17;False;False;undersized;True;True;True;True;floor_only;400.0;True;True;;543;241;302;3.917535871566979;63.00837569060774;3969.3156082348855;2962.2545872579567;1007.0610209769288;1007.0610209769286;0.0;0.0;1.3892027881893227;500.784613401651;15.02353840204953;4.25;761.0590234728776;1546.6288110045318;785.5697875316542;True;T1;False;no PV;12.0
468185;300.0;160.0;1;True;1976 - 80;1976_1990;1;2;ground-source;True;11.67;single family house;2020-02-25;False;True;;True;True;;;both;300.0;True;True;;1555;639;916;3.939773027634093;21.815538263665594;5598.193995884409;2745.5529417536864;2852.6410541307223;1632.4200574388028;258.8427358223548;961.3782608695652;1.48305197459637;457.81091466523765;13.734327439957129;3.7642857142857147;2038.531298908376;4703.122939525338;2664.5916406169617;True;T3;True;no PV;8.0
781007;200.0;100.0;2;False;1986 - 90;1976_1990;0;2;ground-source;False;;single family house;2020-02-28;False;True;;False;False;False;;floor_only;200.0;True;True;;1552;631;921;3.981930020170327;19.654122422680413;3714.4784859895854;2233.431957158476;1481.0465288311093;1481.0465288311095;0.0;0.0;1.83;390.38;11.7114;4.25;1167.1249177972932;2055.4331175993493;888.3081998020562;True;T1;False;no PV;27.0
761079;250.0;100.0;3;False;1976 - 80;1976_1990;0;2;ground-source;False;;single family house;2020-02-28;False;True;;True;False;True;;radiator_only;250.0;True;True;;1377;581;796;3.765477061033753;28.907378358750908;5254.117725453298;2537.386231595245;2716.7314938580525;2267.2653707418503;449.46612311620265;0.0;1.896;501.175;15.03525;3.4;2021.7771953186602;4099.892527861309;2078.1153325426485;True;T2;True;no PV;9.0
461089;235.0;110.0;2;True;1976 - 80;1976_1990;0;2;ground-source;False;9.74;single family house;2020-03-09;False;True;;True;;;True;floor_only;235.0;True;True;;1426;625;801;3.6829631075065556;21.8788618513324;4074.8674334548377;2397.4456692234594;1677.4217642313783;1677.4217642313781;0.0;0.0;1.9071420808763446;473.19921120475277;14.195976336142582;4.25;1355.6202196143652;2469.9184005902016;1114.2981809758364;True;T1;False;no PV;17.0
114109;200.0;100.0;2;False;1976 - 80;1976_1990;0;1;ground-source;False;10.4;single family house;2020-05-07;False;True;;False;False;False;;radiator_only;200.0;True;True;;1442;635;807;3.640544423003478;36.44107420249654;3769.639238406873;1735.592635859608;2034.0466025472651;1692.5886609736679;341.4579415735977;0.0;1.83;390.38;11.7114;3.4;1500.4400789634662;3165.8140440306465;1665.3739650671803;True;T2;True;no PV;13.0
107114;185.0;85.0;2;True;1976 - 80;1976_1990;1;2;ground-source;False;5.06;single family house;2020-05-07;False;True;;False;True;False;;floor_only;185.0;True;True;;1415;625;790;3.646595580478312;31.32114982332156;3208.3841771473735;2076.124819020587;1132.2593581267865;1132.2593581267868;0.0;0.0;2.0347443261995024;353.76089024283556;10.612826707285066;4.25;651.7522980889652;1961.1602682998212;1309.407970210856;True;T2;False;no PV;53.0
671048;240.0;80.0;3;False;2000 - 10;2001_2010;0;2;air-source;True;;single family house;2020-05-25;;True;;False;False;False;;floor_only;240.0;True;True;;712;334;378;3.208740891141508;21.365245786516855;4061.5978819647544;2649.247033768769;1412.3508481959852;450.9725873264196;0.0;961.3782608695652;1.7074767078498865;281.0137639535891;8.430412918607674;3.5;1136.9590147885697;1677.8704795982871;540.9114648097175;True;T1;False;Unknown;16.0
109711;160.0;160.0;1;False;1995 - 00;1991_2000;2;2;ground-source;True;;single family house;2020-06-23;True;True;;;False;False;;floor_only;160.0;True;True;;712;339;373;3.184779524914509;17.571543539325845;3271.329021414206;1971.1844183398275;1300.1446030743787;338.76634220481327;0.0;961.3782608695652;2.3538149682454623;228.70815796770958;6.861244739031287;4.25;778.9069067434809;1878.6014123137566;1099.6945055702756;True;T2;False;PV;10.0
7610179;280.0;140.0;2;False;1995 - 00;1991_2000;3;4;air-source;True;;multi family house;2020-07-08;;True;;False;False;False;True;both;280.0;True;True;;1135;390;745;5.440884313349933;33.40373127753304;8010.580660384585;4789.93574162842;3220.6449187561648;870.6764920663825;427.21190495065173;1922.7565217391304;1.662766595106798;322.8418586519614;9.685255759558842;3.1;1876.3146298957697;4895.05060334685;3018.73597345108;True;T2;False;Unknown;5.0
6569121;150.0;65.0;2;True;2000 - 10;2001_2010;0;3;air-source;True;;single family house;2020-07-09;;True;;False;False;False;True;floor_only;150.0;True;True;;719;277;442;4.701064884803773;25.887867872044506;5003.736058487972;3053.502574403252;1950.2334840847197;508.1660927803724;0.0;1442.0673913043477;2.101206394693739;199.25738368162433;5.977721510448729;3.5;1594.3943183400943;2311.3808151492876;716.9864968091933;True;T1;False;Unknown;10.0
5011111;286.0;117.0;2;True;< 1975;pre1975;0;5;air-source;False;;single family house;2020-07-09;;True;;;False;False;;both;286.0;True;True;;1150;390;760;5.584448865784499;52.57780521739131;13141.824378029385;5291.9446279925305;7849.879750036855;7405.603584854087;444.2761651827671;0.0;1.634788997596445;770.7314319719874;23.121942959159618;3.1;6818.959935692485;11240.560455205441;4421.600519512956;True;T1;False;Unknown;2.0
5661171;250.0;240.0;2;False;2000 - 10;2001_2010;0;4;ground-source;False;14.4;single family house;2020-07-13;;True;;False;True;False;;floor_only;250.0;True;True;;561;252;309;3.6620680849414864;50.21064349376114;4635.8936839629905;3917.428248498375;718.4654354646154;718.4654354646163;0.0;0.0;2.778503044449283;399.8253044449283;11.994759133347848;4.25;285.5482853179804;1120.3178790285733;834.769593710593;True;T1;False;Unknown;21.0
110119;130.0;65.0;2;False;2000 - 10;2001_2010;0;2;air-source;True;7.2;single family house;2020-07-13;;True;;False;True;True;;floor_only;130.0;True;True;;719;339;380;3.147466741246901;19.404724617524337;3118.919165098824;1864.3085017452536;1254.6106633535705;293.2324024840054;0.0;961.3782608695652;2.0895751335634514;172.08490694529945;5.162547208358984;3.5;1022.1969253545307;1464.13446157436;441.93753621982944;True;T1;False;Unknown;17.0
102766;216.0;144.0;2;True;2000 - 10;2001_2010;0;2;ground-source;True;10.0;single family house;2020-07-16;;True;;False;False;False;True;floor_only;216.0;True;True;;719;277;442;4.701064884803773;42.48199443671766;4958.3744963728905;3279.997178065244;1678.3773183076464;716.9990574380811;0.0;961.3782608695652;2.5;321.3864;9.641592;4.25;1246.7905111379682;2150.5666669979314;903.7761558599632;True;T1;False;Unknown;14.0
105900;240.0;120.0;2;False;2000 - 10;2001_2010;0;5;air-source;True;11.6;single family house;2020-08-07;False;True;;True;False;True;;floor_only;240.0;True;True;;537;202;335;5.580197082557418;38.21156052141527;7417.482360374161;4405.217056690444;3012.2653036837164;608.8196515098027;0.0;2403.445652173913;1.7359006035092992;283.7424579368927;8.512273738106781;3.5;2547.5730989731665;3563.8464407333313;1016.2733417601648;True;T1;False;no PV;1.0
826780;150.0;75.0;2;False;< 1975;pre1975;2;4;ground-source;False;;single family house;2020-08-25;True;True;;;;;;radiator_only;150.0;True;True;;842;335;507;4.069792376673895;13.34161401425178;4993.888779276335;2639.011181234094;2354.8775980422415;2064.8856722989344;289.99192574330607;0.0;1.9970765814495917;372.74648721743876;11.182394616523164;3.4;1029.1266467497026;4422.3677642539615;3393.241117504259;True;T3;True;PV;33.0
698310;200.0;80.0;3;False;< 1975;pre1975;3;5;air-source;False;11.6;single family house;2020-09-21;True;True;;False;False;False;True;both;200.0;True;True;;503;210;293;3.574444694153917;25.177097415506957;5942.119889943719;3333.7705578823743;2608.3493320613443;2416.7407888282755;191.6085432330694;0.0;2.0489720494198638;507.37440988397276;15.221232296519183;3.1;1087.466724610565;4620.944563286249;3533.477838675684;True;T2;False;PV;32.0
24611;160.0;80.0;2;False;< 1975;pre1975;1;1;air-source;False;9.95;single family house;2020-11-02;;True;;True;False;False;;radiator_only;160.0;True;True;;707;337;370;3.20565853883525;19.007152758132957;4802.929784598825;1731.992212028455;3070.93757257037;2730.3797369545605;340.55783561580944;0.0;1.9574767078498865;422.5799005815801;12.677397017447403;2.8;1728.9008399293944;4357.417318839355;2628.516478909961;True;T2;False;Unknown;19.0
6683113;160.0;80.0;2;False;< 1975;pre1975;1;4;air-source;False;13.0;single family house;2020-12-11;False;True;;False;False;False;True;radiator_only;160.0;True;True;;322;170;152;2.9318234989648033;22.48769254658385;4574.954027264154;2430.359898669107;2144.594128595047;1906.7650234929865;237.82910510205943;0.0;1.9574767078498865;422.5799005815801;12.677397017447403;2.8;1324.5528257582043;3405.5836466725814;2081.030820914377;True;T2;False;no PV;28.0
896968;200.0;110.0;2;False;1976 - 80;1976_1990;1;2;air-source;False;8.14;single family house;2021-01-25;True;True;;False;False;True;;floor_only;200.0;True;True;;344;165;179;3.077478113414223;10.355299418604652;3026.028074803702;1987.8230659578244;1038.2050088458777;1038.2050088458777;0.0;0.0;1.957713556023764;371.6598978433269;11.149796935299808;3.5;558.3773225896866;1714.9496429300107;1156.572320340324;True;T2;False;PV;57.0
9981041;410.0;120.0;3;True;2000 - 10;2001_2010;0;2;ground-source;False;13.2;single family house;2021-03-17;True;True;;False;True;False;;floor_only;410.0;True;True;;1168;483;685;3.859581931209053;26.863366438356163;3972.3811264772;3397.5309246865127;574.8502017906872;574.8502017906876;0.0;0.0;1.4489713499363552;437.67030138956227;13.130109041686868;4.25;263.508882206628;1050.1995828088889;786.6907006022609;True;T1;False;PV;22.0
111710;290.0;290.0;1;False;1991 - 95;1991_2000;0;3;ground-source;False;18.7;single family house;2021-06-11;;True;;False;False;True;;floor_only;290.0;True;True;;1134;389;745;5.445682271298214;38.87321781305115;6131.606210347672;4319.052999881665;1812.553210466007;1812.5532104660085;0.0;0.0;2.1341978370758796;481.8955550136028;14.456866650408084;4.25;1412.3114424644368;2744.646442080502;1332.334999616065;True;T1;False;Unknown;9.0
1027273;200.0;80.0;2;True;2000 - 10;2001_2010;0;4;air-source;True;10.6;single family house;2021-06-15;;True;;;False;False;;floor_only;200.0;True;True;;682;277;405;4.498153714565005;27.64955571847507;6253.7860392619095;3773.3477287701826;2480.438310491727;557.6817887525957;0.0;1922.7565217391304;1.8074767078498866;242.1781366279909;7.265344098839727;3.5;2096.015051848025;2991.7973524743215;895.7823006262965;True;T1;False;Unknown;3.0
6981151;240.0;70.0;3;True;< 1975;pre1975;1;2;air-source;False;25.8;single family house;2021-09-09;False;False;oversized;True;True;False;True;floor_only;240.0;True;True;;1059;478;581;3.45481657565929;57.521465533522196;5253.328481240088;2531.22313356223;2722.105347677858;2722.105347677858;0.0;0.0;1.7552395417911693;580.4792390328687;17.41437717098606;3.5;1514.8951259262797;4670.390854733086;3155.4957288068063;True;T2;False;no PV;25.0
876511;500.0;250.0;2;False;1995 - 00;1991_2000;0;8;air-source;True;27.0;other;2021-09-15;;True;;True;False;True;True;floor_only;500.0;True;True;;412;199;213;3.7272330097087383;48.546786407766994;11557.671419958464;6211.932877513989;5345.738542444475;1500.2254989662158;0.0;3845.513043478261;1.43305197459637;638.0392930140017;19.14117879042005;3.5;4696.634050269772;6155.164667567478;1458.5306172977062;True;T1;False;Unknown;1.0
7412010;250.0;108.0;2;True;2000 - 10;2001_2010;0;5;air-source;False;10.0;single family house;2021-09-21;;True;;False;False;False;False;floor_only;250.0;True;True;;783;277;506;5.349812454883669;32.96525670498084;5449.266860865947;4751.123015337102;698.1438455288453;698.1438455288467;0.0;0.0;1.7703689233046325;299.01189233046324;8.970356769913897;3.5;362.3444312432336;1193.0898528190835;830.7454215758498;True;T1;False;Unknown;20.0
6810910;160.0;60.0;3;False;1976 - 80;1976_1990;2;2;air-source;False;16.0;single family house;2021-11-17;False;True;;True;False;False;True;both;160.0;True;True;;1238;391;847;5.8000396033808626;33.75705896607431;5170.54504441767;3028.016856180602;2142.528188237068;1847.2384957144661;295.28969252260237;0.0;2.131058255214004;291.1698255214004;8.735094765642012;3.1;787.4328207461227;3811.4606551336315;3024.027834387509;True;T2;False;no PV;45.0
9889190;200.0;80.0;3;True;< 1975;pre1975;2;4;ground-source;False;7.7;single family house;2021-11-19;False;True;;True;True;False;True;radiator_only;200.0;True;True;;1158;430;728;4.267574046957523;18.607757340241797;7152.009990869077;3282.4501076298166;3869.5598832392607;3418.708225897023;450.8516573422369;0.0;2.290467390989841;555.6734781979683;16.670204345939048;3.4;1643.0515347234948;7761.275662100646;6118.224127377151;True;T3;True;no PV;23.0
6808461;207.0;69.0;3;False;> 2010;post2010;0;4;ground-source;False;5.76;single family house;2021-11-29;False;True;;False;False;True;False;floor_only;207.0;True;True;;1177;472;705;4.04060881878517;16.408966015293117;2951.6142984890184;3035.1798860520466;-83.5655875630282;-83.56558756302836;0.0;0.0;1.8001672133263076;190.42760715805096;5.712828214741529;4.25;-284.15780670836057;86.01850612940274;370.1763128377633;False;T1;False;no PV;
6773102;200.0;100.0;2;False;< 1975;pre1975;2;4;ground-source;False;13.7;single family house;2021-11-29;False;False;;True;True;True;True;radiator_only;200.0;True;True;;1438;645;793;3.6075248130454938;35.986128650904035;5479.812731307208;2832.487198441526;2647.3255328656824;2308.9646028205175;338.36093004516414;0.0;1.83;463.58;13.907399999999999;3.4;1225.4990773009504;4927.865675057695;3702.3665977567443;True;T3;True;no PV;31.0
4710670;300.0;150.0;1;True;< 1975;pre1975;0;2;air-source;False;10.0;single family house;2021-11-30;True;True;;True;False;False;True;both;300.0;True;True;;1154;468;686;4.089511767513124;37.73992027729636;8443.330608467499;3213.015466868311;5230.315141599188;4911.154660600751;319.1604809984356;0.0;1.4113622305514582;717.9717033733406;21.539151101200215;3.1;4567.405872918924;7979.059700570993;3411.6538276520696;True;T1;False;PV;4.0
716869;155.0;70.0;3;False;1981 - 85;1976_1990;1;2;air-source;False;8.5;single family house;2021-12-02;False;True;;True;False;False;True;floor_only;155.0;True;True;;1166;479;687;4.018784491759266;17.04317409948542;3904.419793700524;2390.614219423255;1513.8055742772694;1513.805574277269;0.0;0.0;2.426308700626068;338.8789940179284;10.16636982053785;3.5;943.2436035911477;2453.3099401929117;1510.0663366017639;True;T2;False;no PV;35.0
115508;170.0;110.0;1;True;< 1975;pre1975;1;2;ground-source;False;9.6;single family house;2021-12-03;False;True;;True;True;True;True;both;170.0;True;True;;1217;477;740;4.068528187631738;25.80907148726376;4707.302671578969;2086.8261123421853;2620.476559236784;2446.6308336610746;173.84572557570962;0.0;1.9700413729621447;451.34073674392107;13.540222102317632;3.7642857142857147;1505.2967653339092;5126.594192272735;3621.297426938826;True;T3;True;no PV;26.0
781099;150.0;75.0;2;False;1981 - 85;1976_1990;0;2;ground-source;False;7.38;single family house;2021-12-03;False;True;;True;False;True;True;both;150.0;True;True;;1454;608;846;3.983574447301796;25.019319807427784;3432.252753253877;1911.813371932969;1520.439381320908;1369.1759448302587;151.26343649064944;0.0;1.9970765814495917;312.834189773951;9.385025693218529;3.7642857142857147;1115.331322850867;2345.7412203224253;1230.4098974715582;True;T2;True;no PV;28.0
105768;294.0;164.0;2;False;< 1975;pre1975;2;1;ground-source;False;17.8;single family house;2021-12-03;True;False;;True;True;True;True;radiator_only;294.0;True;True;;1158;474;684;3.819199262846987;20.966550949913643;6455.2230863642835;2445.773197796178;4009.4498885681055;3490.4468065103665;519.0030820577402;0.0;1.777601928765643;666.057567057099;19.98172701171297;3.4;1664.43796990439;7869.610691961477;6205.1727220570865;True;T3;True;PV;22.0
8010411;375.0;150.0;3;False;> 2010;post2010;0;5;air-source;False;19.9;single family house;2021-12-03;False;False;;False;False;False;True;floor_only;375.0;True;True;;1126;482;644;3.732819001467295;31.566730017761987;4730.546828031808;4886.976133127369;-156.42930509556118;-156.42930509556174;0.0;0.0;1.6581795688823329;332.1986611994099;9.965959835982298;3.5;-518.3830064877344;171.46800413677508;689.8510106245095;False;T1;False;no PV;
7086681;180.0;90.0;2;False;2000 - 10;2001_2010;0;1;air-source;False;7.5;single family house;2021-12-03;False;True;;False;False;True;True;floor_only;180.0;True;True;;1396;615;781;3.690164932934679;28.402554441260744;2288.886434908364;1907.0226099433567;381.86382496500755;381.86382496500727;0.0;0.0;1.8884199576606167;223.7882369515644;6.713647108546931;3.5;179.53398141324377;629.9814302709038;450.4474488576601;True;T1;False;no PV;26.0
868122;280.0;140.0;2;False;1986 - 90;1976_1990;0;1;air-source;False;14.0;single family house;2021-12-07;False;False;;False;False;False;False;both;280.0;True;True;;1537;608;929;4.067797912364572;24.75062589459987;5803.077912576103;2845.101248324035;2957.9766642520676;2638.577905702543;319.3987585495249;0.0;1.662766595106798;509.0717173039228;15.272151519117685;3.1;2454.5549268120176;4143.89568192297;1689.3407551109522;True;T1;False;no PV;4.0
881223;240.0;120.0;1;True;1976 - 80;1976_1990;1;2;air-source;True;17.0;single family house;2021-12-14;False;True;;True;False;True;True;radiator_only;240.0;True;True;;1206;480;726;4.162011650683779;44.2443855721393;6141.867749031928;2802.1426923155364;3339.7250567163915;1862.6915575505507;515.6552382962756;961.3782608695652;1.4894254526319743;367.3194760421717;11.01958428126515;2.8;2589.7819608873024;5155.18891519087;2565.4069543035675;True;T2;False;no PV;3.0
118708;186.0;66.0;1;True;1991 - 95;1991_2000;0;2;ground-source;False;8.0;single family house;2021-12-16;False;True;;False;False;False;;floor_only;156.0;False;False;;1395;615;780;3.6916632590514777;23.895303225806448;2276.7900352113934;1818.959326248464;457.8307089629293;457.830708962929;0.0;0.0;1.2398356029844224;217.58458218530643;6.527537465559194;4.25;349.76167258793504;729.5054494424667;379.74377685453163;True;T2;False;no PV;18.0
1037610;222.0;90.0;2;True;> 2010;post2010;0;5;ground-source;False;7.56;single family house;2021-12-17;False;True;;True;False;False;True;floor_only;222.0;True;True;;1240;488;752;4.067521353436185;49.493156451612904;3422.735447623457;3511.0362255210866;-88.30077789762981;-88.30077789762923;0.0;0.0;1.761912119250625;202.1884777136733;6.065654331410199;4.25;-326.465159280775;109.75889784060881;436.22405712138385;False;T1;False;no PV;
