Household_ID;era;pv;area_m2;kwh_per_day;hdd_per_day;n_days;tier;deficiency;deficiency_lo;deficiency_hi;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;band;decisive;window;pv_lvl;kwh_yr;implied_appliance
816910;1991_2000;False;180.0;40.8927731092437;6.181615515771527;476;T1;2622.418273243902;2299.84804798122;3145.694013209461;5946.913439955514;5562.240882016081;6664.083333864132;3324.495166711612;3093.778435676505;3704.18902856391;845.8459652282409;True;all_days;;;
1001228;2001_2010;False;170.0;23.96304406779661;2.4354654875951853;295;T1;210.54735383327397;105.76869944040193;348.22855790284694;2156.000524947778;1980.4492300232578;2409.2177591281775;1945.4531711145041;1800.9985495937563;2164.361096253169;242.45985846244503;True;all_days;;;
107461;1976_1990;False;120.0;21.520972270363952;2.690849345691106;577;T2;645.3258728387809;148.7370250230113;1123.0255437014105;2284.925334071286;1682.2878603544514;2799.084357373659;1639.5994612325053;1450.984248320229;1772.702063875412;974.2885186783992;True;all_days;;;
106100;1976_1990;False;140.0;17.25543665768194;3.3471929762881363;742;T2;1107.145249154269;605.4195253418746;1799.6727848327425;3052.270776634423;2550.325632866084;3916.732779639994;1945.1255274801538;1781.54661531403;2243.768707129012;1194.253259490868;True;all_days;;;
5845834;2001_2010;False;180.0;26.735978456014365;3.2924055759373454;557;T1;322.0535436145278;145.1240341007867;508.71083495159513;3085.8233227673727;2704.834830100882;3443.7749597178117;2763.769779152845;2425.928175398008;3080.068574356799;363.58680085080846;True;all_days;;;
1111201;pre1975;True;250.0;68.88914318706698;4.055902065133715;866;T1;6290.299431954394;5704.662917037598;8528.072678194827;9788.05609645318;9073.514333211713;12388.063268018903;3497.7566644987855;3229.31663955281;4145.921700876973;2823.409761157229;True;all_days;;;
8612210;1976_1990;True;300.0;25.341006872852233;3.673981796902236;582;T2;1671.3371930262647;854.2639892788899;2580.0259977654896;6092.46884438691;5000.75085557233;7053.9375069321895;4421.131651360645;3898.449507500087;4748.580716526488;1725.7620084865998;True;all_days;;;
7211010;pre1975;True;180.0;29.643431778929187;3.6930179720157192;579;T3;3168.2174780730056;1680.5571201964915;5252.287444489359;6074.577788773402;4489.359415746155;8214.143176076199;2906.3603107003964;2543.9490010395534;3165.178997729458;3571.7303242928674;True;all_days;;;
1211151;pre1975;True;245.0;30.790403296703296;4.196328961618092;910;T3;3696.297600729672;2035.3645162947575;7261.569323806151;7093.906987996297;5535.187803558937;11212.442130234784;3397.609387266625;3134.44530236365;4022.57649022067;5226.2048075113935;True;all_days;;;
7771161;pre1975;False;240.0;70.64288049605412;3.8317206182703463;887;T2;4472.0485452660905;2803.566879749285;6981.190437753021;7617.486331140963;5867.372547211861;10336.28102174248;3145.437785874872;2899.2958420914792;3550.2249525333846;4177.6235580037355;True;all_days;;;
5769106;post2010;False;200.0;23.49482474226804;3.673981796902236;582;T1;-84.07625667258799;-254.05766087546598;101.53980937129552;2947.8035604383067;2554.205957378347;3263.0219965243323;3031.8798171108947;2642.9306710490496;3328.3795748843604;355.59747024676153;False;all_days;;;
901187;pre1975;False;180.0;29.733950966850827;3.5595957742813673;1448;T1;4376.122180097929;3888.439987531975;6602.164547815153;6637.557597273485;6142.801430785321;9209.499680125124;2261.4354171755554;2152.0353163641335;2733.7200877022456;2713.724560283178;True;all_days;;;
7411491;1991_2000;False;180.0;20.783779151943463;3.7661865237875762;1132;T1;924.9244440745952;707.5360810691178;1297.8725773344722;4058.038283232184;3771.0741412872185;4649.549490376134;3133.1138391575887;2899.9460904304233;3551.0649204812485;590.3364962653544;True;all_days;;;
1071058;post2010;False;250.0;34.03231539187913;3.531261738583022;1059;T1;-103.30232412271971;-382.2029161655704;98.29941574185662;3303.423986338833;3034.871369012864;3836.1699527616793;3406.7263104615527;3169.8636644848066;3947.9561402884156;480.502331907427;False;all_days;;;
1091217;2001_2010;False;150.0;19.625136801541426;3.4782180684705812;1038;T1;266.19412378993775;138.30652631147345;462.62272857157916;3503.205745967475;3172.514663805951;4044.094364535267;3237.0116221775374;2906.5941462927;3730.642572819007;324.3162022601057;True;all_days;;;
7069411;1991_2000;False;190.0;29.74669709127382;3.5918107801665866;997;T1;888.563074083143;693.3948670090513;1355.9343291340394;3967.6505403897836;3617.706940835511;4809.928170155389;3079.0874663066406;2819.5464968428605;3602.3755957624862;662.5394621249882;True;all_days;;;
679810;1976_1990;False;320.0;24.182837837837837;3.8709733899397296;1147;T2;1439.7771114326615;1199.7712831955434;1997.9291693778675;4065.323448871009;3782.0761125872773;4898.622078579173;2625.5463374383476;2487.07777376256;3007.5442664475045;798.1578861823241;True;all_days;;;
721074;post2010;False;134.0;13.017502270663034;3.6065983756532267;1101;T1;-67.40182843880052;-202.9259540355443;71.42496430250961;1475.5352883529192;1365.3627941371087;1723.730962227203;1542.9371167917197;1445.6112853132408;1789.3608973045314;274.35091833805393;False;all_days;;;
712718;1976_1990;False;200.0;24.31212299465241;3.8258845036038127;1122;T1;1619.8020530958797;1300.4035693877836;2275.4480218287376;3894.3848783361937;3588.8098817622;4764.69246818697;2274.582825240314;2136.6934749294155;2601.8190022517815;975.044452440954;True;all_days;;;
7211189;pre1975;False;202.0;38.58671996466431;3.761916794694526;1132;T2;2355.4588488332292;922.2301256033868;4381.130636213455;5932.658260900256;4525.04121181804;8179.816683923343;3577.199412067027;3310.838277173457;4067.0372674861937;3458.9005106100676;True;all_days;;;
811080;1976_1990;False;190.0;34.272207892204044;3.4748704091169045;1039;T1;1466.1451005276544;1193.1354428838188;2055.35494325439;3673.430457546789;3317.1773015382932;4504.105395981194;2207.2853570191346;2038.6959028261278;2568.360065143274;862.2195003705713;True;all_days;;;
5831058;pre1975;False;160.0;24.268602862254024;3.8090248762023284;1118;T2;3227.2791912211505;2016.7935975945709;5797.850610454888;6140.251956085794;5047.693656975193;9005.646976786948;2912.972764864643;2755.3240034934724;3452.3518254730875;3781.0570128603167;True;all_days;;;
760117;1976_1990;False;155.0;35.129248413417955;3.6130989527901507;1103;T2;1108.8463710202936;649.1627782147732;1887.915001309514;3175.41624300671;2728.351574989994;4118.657656239069;2066.5698719864163;1956.5036642238413;2372.3422336055546;1238.7522230947409;True;all_days;;;
468980;pre1975;False;160.0;20.398571780147662;4.123777532070716;1219;T2;3857.795482019818;2481.3933178436473;6622.690984932411;6238.228529069699;4965.953316105544;9226.47195860264;2380.433047049881;2255.1438369147522;2836.6747107171886;4141.297667088764;True;all_days;;;
103721;2001_2010;False;160.0;26.704471661863593;3.4688508053850113;1041;T1;263.8055278128654;124.63178873533721;450.34499188100835;2046.9690277348573;1881.6416179004711;2411.5380151722684;1783.1634999219918;1642.7391149805062;2040.4667564793647;325.7132031456712;True;all_days;;;
821088;1991_2000;False;220.0;24.847171814671814;3.4831671702758658;1036;T2;520.7521496242139;174.62520078879987;934.852377874996;2633.2931240811326;2287.6153031987787;3208.91145225943;2112.540974456919;1959.8101627490616;2473.9041682232155;760.2271770861962;True;all_days;;;
796869;2001_2010;False;150.0;15.375089952153111;3.4634118230358504;1045;T1;349.5395337162254;169.61848620542966;591.8055693959313;2377.320439931088;2183.283494407011;2810.167883995976;2027.7809062148626;1875.3631506638608;2368.882182139757;422.18708319050165;True;all_days;;;
727690;1976_1990;False;157.0;24.249667992047716;3.3559712305874894;503;T3;1161.7202710827828;666.4330848201713;1869.6367221052355;2793.171125713921;2283.6395511842375;3585.770171342899;1631.450854631138;1501.6390168312923;1843.0934973084507;1203.2036372850644;True;all_days;;;
669010;1976_1990;False;170.0;78.5919511873351;3.4545411456540855;758;T2;1791.4882221992475;1257.6751901561395;2838.6454912241325;3624.271412462267;3137.6331018376;4909.407702366232;1832.7831902630196;1710.5913976353431;2230.2005213819684;1580.970301067993;True;all_days;;;
9889114;pre1975;False;200.0;35.563243707093825;3.063642465094684;874;T2;2940.288387589183;1256.2721923891236;5295.0063152938055;5852.32995736177;4164.399751225555;8454.659285459702;2912.0415697725866;2654.420395374758;3329.004249708023;4038.734122904682;True;all_days;;;
7984107;pre1975;False;120.0;32.55018117977528;4.538089887640449;712;T1;3303.2557420606104;2549.976145778842;4509.311503644629;5427.067351380671;4445.852534529541;6752.4937798122555;2123.811609320061;1860.7588366816603;2402.8346781359583;1959.335357865787;True;all_days;;;
721077;1976_1990;False;234.0;29.7089;3.814088285024155;1140;T3;1442.1875724352249;853.8389899074177;2811.2120857534173;4073.5146376006287;3510.8415007851086;5741.723082665226;2631.327065165404;2467.492208764681;3115.2669720950253;1957.3730958459996;True;all_days;;;
658466;1976_1990;False;162.0;14.062115384615383;3.4421285666937838;962;T1;1070.2410962425975;861.0286567884636;1502.9582087966387;2856.2311321433417;2599.467180992138;3444.996414416566;1785.9900359007443;1648.1448323140653;2053.378905678583;641.929552008175;True;all_days;;;
112120;1976_1990;False;136.0;14.46554906542056;3.7594248273059736;1284;T1;1325.4847826621094;1100.2677174156843;1815.6742347819927;3316.1965620863857;3072.3852087255873;3947.3296423315383;1990.7117794242763;1884.4754821779577;2273.268113851719;715.4065173663084;True;all_days;;;
1159664;pre1975;False;152.0;33.746715859030836;4.389148247462172;454;T2;2764.7862285864976;1273.0902101814904;4861.800587385356;5608.062390561839;4089.164743462266;7840.794855639363;2843.276161975341;2604.3386222399363;3209.812021413284;3588.710377203866;True;all_days;;;
122887;2001_2010;False;232.0;29.62284440400364;3.624955183236407;1099;T1;488.4252212467318;249.55070238708333;900.2032026698665;3554.2036691205376;3349.5137252530594;4285.75054239852;3065.778447873806;2915.780496412993;3627.8535315678578;650.6525002827832;True;all_days;;;
706817;2001_2010;False;168.0;32.593960765550236;3.4597834338811455;1045;T1;318.2776033257992;165.44748316103153;541.5555901625063;2719.4159239820624;2493.7369584615153;3221.1999901372596;2401.138320656263;2231.1621538786258;2763.802838409687;376.10810700147476;True;all_days;;;
748773;1976_1990;False;200.0;18.98772239747634;2.9942124079915877;317;T1;1090.495982478984;889.0993675064443;1492.695313871538;2863.46371833675;2618.3192359318355;3384.088908087046;1772.967735857766;1646.6146016580124;2011.049362124879;603.5959463650937;True;all_days;;;
100119;1976_1990;False;160.0;28.882058394160584;3.344338199513382;274;T1;1101.0520774923543;904.0879637955293;1534.2014284183176;3197.9235005221162;2951.672047058468;3816.915200061655;2096.871423029762;1953.5823902283853;2396.9179573283727;630.1134646227883;True;all_days;;;
8087988;2001_2010;False;198.0;33.75986821705426;5.074782046961015;387;T1;1457.7001796932145;1181.5936904649466;1883.3707430121779;4196.429786451716;3944.838976859064;4883.601432774915;2738.729606758501;2585.450147829771;3202.835767155905;701.7770525472313;True;all_days;;;
5610182;1991_2000;False;140.0;31.47072922252011;3.7252663869137814;373;T1;1597.756786007627;1415.3650728601551;1858.2183820710718;3455.1645590868166;3215.676580900232;3809.864441247245;1857.4077730791896;1725.6074476942522;2065.7601483513886;442.8533092109167;True;all_days;;;
6901131;2001_2010;False;195.0;35.506323412698414;4.207008741660915;504;T1;2411.1700519229935;2068.4287846215784;2892.7222291917055;5693.287489237911;5344.652265395468;6407.452408759543;3282.117437314918;3065.5903611343397;3747.078840024373;824.2934445701271;True;all_days;;;
7474976;pre1975;False;180.0;30.734422325581395;2.7859107516009436;1075;T2;1977.7798718065242;996.510156499209;3664.4943708189066;3772.5610650709787;2795.7181799253945;5629.047582008505;1794.7811932644545;1656.4370234323274;2105.0570739436607;2667.9842143196975;True;all_days;;;
801031;2001_2010;False;120.0;26.784920168067227;3.6031630130312995;952;T1;316.92134239878806;171.37924931163283;543.6568024687629;2182.038576674469;2008.4603321848472;2590.9404290307475;1865.1172342756809;1717.4676694662257;2184.170828950276;372.27755315713;True;all_days;;;
730976;1991_2000;True;130.0;32.40291964285714;4.092657587129055;336;T1;611.3537162127814;485.580133221459;917.2749768215259;2824.8154389484102;2628.5065448005453;3346.4611807179426;2213.461722735629;2046.7637086986954;2530.9113018690537;431.6948436000669;True;all_days;;;
104118;1976_1990;False;150.0;26.126394736842105;2.712343138189677;456;T1;2394.4934576988294;2185.4876822429633;2906.041056787141;4313.063480534594;4045.76116965498;5034.688728522534;1918.570022835765;1778.3035962610709;2255.696491807358;720.5533745441776;True;all_days;;;
119498;1976_1990;False;131.0;48.68648165137615;4.10716354208217;436;T2;1132.7980147211047;660.0127688564104;1899.7788644265217;3473.8720388667107;3025.309514760523;4367.725523745713;2341.074024145606;2191.8342670911798;2688.850328492289;1239.7660955701112;True;all_days;;;
767371;1976_1990;False;180.0;17.338456470588234;3.996594049445865;425;T2;1170.4965210516107;662.8505247529474;1922.9823800140027;3342.217546118928;2848.488783765843;4230.51730956096;2171.7210250673174;2055.7246494046503;2465.517403939005;1260.1318552610553;True;all_days;;;
841211;pre1975;True;112.0;27.597025174825173;3.7098939596635248;715;T2;2120.367549233915;785.8452916907767;3497.0356867595474;4032.423587923992;2627.313237945288;5415.879047823203;1912.056038690077;1660.3768994221073;2085.9605194155097;2711.1903950687706;True;all_days;;;
611629;pre1975;False;108.0;27.3724381270903;3.899378273795098;897;T2;2823.293107319681;1709.6709822570174;4516.002539003038;4683.840125843388;3563.8690823034326;6476.936082336543;1860.5470185237068;1715.0325330948338;2130.5356245336843;2806.3315567460204;True;all_days;;;
8190108;2001_2010;False;160.0;37.95568157894737;3.466130072463768;760;T1;1764.1797584933483;1502.6626234796051;2103.1713712648257;4143.912729511518;3876.403872010725;4755.45898155104;2379.7329710181693;2195.350697616923;2774.3721610630773;600.5087477852205;True;all_days;;;
105714;1976_1990;False;145.0;31.9448873015873;3.4174835518748563;630;T2;1340.2264747015788;702.8454977884802;2068.4896438218507;3918.9549712490234;3149.9635232981022;4763.225261831909;2578.7284965474446;2229.0458984584443;2833.8219889228153;1365.6441460333704;True;all_days;;;
698983;pre1975;True;140.0;31.55476100628931;3.2276818658280924;318;T2;3841.488745683236;2653.621855734459;5375.413036000878;6257.19284482271;5032.309174721503;7942.928408455731;2415.704099139474;2219.954451956077;2711.67701704286;2721.7911802664185;True;all_days;;;
7646451;post2010;True;219.0;13.796193548387098;3.0835361681329427;341;T1;-78.88436743936472;-266.4940562378879;102.75737120326664;3160.2920338604745;2867.3073049279183;3591.1264428475433;3239.176401299839;2974.9701086805894;3678.800384658189;369.25142744115453;False;all_days;;;
477661;2001_2010;False;230.0;29.91109732360097;4.00693494128848;822;T1;2353.3800566981945;1999.044631660036;2830.3173582275303;5550.134444774403;5165.903581501367;6350.635876324244;3196.7543880762087;2977.6415438271083;3728.0507240029765;831.2727265674944;True;all_days;;;
7747482;1976_1990;False;200.0;24.189613577023497;3.664554149165626;383;T1;2133.864075622804;1860.8784085201542;2614.3270097693403;4056.0553022103336;3756.4462101392232;4726.966668419544;1922.1912265875294;1782.4135153230575;2183.7717004219166;753.4486012491861;True;all_days;;;
776736;pre1975;True;180.0;17.47554941860465;3.0341637175598244;344;T2;2413.4984499478655;1515.0440524119392;3822.4909244379614;4240.327795490639;3299.5618456481016;5805.58956760053;1826.8293455427734;1705.9336359142635;2068.3815169235104;2307.446872026022;True;all_days;;;
310610;1976_1990;False;160.0;19.892056603773586;3.428853674839729;954;T1;1283.4865841892984;1030.0891152859183;1749.438082250191;3275.6754062701884;2963.173268104427;3936.907844309892;1992.18882208089;1814.6167843715796;2290.978608119162;719.3489669642727;True;all_days;;;
8773113;1976_1990;False;160.0;30.046833698030635;4.575582120318397;457;T2;1914.5828674572394;1267.315442946824;2840.438555798187;3769.0260194047933;3189.1448685490745;4812.6468134721335;1854.4431519475538;1749.8290173951493;2124.144468766773;1573.1231128513627;True;all_days;;;
897731;pre1975;False;639.0;78.19843867924529;4.3485982704402515;212;T2;7434.878690541327;3550.663257245173;12794.290112115486;12737.593476682634;8908.719284788262;18481.2846244321;5302.714786141307;4975.160816428943;6061.254703886321;9243.626854870314;True;all_days;;;
1191021;pre1975;False;380.0;62.047233668341704;3.916193649406453;398;T2;5106.387769895092;2321.717231508678;9899.231025520907;9205.738992641882;6415.783576024509;14416.520664696862;4099.35122274679;3844.098822358021;4880.4873523027545;7577.513794012229;True;all_days;;;
9097838;1976_1990;True;213.5;24.19392690677966;3.7934696481208547;944;T2;1838.837087995044;1346.9924690661212;3024.3107452899912;5159.925356045023;4654.299772727175;6602.356461259756;3321.0882680499794;3084.8619202294085;3818.1454162099894;1677.31827622387;True;all_days;;;
699801;1976_1990;True;225.0;20.39593927125506;1.48746992900311;247;T2;518.2298792774602;143.10489171255043;1016.7790175832627;1975.7678360520276;1593.655560447892;2555.2309298710047;1457.5379567745674;1356.1015047984192;1646.3511397907218;873.6741258707123;True;all_days;;;
876790;2001_2010;False;180.0;38.738015521064305;3.9701057071242647;902;T1;1882.3001886039442;1577.6894456678506;2236.276098089699;4680.331937812574;4310.7712306974745;5315.599662934232;2798.03174920863;2571.5729155438944;3206.0089685320877;658.5866524218486;True;all_days;;;
1015877;pre1975;True;170.0;23.910495370370374;4.025471089975845;864;T2;3705.981035369896;1732.626014560721;7009.288194844533;6161.700565581153;4178.56730173485;9778.507228246637;2455.719530211257;2286.6889169500337;2929.000355468039;5276.662180283812;True;all_days;;;
1141047;1991_2000;True;148.0;14.757974358974359;4.73462595999009;468;T1;906.8574650991645;687.3071471635857;1227.9948748793533;3197.9646859628015;2973.9366280645454;3687.9796088647226;2291.107220863637;2124.438163202418;2568.172836019421;540.6877277157677;True;all_days;;;
120701;1976_1990;False;236.0;25.68823263888889;3.52981418578905;576;T1;1811.1505840212312;1317.2003349696608;2435.2919713802353;4344.48377862399;3640.4482786304493;5091.325780051749;2533.3331946027583;2184.66580303194;2830.962179812033;1118.0916364105744;True;post_visit;no PV;9376.204913194446;5031.721134570456
706646;2001_2010;;160.0;24.291996805111822;3.790436125387785;939;T1;2452.5054593402874;2117.631448531447;2922.384014566524;5685.349451381391;5240.531639780409;6442.1897594874035;3232.843992041104;2962.560950012684;3699.161220789542;804.752566035077;True;post_visit;Unknown;8866.578833865815;3181.2293824844237
1078861;pre1975;True;160.0;20.22842748091603;0.5341745952723385;393;T2;317.22313877751776;262.3448775878974;508.26908864466964;1182.298112310913;1074.4544473786693;1437.7156451446074;865.0749735333952;764.2145168421404;996.3118831340599;245.92421105677226;True;post_visit;PV;7383.37603053435;6201.077918223437
190821;post2010;True;155.0;13.514768575851392;3.9551401545744156;1292;T1;-70.47891725272848;-244.57774763869946;66.92332697719092;2634.7492277984743;2432.0797025157176;3018.572851669894;2705.228145051203;2504.1045141203667;3161.365683047985;311.5010746158904;False;post_visit;PV;4932.890530185758;2298.1413023872833
105898;1976_1990;;160.0;39.92827249683143;3.7449600944141364;789;T2;1137.8167550970188;607.2525783117782;1833.0755340902526;3245.48910142853;2712.9150304929217;4144.314846067824;2107.672346331511;1930.3225592887861;2444.474110320883;1225.8229557784744;True;post_visit;Unknown;14573.819461343473;11328.330359914944
1178890;2001_2010;;210.0;26.44027222222222;3.9353222222222226;180;T1;432.84521111821095;210.68544356422473;740.2459871410099;2497.4759359741633;2289.944174397644;3051.390360757194;2064.6307248559524;1959.2777800517922;2489.0196328054985;529.5605435767852;True;post_visit;Unknown;9650.69936111111;7153.223425136946
731201;1976_1990;;255.0;63.08366975881261;5.612336116264688;539;T2;2510.892816973287;1020.2091973462478;4710.740628173829;6451.952367859341;5091.249674901189;9010.844355579271;3941.0595508860542;3716.4525478109954;4599.51475406628;3690.5314308275806;True;post_visit;Unknown;23025.539461966604;16573.587094107264
1228011;2001_2010;False;120.0;21.941836283185843;3.1753181993074255;678;T1;1722.2868207015717;1489.096081023642;1971.1948001729322;3893.6999334176307;3472.7012998958435;4228.942105906819;2171.413112716059;1908.9264630460675;2349.012753535312;482.0987191492902;True;post_visit;no PV;8008.770243362833;4115.070309945202
114117;1991_2000;;260.0;61.47519117647058;3.053833546462063;340;T1;1774.511577892436;1564.6209942623725;2103.5023231412056;4066.870460722568;3801.8254934177103;4542.94538707512;2292.358882830132;2145.3816720609866;2573.1020995315807;538.8813288788331;True;post_visit;Unknown;22438.444779411762;18371.574318689192
8627071;2001_2010;;250.0;81.64951851851852;3.314391975308642;270;T2;2015.7422940976749;1637.9918808273203;2583.1214889541284;4509.136522351373;4120.822516333978;5254.411202961475;2493.394228253698;2334.2416416093356;2838.668246110955;945.1296081268081;True;post_visit;Unknown;29802.074259259258;25292.937736907887
867211;1991_2000;;245.0;14.443988857938718;3.190704069274555;718;T2;2412.948738052656;1833.4818447253842;3199.85693557558;5003.094690583482;4250.460816457393;6011.787750878313;2590.1459525308255;2264.2831353608067;2926.8717485056586;1366.3750908501956;True;post_visit;Unknown;5272.0559331476325;268.9612425641508
1114677;post2010;;220.0;60.0459;6.703276086956522;500;T1;1261.139233965353;807.6890985557728;1702.9464998741025;5487.062179213872;5118.834922712144;6257.322835290085;4225.922945248519;3959.035007052693;4865.246181811354;895.2574013183297;True;post_visit;Unknown;21916.753500000003;16429.69132078613
611797;1976_1990;;275.0;33.10231592920354;3.7071054828780303;1130;T2;2249.493121558602;1276.106907573464;3688.0011291160913;5118.233748506368;4302.181257790108;6913.588977457838;2868.740626947766;2700.9809725536475;3419.532555659865;2411.8942215426273;True;post_visit;Unknown;12082.345314159293;6964.111565652925
1137376;1976_1990;False;200.0;41.47266766467066;3.4876820446064394;1670;T1;3904.1343966079335;3476.51461805246;4774.913001335705;7164.498798128152;6751.092537976545;8458.66030978536;3260.3644015202185;3026.999171025931;3817.288141955394;1298.3983832832455;True;post_visit;no PV;15137.52369760479;7973.024899476639
700831;1976_1990;;450.0;76.82277751196172;3.998555786699951;836;T2;5045.256834210977;3891.7565513423674;7307.443132063217;9055.115063507332;7872.403208151935;11957.255502001308;4009.8582292963547;3652.103412143244;4778.217373295287;3415.686580720849;True;post_visit;Unknown;28040.31379186603;18985.198728358697
1191127;2001_2010;True;220.0;35.360010135135134;3.053555743243243;296;T1;247.89602902064917;129.88324984429536;439.10213858580204;2405.814883707223;2228.391047943315;2817.6663002056434;2157.918854686574;2009.9286624822637;2470.7499921671465;309.2188887415067;True;post_visit;PV;12906.403699324324;10500.588815617102
121798;1976_1990;;207.0;28.344919811320754;4.00597084358764;424;T2;2298.5570235149207;1902.7598581979914;3193.5434858685007;4234.846089608674;3871.249762990021;5288.851435466214;1936.2890660937537;1820.6491463656814;2220.1393374458908;1290.7836276705093;True;post_visit;Unknown;10345.895731132076;6111.049641523401
114671;pre1975;;260.0;35.04106479859895;2.5519838066956013;571;T3;2859.8534194090025;1447.838872343892;4384.249726681994;5690.00111202407;4134.648363725846;7301.260655449871;2830.147692615067;2471.2132357393625;3077.6788062185833;2936.4108543381017;True;post_visit;Unknown;12789.988651488618;7099.987539464549
1121037;2001_2010;;150.0;39.68100585651538;3.165213380864473;683;T1;267.8043028266002;118.92151168404983;407.0435423194498;2796.2054272577234;2415.053636520435;3050.5099225132276;2528.401124431123;2223.2342188587427;2767.002020192088;288.12203063539994;True;post_visit;Unknown;14483.567137628112;11687.361710370387
9880798;1991_2000;False;150.0;42.82197326203209;3.228697344286858;561;T1;2517.6114573616987;2159.153885601671;2798.5708849035987;5075.562832359215;4493.478650903096;5461.140599846002;2557.951374997516;2214.46660281966;2788.8546755487587;639.4169993019277;True;post_visit;no PV;15630.020240641712;10554.457408282498
680861;1991_2000;False;400.0;54.178261061946905;3.042729302937027;452;T1;782.178945855198;606.8393042396249;1150.9428775259566;3248.0854817872705;3067.1322932457774;3894.364687783218;2465.9065359320725;2339.920317339272;2829.6486802554055;544.1035732863318;True;post_visit;no PV;19775.06528761062;16526.97980582335
468185;1976_1990;False;300.0;20.769166781056967;3.6713260521420827;1457;T3;2723.7748039304133;1910.6096565648768;4491.515744719488;5332.641442866752;4591.808238085818;7372.995491775115;2608.866638936339;2467.6441463454157;3167.0089781275005;2580.906088154611;True;post_visit;no PV;7580.745875085793;2248.104432219041
781007;1976_1990;False;200.0;18.984233631977947;3.705080673997942;1451;T1;1378.0746631577308;1109.6533150918433;1945.808023772329;3507.64038836178;3260.748005163835;4252.089982212149;2129.565725204049;1991.3916749071993;2467.7694055256597;836.1547086804858;True;post_visit;no PV;6929.24527567195;3421.6048873101704
761079;1976_1990;False;250.0;28.907378358750908;3.765477061033753;1377;T2;2716.7314938580525;2018.2252156293603;4144.719212445626;5254.117725453298;4550.2424135501915;6991.561717897863;2537.386231595245;2389.5800438959923;2961.089784372052;2126.4939968162657;True;post_visit;no PV;10551.193100944081;5297.075375490784
461089;1976_1990;False;235.0;21.8788618513324;3.6829631075065556;1426;T1;1677.4217642313783;1356.8134984619462;2479.8860594881035;4074.8674334548377;3718.1391993278567;5218.919481169499;2397.4456692234594;2268.5775380758196;2820.485669660575;1123.0725610261572;True;post_visit;no PV;7985.784575736326;3910.917142281488
114109;1976_1990;False;200.0;36.17581607530775;3.6679856961454105;1381;T2;2049.37860290722;1538.925785534896;3150.336564854754;3795.266446903278;3353.4103716072154;5059.760371625806;1745.8878439960579;1624.416395125237;2048.51366133628;1611.4107793198582;True;post_visit;no PV;13204.172867487328;9408.906420584051
107114;1976_1990;False;185.0;31.388476777939044;3.7135215866304874;1378;T2;1153.0397257588656;652.7484318892133;2088.4777017332603;3253.695234836399;2800.764876594651;4467.011431944632;2100.655509077533;1954.3077598880518;2458.9353962956147;1435.729269844047;True;post_visit;no PV;11456.79402394775;8203.098789111351
671048;2001_2010;;240.0;21.365245786516855;3.208740891141508;712;T1;1412.3508481959852;1147.6392645422388;1698.0973302311304;4061.5978819647544;3548.2685232254967;4391.683139000237;2649.247033768769;2265.874387718554;2844.9326046239376;550.4580656888916;True;post_visit;Unknown;7798.3147120786525;3736.716830113898
109711;1991_2000;True;160.0;17.571543539325845;3.184779524914509;712;T2;1300.1446030743787;778.6611531613827;1893.640092049783;3271.329021414206;2628.369735110517;3905.9910642472064;1971.1844183398275;1712.4388486107457;2161.4058221357186;1114.9789388884005;True;post_visit;PV;6413.6133918539335;3142.2843704397274
7610179;1991_2000;;280.0;33.40373127753304;5.440884313349933;1135;T2;3220.6449187561648;1906.6205709568394;5140.697254299217;8010.580660384585;6629.551362379534;10338.463298464128;4789.93574162842;4514.716585806769;5550.183813333415;3234.0766833423777;True;post_visit;Unknown;12192.36191629956;4181.781255914975
6569121;2001_2010;;150.0;25.887867872044506;4.701064884803773;719;T1;1950.2334840847197;1637.6170581380668;2353.423149691686;5003.736058487972;4479.339942744501;5588.809143376806;3053.502574403252;2684.9449296638854;3390.397115753517;715.8060915536191;True;post_visit;Unknown;9449.071773296244;4445.335714808272
5011111;pre1975;;286.0;52.57780521739131;5.584448865784499;1150;T1;7849.879750036855;6702.9728315580205;11153.088276265848;13141.824378029385;11952.389539767019;17028.691792118643;5291.9446279925305;4989.153006353039;6207.184686001218;4450.115444707827;True;post_visit;Unknown;19190.89890434783;6049.0745263184435
5661171;2001_2010;;250.0;50.21064349376114;3.6620680849414864;561;T1;718.4654354646154;332.5772244858554;1134.7294123755614;4635.8936839629905;3979.9566415014165;5233.333610560609;3917.428248498375;3380.2019782971174;4313.628147634262;802.152187889706;True;post_visit;Unknown;18326.884875222815;13690.991191259825
110119;2001_2010;;130.0;19.404724617524337;3.147466741246901;719;T1;1254.6106633535705;1054.9403289359625;1447.5310388285363;3118.919165098824;2766.825468615569;3368.862103012809;1864.3085017452536;1608.263096238494;2012.0713165204536;392.59070989257384;True;post_visit;Unknown;7082.724485396383;3963.805320297559
102766;2001_2010;;216.0;42.48199443671766;4.701064884803773;719;T1;1678.3773183076464;1240.0441425747922;2195.705085007516;4958.3744963728905;4244.4098990464445;5673.381500527922;3279.997178065244;2834.9970553102667;3760.559361056337;955.6609424327239;True;post_visit;Unknown;15505.927969401948;10547.553473029056
