Household_ID;era;pv;area_m2;kwh_per_day;hdd_per_day;n_days;tier;deficiency;deficiency_lo;deficiency_hi;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;band;decisive;window;pv_lvl;kwh_yr;implied_appliance;rank_in_era;n_decisive_in_era
823761;1991_2000;False;240.0;19.02658189081225;3.4320386344777014;751;T2;740.8665472858188;283.45264437127366;1368.2815960977637;3352.3657885694565;2821.2516535162076;4290.83894036279;2611.4992412836377;2397.759315389192;3112.28806124502;1084.82895172649;True;post_visit;no PV;6944.702390146471;3592.3366015770143;16.0;17
1101758;1976_1990;False;192.0;14.992598130841122;3.4151181768928622;749;T2;703.1058598857535;196.5905947480144;1501.7147995684409;2566.898122855116;2070.7118989631995;3528.399433413278;1863.7922629693626;1739.0757695751238;2181.7591463746994;1305.1242048204265;True;post_visit;no PV;5472.2983177570095;2905.4001949018934;50.0;53
1061168;post2010;False;160.0;21.490703770197488;2.8142657351755003;557;T1;-56.14797879728121;-176.63890402599404;51.76435375351681;1677.8617312163497;1455.2354530693945;1812.7679702739542;1734.0097100136309;1502.2182599691891;1857.043287632348;228.40325777951085;False;post_visit;no PV;7844.106876122083;6166.2451449057335;;1
808112;1976_1990;False;140.0;26.75798382749326;3.2881337649908198;742;T1;2084.207552836101;1824.8250653577293;2539.286724622008;3898.066354250562;3562.793737726375;4513.839360079587;1813.8588014144611;1654.1121271537029;2086.0143901170654;714.4616592642788;True;post_visit;no PV;9766.66409703504;5868.597742784477;10.0;53
1019970;post2010;False;170.0;16.768742024965327;3.229869645621018;721;T1;-66.82434196430222;-222.5590706992038;68.42698728390393;2609.6656442805797;2254.9899039293523;2897.1050463166316;2676.489986244882;2334.8562472497865;2976.5295551209106;290.98605798310774;False;post_visit;no PV;6120.590839112345;3510.925194831765;;1
1148611;1991_2000;True;240.0;34.56211468531468;3.2091121414817065;715;T1;2333.1022481496057;1949.854463047136;2624.3412317720167;5105.553475928984;4471.711252396586;5453.255551521431;2772.4512277793783;2392.8447930593375;3030.3999159790196;674.4867687248807;True;post_visit;PV;12615.171860139859;7509.618384210875;4.0;17
7048688;1976_1990;True;135.0;11.164369439071567;4.127623412665041;517;T2;689.0817436029047;166.5382408023845;1299.70345248195;3136.392752161155;2583.1370507112847;3898.9161269670817;2447.3110085582503;2256.667766735524;2745.3544218303673;1133.1652116795656;True;post_visit;PV;4074.994845261122;938.6020930999671;53.0;53
109104;pre1975;False;200.0;34.35372126436781;3.2021582437947695;696;T2;4175.923248984345;2283.2588382802273;6169.754122382515;6558.879342292066;4530.363003872614;8595.520484136132;2382.956093307721;2064.1174726560503;2565.357601962812;3886.4952841022873;True;post_visit;no PV;12539.108261494252;5980.228919202185;9.0;29
468646;1976_1990;False;150.0;26.147800300300304;3.180803031292162;666;T1;1322.7737093052797;983.2254518823551;1786.6653694983377;3341.849665708379;2831.0831103138084;3953.5755083593194;2019.075956403099;1768.438483199485;2274.7268608184168;803.4399176159826;True;post_visit;no PV;9543.947109609611;6202.0974439012325;28.0;53
1114639;1976_1990;False;195.0;25.13891021671827;3.2776545183290704;646;T1;1346.068376615337;986.860923918473;1707.0625979417825;4549.114563277584;3888.978751268235;5006.812656025897;3203.0461866622472;2785.2662469013917;3480.273764176461;720.2016740233096;True;post_visit;no PV;9175.702229102168;4626.587665824583;27.0;53
671781;pre1975;False;180.0;28.284771551724138;4.407009635807096;464;T2;4111.849443335543;2690.0144468012686;6029.454226051788;7170.166667048497;5676.805310738543;9261.154516332685;3058.3172237129543;2846.308284429855;3428.0972097674667;3339.4397792505197;True;post_visit;no PV;10323.94161637931;3153.774949330813;7.0;29
768113;1976_1990;True;150.0;14.911617224880384;3.699448882416846;627;T2;1935.4279112395452;1121.9717997848404;2639.5495007418594;4164.236843284008;3167.6229902438135;4927.631746935167;2228.8089320444624;1946.4329883164337;2405.250731985701;1517.577700957019;True;post_visit;PV;5442.74028708134;1278.5034437973327;21.0;53
122850;2001_2010;False;220.0;19.455092800000003;3.4212118492753625;625;T1;868.8303984657673;651.4673934249327;1163.0568660671913;2827.369059867504;2426.982185838966;3269.3281178836246;1958.5386614017366;1641.6577643525243;2246.7329401579377;511.58947264225867;True;post_visit;no PV;7101.108872000001;4273.739812132497;13.0;29
461104;1991_2000;False;210.0;17.87397280334728;4.026706915893517;478;T1;850.6792259066551;634.6162586508619;1151.9828775138437;3599.081243379047;3353.7901269317067;4108.415910206309;2748.402017472392;2568.7518129143;3085.0968604644336;517.3666188629818;True;post_visit;no PV;6524.000073221757;2924.91882984271;12.0;17
112810;1991_2000;True;180.0;28.634027272727273;3.3155493412384716;550;T1;881.7443589792483;620.9330966895051;1168.6033723216965;3967.1970609389673;3426.0815186039076;4498.672650397279;3085.452701959719;2718.0930110750924;3445.0848031664923;547.6702756321914;True;post_visit;PV;10451.419954545454;6484.222893606487;13.0;17
610891;2001_2010;False;240.0;30.421649402390436;3.244465283792367;502;T1;2303.556637115759;1990.5105930622447;2737.423225557964;5324.029462654271;4925.2795226152375;5980.903109411748;3020.472825538512;2810.4719142812596;3464.415599409616;746.9126324957194;True;post_visit;no PV;11103.902031872509;5779.872569218238;4.0;29
858577;1976_1990;False;180.0;24.869623711340203;3.673981796902236;582;T2;1889.859577462893;1185.980819528678;2618.2164379567257;3983.857018174681;3140.9425724105686;4765.690272105399;2093.997440711788;1769.3620391368804;2302.438019955898;1432.2356184280477;True;post_visit;no PV;9077.412654639174;5093.555636464494;17.0;53
8399121;2001_2010;False;168.0;27.961647727272727;4.6161426767676765;264;T1;2314.393227141808;1989.2333671396018;2738.242186344321;5354.036460676397;4957.790564765323;5940.660855655722;3039.643233534589;2816.1922211985425;3404.5535909775367;749.0088192047192;True;post_visit;no PV;10206.001420454546;4851.964959778149;5.0;29
108987;2001_2010;False;180.0;32.3279296875;5.861366833673007;512;T1;2003.8690492814867;1658.274717530355;2415.7931478906803;5295.818942867425;4904.853942493108;5932.750880919039;3291.9498935859383;3091.935450361871;3741.7054185848274;757.5184303603253;True;post_visit;no PV;11799.694335937502;6503.875393070077;6.0;29
788488;2001_2010;False;250.0;22.464904564315354;5.056687413554633;241;T1;653.6515561807973;358.05079636507907;1109.5873013050173;4338.18109657797;4054.7450441271026;5136.916817761226;3684.5295403971722;3460.6188526410315;4227.316501441907;751.5365049399381;True;post_visit;no PV;8199.690165975104;3861.509069397134;14.0;29
865116;1976_1990;True;200.0;26.73056959314775;4.4196453154579025;467;T1;2678.474975398802;2332.730854942786;3302.1632046311333;5150.007341637716;4755.602250048684;5972.209961368946;2471.532366238914;2306.5831348430443;2829.339149265222;969.4323496883471;True;post_visit;PV;9756.657901498927;4606.650559861211;4.0;53
991118;1976_1990;False;234.5;52.27703162055336;4.214916938763819;506;T1;2434.784552133259;2131.839367197096;3130.527374463926;4714.635287169216;4360.717325947867;5648.2559681167895;2279.8507350359573;2146.3113676738008;2604.3203051364094;998.68800726683;True;post_visit;no PV;19081.116541501975;14366.481254332759;6.0;53
816910;1991_2000;False;180.0;40.8927731092437;6.181615515771527;476;T1;2622.418273243902;2269.9648576356453;3134.4335799385503;5946.913439955514;5580.072457816937;6746.1236907303755;3324.495166711612;3119.8969659639565;3759.8982492437467;864.468722302905;True;post_visit;no PV;14925.86218487395;8978.948744918434;2.0;17
1001228;2001_2010;False;170.0;26.14365502183406;3.0839511739763306;229;T1;266.60930419214446;147.6282322403342;443.8585908350568;2434.7076508855143;2265.301096866098;2752.4346424563764;2168.09834669337;2023.5777051714258;2441.981876790259;296.2303585947226;True;post_visit;no PV;9542.434082969432;7107.726432083918;23.0;29
107461;1976_1990;False;120.0;23.393102941176473;3.756564720090935;408;T2;687.9139762841328;171.20907659573382;1331.3914623333687;2386.913819170507;1856.2209559541059;3117.6026217595345;1698.9998428863742;1582.7492786401106;1906.5154288201454;1160.1823857376348;True;post_visit;no PV;8538.482573529413;6151.568754358906;52.0;53
106100;1976_1990;False;140.0;18.731714285714286;4.262296926486455;497;T2;1252.183591514421;709.3311890995158;1972.4511440906422;3355.245735837699;2805.9935121551543;4174.510267924046;2103.062144323278;1958.7642096607574;2375.7443164227857;1263.1199549911264;True;post_visit;no PV;6837.075714285715;3481.8299784480155;39.0;53
5845834;2001_2010;False;180.0;28.969063457330414;3.978152602035962;457;T1;297.1322254098245;127.94673054389979;529.6844285507483;2961.4866322269386;2756.89723252651;3422.2060598207527;2664.354406817114;2457.216795362667;3028.417349114437;401.7376980068485;True;post_visit;no PV;10573.7081619256;7612.2215296986615;27.0;29
1111201;pre1975;True;250.0;73.06123217922607;4.3142292718203015;491;T1;6048.986216776499;5401.74353428457;8059.79203554116;9435.205987532649;8725.00604850356;11852.17593112825;3386.2197707561495;3127.8168728308506;3945.3828775158627;2658.0485012565896;True;post_visit;PV;26667.349745417516;17232.143757884867;3.0;29
8612210;1976_1990;True;300.0;28.137677894736843;4.3829019069412665;475;T2;1522.4477332216802;819.6045161591355;2459.854751158901;5747.365880864614;5018.627986891401;7041.839290254572;4224.918147642934;3932.109534418121;4784.646513915766;1640.2502349997653;True;post_visit;PV;10270.252431578947;4522.886550714333;33.0;53
7211010;pre1975;True;180.0;32.341678879310344;4.376542900424788;464;T3;2866.938109860447;1662.523496113665;4830.296530377117;5637.5687503306035;4411.580102072259;7726.163693040457;2770.6306404701563;2544.2883372278147;3160.0808374009875;3167.7730342634522;True;post_visit;PV;11804.712790948275;6167.144040617672;18.0;29
1211151;pre1975;True;245.0;29.48668398268398;4.716000972457494;462;T3;3689.5359669252994;2150.3388594338517;6714.154294421901;7083.635723337609;5380.552061448799;10262.100974911868;3394.09975641231;3192.0209581558406;3999.451343820202;4563.81543498805;True;post_visit;PV;10762.639653679653;3679.0039303420435;11.0;29
7771161;pre1975;False;240.0;69.73553006681514;4.4418969691101;449;T2;4604.490831258276;2719.047289998542;7088.382626805946;7810.230522081363;5892.191131499616;10422.693227746415;3205.7396908230876;2989.7621056298367;3611.3138416541087;4369.335336807404;True;post_visit;no PV;25453.468474387526;17643.23795230616;6.0;29
5769106;post2010;False;200.0;24.91214601769912;4.295435263562909;452;T1;-75.05802086339463;-270.15120652387367;97.81536344327937;2790.2605715801237;2580.836025470852;3177.877936608768;2865.3185924435184;2657.154322212029;3220.934999537799;367.966569967153;False;post_visit;no PV;9092.933296460178;6302.672724880054;;1
901187;pre1975;False;180.0;36.42812527964206;4.229759102551633;447;T1;4473.173717210417;3987.683853116167;6564.549642917683;6768.361405398545;6205.634189107162;9162.927453228622;2295.1876881881276;2146.1411183667237;2718.340965013177;2576.865789801516;True;post_visit;no PV;13296.265727069353;6527.904321670808;5.0;29
7411491;1991_2000;False;180.0;21.042720720720723;4.162751664708186;444;T1;879.4199423351438;666.1825783456061;1182.325085429386;3931.156704590082;3666.7690040790253;4452.367170240473;3051.736762254938;2835.944336648637;3420.507148617472;516.14250708378;True;post_visit;no PV;7680.593063063064;3749.4363584729817;11.0;17
1071058;post2010;False;250.0;33.927324324324324;4.197865925708317;444;T1;-109.07097759576027;-381.3779463430104;119.93500733889984;3405.3018389761955;3153.8739019812365;3904.755871919284;3514.372816571956;3280.4522939560443;4028.036696888288;501.31295368191024;False;post_visit;no PV;12383.473378378378;8978.171539402181;;1
1091217;2001_2010;False;150.0;20.0033576309795;4.048100013205243;439;T1;275.165099570253;137.11380751836666;484.6881402267586;3546.4992601299537;3288.3591028966766;4137.209714838912;3271.3341605597006;3021.4493699341147;3790.935008759924;347.5743327083919;True;post_visit;no PV;7301.225535307518;3754.7262751775643;25.0;29
7069411;1991_2000;False;190.0;31.44530946882217;4.004884459617767;433;T1;879.9647217707598;717.3888294859366;1292.2027353432723;3943.5690531984;3681.9677871209815;4580.529546808575;3063.6043314276403;2838.3962605912425;3497.6372431039804;574.8139058573356;True;post_visit;no PV;11477.537956120092;7533.968902921692;10.0;17
679810;1976_1990;False;320.0;26.35233025404157;3.9647499748970776;433;T2;1268.5344288522842;1007.6829867715918;1736.656250285085;3669.762773552539;3388.079912824773;4312.017229981916;2401.2283447002546;2257.860247844315;2665.007739369345;728.9732635134932;True;post_visit;no PV;9618.600542725173;5948.837769172635;26.0;53
721074;post2010;False;134.0;11.016273159144893;3.970861217253606;421;T1;-63.83663384634542;-202.73223707655052;64.19812600029042;1417.0457626286063;1314.0145522164578;1626.2284545692278;1480.8823964749517;1386.3718593142828;1679.5741660194903;266.93036307684093;False;post_visit;no PV;4020.939703087886;2603.8939404592793;;1
712718;1976_1990;False;200.0;22.870105011933177;4.014673757393379;419;T1;1462.1493090190907;1141.0780418332747;2024.4315020941144;3587.3270930149024;3295.71006509971;4279.76617084486;2125.1777839958118;2008.9148744664135;2408.269755276665;883.3534602608397;True;post_visit;no PV;8347.588329355609;4760.261236340706;19.0;53
7211189;pre1975;False;202.0;40.41599033816426;3.94361732479171;414;T2;2124.0878555485374;827.9604146127807;3820.9093282275726;5531.511224616607;4200.000201865058;7397.700184340891;3407.42336906807;3129.582190283925;3832.6309783531356;2992.9489136147918;True;post_visit;no PV;14751.836473429954;9220.325248813348;27.0;29
811080;1976_1990;False;190.0;36.262760290556905;3.9397479559251853;413;T1;1476.410883199052;1201.36541926812;1988.7656724787416;3693.973355565643;3400.9791013944887;4416.8090892451655;2217.562472366591;2089.880891301569;2506.9368320535327;787.4002532106217;True;post_visit;no PV;13235.90750605327;9541.934150487628;16.0;53
5831058;pre1975;False;160.0;24.222406015037592;4.065453397987723;399;T2;2963.078043258376;1926.537004272774;5168.47810499817;5758.662215078855;4723.561350024819;8166.117767904711;2795.5841718204792;2627.2523548311938;3254.465859754927;3241.941100725396;True;post_visit;no PV;8841.178195488721;3082.5159804098657;13.0;29
760117;1976_1990;False;155.0;31.211820197044336;3.874156582423074;406;T2;1022.7749148453827;543.4633675043193;1661.18807176347;2986.335958743186;2542.1646810718457;3760.2599418547293;1963.5610438978033;1827.4425105451107;2224.0247966406937;1117.7247042591507;True;post_visit;no PV;11392.314371921182;8405.978413177996;49.0;53
468980;pre1975;False;160.0;29.287192019950126;3.7460704217716576;401;T2;3014.611029882522;1915.628247623015;5214.813556463516;5036.3960074267725;3948.666138915768;7446.669851723612;2021.7849775442505;1895.2397260282448;2363.5897101734436;3299.1853088405005;True;post_visit;no PV;10689.825087281795;5653.429079855023;14.0;29
103721;2001_2010;False;160.0;24.23159398496241;3.713124659474774;399;T1;250.8061944182234;119.34495609191875;415.0223198796305;1982.5429964026189;1836.1809625640622;2276.832186089368;1731.7368019843955;1599.4762391993524;1971.34603418172;295.6773637877118;True;post_visit;no PV;8844.53180451128;6861.988808108661;28.0;29
821088;1991_2000;False;220.0;23.87858897243108;3.713124659474774;399;T2;493.0565598624853;183.1489164204834;906.1320128699218;2532.5751233624737;2229.658456869686;3062.181603419347;2039.5185634999884;1923.5057381635952;2296.931114071806;722.9830964494384;True;post_visit;no PV;8715.684974937343;6183.109851574869;17.0;17
796869;2001_2010;False;150.0;14.956794416243655;3.6063220959317293;394;T1;323.2638482035263;177.4039229913674;570.0675347249706;2254.203368915361;2116.3488071885963;2682.3648376073907;1930.9395207118346;1819.3483567571834;2234.10372971673;392.66361173360326;True;post_visit;no PV;5459.229961928934;3205.0265930135733;22.0;29
727690;1976_1990;False;157.0;23.309690851735013;2.957411237598866;317;T3;1023.7526929112496;583.8661379526878;1758.2025634346735;2549.276756877356;2116.1255372219425;3337.904229868727;1525.5240639661065;1413.2004633944232;1712.5061453863264;1174.3364254819858;True;post_visit;no PV;8508.03716088328;5958.760404005923;48.0;53
669010;1976_1990;False;170.0;72.37696113989638;3.4951297214087256;386;T2;1658.592107918892;1158.792899577634;2522.3326584568276;3343.0459449288182;2890.8352058710766;4367.965658940072;1684.4538370099262;1585.587194715895;2026.509900499857;1363.5397588791936;True;post_visit;no PV;26417.59081606218;23074.544871133363;18.0;53
9889114;pre1975;False;200.0;30.82016037735849;1.9575488788624555;212;T2;1668.6487266767667;736.1829577081375;2889.2989615657148;3960.9357122154533;3015.6968809656537;5289.054705289568;2292.2869855386866;2092.9904742454605;2590.6975567584614;2153.116003857577;True;post_visit;no PV;11249.358537735849;7288.422825520395;28.0;29
7984107;pre1975;False;120.0;33.82712658227848;5.1420323488045;237;T1;2857.9687293394645;2532.020060366223;4338.516214731778;4795.174653490154;4471.9060187908135;6479.498349321053;1937.2059241506895;1846.6995468369414;2284.130516972704;1806.496154365555;True;post_visit;no PV;12346.901202531646;7551.726549041492;8.0;29
721077;1976_1990;False;234.0;26.018568783068783;3.3083643892339545;378;T3;1076.1076512613104;634.9937879209372;2122.0721849854026;3321.08419913111;2919.941076079235;4530.960037248508;2244.9765478697996;2085.8212887873137;2604.0374025834312;1487.0783970644654;True;post_visit;no PV;9496.777605820105;6175.693406688995;43.0;53
658466;1976_1990;False;162.0;12.380421828908554;2.772377003975888;339;T1;765.6094442421331;617.4672250086244;1055.38952521146;2253.734478387245;2056.0442645077287;2622.7345159567863;1488.1250341451118;1379.4589251887896;1681.5436125522097;437.9223002028357;True;post_visit;no PV;4518.853967551622;2265.1194891643772;44.0;53
112120;1976_1990;False;136.0;15.159260053619303;3.296378657186152;373;T1;999.7739323477663;801.545869571003;1363.2758360723803;2683.031279054628;2485.1561175829584;3137.0824959784363;1683.2573467068619;1564.2122934773822;1899.4221818370693;561.7299665013774;True;post_visit;no PV;5533.129919571045;2850.098640516417;34.0;53
1159664;pre1975;False;152.0;31.6314532967033;3.2922801401497055;364;T2;2073.8535768068023;947.9021291032326;3495.310107275067;4576.201787081055;3427.909705028564;6131.659542589553;2502.348210274253;2316.6201325844036;2820.8572231689714;2547.407978171834;True;post_visit;no PV;11545.480453296705;6969.2786662156495;26.0;29
122887;2001_2010;False;232.0;27.215791891891893;3.3280359576968275;370;T1;385.7401319555629;212.97513677680897;686.6278923856545;3040.190619674092;2829.529072815159;3536.9379204674046;2654.450487718529;2464.931371221469;3073.6811287721584;473.6527556088455;True;post_visit;no PV;9933.764040540542;6893.57342086645;17.0;29
706817;2001_2010;False;168.0;34.07039726027397;3.1904773674806433;365;T1;260.68334843490175;144.5564545546111;475.179103074306;2428.0525745037603;2265.9598384822825;2812.8635133687344;2167.3692260688586;2012.2355769248838;2490.9348316803316;330.6226485196949;True;post_visit;no PV;12435.695;10007.64242549624;24.0;29
748773;1976_1990;False;200.0;18.98772239747634;2.9942124079915877;317;T1;1090.495982478984;887.0161335994794;1504.0835689986366;2863.46371833675;2645.8687732000503;3423.0655435432122;1772.967735857766;1649.9415137578292;2026.4270186101223;617.0674353991571;True;post_visit;no PV;6930.518675078864;4067.0549567421144;29.0;53
100119;1976_1990;False;160.0;32.19382062780269;4.109186846038864;223;T1;1352.8621938695296;1080.6118492291432;1968.5364679723268;3675.5947358725634;3355.5289069806586;4494.473881603437;2322.732542003034;2177.5954776529484;2637.914694108858;887.9246187431836;True;post_visit;no PV;11750.74452914798;8075.149793275416;24.0;53
