Household_ID;era;pv;area_m2;kwh_per_day;hdd_per_day;n_days;tier;deficiency;deficiency_lo;deficiency_hi;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;band;decisive;window;pv_lvl;kwh_yr;implied_appliance;rank_in_era;n_decisive_in_era
716869;1976_1990;False;155.0;16.687782983970408;3.916420781286299;811;T2;1428.8138286069961;828.7723089518436;2361.7394392474475;3726.7284077675677;3072.4089772368393;4894.702916752192;2297.9145791605715;2098.368973736011;2669.162039231646;1532.967130295604;True;post_visit;no PV;6091.040789149199;2364.312381381631;32.0;53
115508;pre1975;False;170.0;24.776828680203046;3.929747268814831;788;T3;2451.424300171015;1396.3351362812914;4757.599053470302;4451.3330740856545;3386.8178934948473;7135.970341565446;1999.9087739146394;1843.780302915942;2442.1401480985346;3361.263917189011;True;post_visit;no PV;9043.542468274112;4592.209394188458;21.0;29
781099;1976_1990;False;150.0;24.268970333745365;4.182433483814335;809;T2;1546.094840185062;1085.1769953882526;2384.7563874379302;3477.6891255379583;3010.200268468801;4496.247774368633;1931.5942853528963;1771.7954868023826;2200.622215218432;1299.5793920496776;True;post_visit;no PV;8858.174171817058;5380.4850462791;23.0;53
105768;pre1975;True;294.0;17.767506793478262;3.5092880631695023;736;T3;3568.1442819514637;1438.5590522006876;6598.522259575185;5785.41833265373;3684.106016120242;8919.354559727994;2217.274050702267;2044.3076080136575;2610.8815441130005;5159.963207374497;True;post_visit;PV;6485.139979619566;699.7216469658351;20.0;29
8010411;post2010;False;375.0;29.43738051948052;3.51395487483531;770;T1;-142.6225772387079;-451.4150163132222;170.48508603520762;4476.199126663283;4087.856517699496;5143.706045285321;4618.821703901991;4266.109502289018;5301.270248419215;621.9001023484299;False;post_visit;no PV;10744.64388961039;6268.444762947107;;1
7086681;2001_2010;False;180.0;28.307991432068544;3.9245340854664468;817;T1;393.33424782681504;193.33407151819108;659.1344866589478;2346.5331150080283;2122.4878332019093;2824.5812870376344;1953.1988671812132;1809.2782600069536;2303.596376846362;465.80041514075674;True;post_visit;no PV;10332.416872705018;7985.88375769699;21.0;29
868122;1976_1990;False;280.0;23.26111316113161;3.896405511881206;813;T1;2744.1663811009535;2253.219843467839;3702.4834155397252;5410.3435582266;4795.982453941374;6708.170603381558;2666.1771771256467;2408.506830849637;3150.2252876006646;1449.2635720718863;True;post_visit;no PV;8490.306303813039;3079.9627455864384;5.0;53
881223;1976_1990;False;240.0;41.326712500000006;3.8254121920289856;800;T2;3078.5741554082047;2410.172259349164;4680.465603576857;5654.233762110632;4940.034133519923;7688.2479413271885;2575.659606702427;2385.8074174387225;3122.825529179858;2270.2933442276926;True;post_visit;no PV;15084.250062500003;9430.016300389372;3.0;53
118708;1991_2000;False;186.0;23.279223880597012;3.8221840976278028;804;T2;459.097954309163;352.81713565544004;717.5198797562867;2281.0450929346607;2114.536595680735;2823.2754650171055;1821.9471386254977;1674.0388953491617;2163.878195972059;364.7027441008467;True;post_visit;no PV;8496.916716417909;6215.871623483248;15.0;17
1037610;post2010;False;222.0;53.54172229140722;3.794349964805891;803;T1;-79.77797139518952;-304.14731045089104;89.90841304688712;3270.8193430190636;2994.7086574351047;3781.548662749474;3350.597314414253;3078.387305094184;3859.1385706601623;394.05572349777816;False;post_visit;no PV;19542.728636363634;16271.90929334457;;1
