Household_ID;era;visit_status;technician_recoverable_envelope_kwh;slope_excess_lo_kwh;slope_excess_hi_kwh;not_recoverable_by_visit_kwh;slope_excess_pct;step_kwh_day;rank_in_era;beta_meas;beta_phys;n_days
121728;post2010;USES_LESS_THAN_MODELLED;-853.0;-1477.284928722079;-629.931297387686;176.0;-34.60830145482651;3.3302382147993903;;1.1879655852308224;1.816691738646549;767
114798;pre1975;USES_LESS_THAN_MODELLED;-1967.0;-3504.3370651987066;-1132.8888112507514;3018.0;-41.590556245882986;10.022443441216744;;2.032634913685589;3.4799764953117154;680
1081057;post2010;USES_LESS_THAN_MODELLED;-533.0;-820.1230940592183;-288.0311500336126;53.0;-39.639091865481866;3.8394423678405314;;0.596884589616375;0.9888595252513094;763
9776611;post2010;INCONCLUSIVE;203.0;-48.60716137451259;386.26667535632566;67.0;11.499790719411362;1.309758826887649;;1.4515815678753612;1.301869320569631;761
7411010;post2010;INCONCLUSIVE;116.0;-421.2023315548359;367.56945523090656;127.0;4.480677358200211;2.1469527081050757;;1.9940920589655402;1.9085749723166712;758
512280;post2010;USES_LESS_THAN_MODELLED;-373.0;-923.3045900832086;-131.0551911050438;163.0;-17.41897764493855;5.954657285434739;;1.1968777680684184;1.4493375523039416;757
7710511;pre1975;SLOPE_EXCESS;1904.0;486.1033638593967;2881.475386551516;3270.0;36.95540504327168;19.841416224117165;3.0;5.329435162749425;3.8913653397363657;754
823761;1991_2000;USES_LESS_THAN_MODELLED;-786.0;-1168.1303403058157;-534.3104810244572;479.0;-28.25585094497158;4.596452519714792;;1.4715310070439158;2.051081553584583;751
1101758;1976_1990;INCONCLUSIVE;-117.0;-886.901584525922;298.41211559340945;642.0;-6.834625775508986;3.8106853810909516;;1.1797130213348457;1.266256944873331;749
1061168;post2010;USES_LESS_THAN_MODELLED;-883.0;-1141.7497886272006;-699.6156669080715;103.0;-76.78630224979547;0.6894579864876716;;0.19061012160715973;0.8211105514436203;557
808112;1976_1990;INCONCLUSIVE;-70.0;-514.5981266436228;299.19500448107584;2756.0;-2.4436080911405975;0.4061899548663275;;2.1252256114496486;2.178458602113031;742
1019970;post2010;INCONCLUSIVE;228.0;-42.821667349907656;325.4548451622588;72.0;20.14112073916663;0.1835495096816821;;1.0039538791739382;0.8356455083797499;721
1148611;1991_2000;SLOPE_EXCESS;2345.0;1761.3248158310512;2838.7310818986257;2860.0;99.85716158997928;6.713171972516418;3.0;3.459278405289891;1.7308753800811194;715
7048688;1976_1990;INCONCLUSIVE;-106.0;-1063.4384744885829;505.6600256576929;691.0;-6.710488481928525;7.169642012027953;;1.0846250863496136;1.162644190863307;517
109104;pre1975;INCONCLUSIVE;-1488.0;-3103.9539399453465;82.16587863935753;3982.0;-32.28127101325109;9.490826192825278;;2.3008853364466284;3.3977089807708323;696
468646;1976_1990;INCONCLUSIVE;1117.0;-193.74545917384592;2197.645922604205;1188.0;42.65393592493051;3.637346685238821;;2.8200607131036213;1.9768544729026165;666
1114639;1976_1990;SLOPE_EXCESS;1323.0;222.65623311026806;1432.6717494633192;925.0;63.820596090768355;7.093672669364351;10.0;2.5644789744711276;1.565419144885923;646
671781;pre1975;USES_LESS_THAN_MODELLED;-1438.0;-2825.380744825458;-271.9949247066162;4266.0;-40.91112444675574;0.3002268037394037;;1.5310771033152137;2.591142730302219;464
768113;1976_1990;INCONCLUSIVE;-305.0;-1462.147680162499;620.229114027824;1573.0;-9.626979701440408;0.6606807533930139;;1.9374551072367403;2.1438423777761253;627
122850;2001_2010;INCONCLUSIVE;514.0;-315.90050229104475;550.0496707856931;933.0;32.292085140729085;7.136928772256546;;1.5497575201967413;1.1714665458240734;625
461104;1991_2000;INCONCLUSIVE;11.0;-462.42422981953945;294.14339158759304;388.0;0.4887372987884791;5.123234188949792;;1.7088844634494795;1.700573128278409;478
112810;1991_2000;INCONCLUSIVE;150.0;-783.2910574088837;529.2043818513617;372.0;7.012584142043747;5.40588921164768;;1.6858142898375639;1.575342099579512;550
610891;2001_2010;USES_LESS_THAN_MODELLED;-733.0;-1481.682817197201;-120.9114110706461;3263.0;-23.884916655755017;10.396199231273053;;1.7179773972137764;2.257078783509828;502
858577;1976_1990;INCONCLUSIVE;438.0;-563.4676101717118;1227.3771020108973;1997.0;14.179939608995445;6.333911579643784;;2.5931668862586763;2.271123014374391;582
8399121;2001_2010;INCONCLUSIVE;224.0;-858.6270324828587;1001.0766708479084;3332.0;7.0165175034692355;4.117747739067407;;1.7506586831840703;1.6358770814302734;264
108987;2001_2010;SLOPE_EXCESS;1151.0;454.9287076780208;1754.2710418349156;2780.0;32.86833601138206;4.219458167504286;6.0;2.3839603520334696;1.7942275967309844;512
