Household_ID;era;area;footprint;n_above;has_basement;A_wall;A_roof;huell_b05;huell_sia;H_b05;H_sia;Tbal_b05;Tbal_sia;Pdes_b05;Pdes_sia
1111201;< 1975;250.0;125.0;1;True;120.74767078498866;125.0;1.2329906831399546;2.0;538.1093555597347;796.975;17.677052095294336;18.43156937168669;64.57312266716816;95.637
8612210;1981 - 85;300.0;150.0;2;False;264.5448922205832;150.0;1.631816307401944;1.65;538.0059137764666;542.37;17.21192655770095;17.234360307539134;53.80059137764666;54.237
7211010;< 1975;180.0;90.0;2;False;204.915592378911;90.0;1.8884199576606167;2.0;546.7080497115298;573.822;18.353783156339322;18.43156937168669;91.11800828525497;95.637
1211151;< 1975;245.0;173.0;1;True;142.0518215300318;173.0;1.6389870266531912;2.0;661.6304590655429;781.0355;18.14851329285817;18.43156937168669;81.01597457945424;95.637
7771161;< 1975;240.0;90.0;3;False;307.37338856836647;90.0;1.8432224523681937;2.0;714.3000745672948;765.096;18.32003377470326;18.43156937168669;89.28750932091185;95.637
5769106;> 2010;200.0;100.0;2;False;216.0;100.0;1.83;1.4;185.41999999999996;164.77999999999997;14.606838528745548;13.931302342517295;27.81299999999999;24.717
901187;< 1975;180.0;120.0;1;True;118.3080724211159;120.0;1.6572670690061992;2.0;490.53789776850647;573.822;18.165279371697544;18.43156937168669;81.75631629475107;95.637
7411491;1991 - 95;180.0;70.0;3;False;271.07784859704054;70.0;2.0893213810946696;1.65;294.66481672837233;251.17199999999997;16.945682182241537;16.416798050738137;49.11080278806206;41.861999999999995
1071058;> 2010;250.0;110.0;2;True;226.54271120475275;110.0;1.566170844819011;1.4;215.94525068914064;205.97499999999997;14.21149575639702;13.931302342517295;25.913430082696877;24.716999999999995
1091217;2000 - 10;150.0;65.0;2;True;174.14476736324866;65.0;1.810965115754991;1.4;181.84290694529943;157.18499999999997;15.875560875049093;15.228552342780798;36.368581389059884;31.436999999999994
7069411;1995 - 00;190.0;90.0;2;True;204.915592378911;90.0;1.789029433573216;1.65;279.6545758084011;265.126;16.60295206236543;16.41679805073814;44.15598565395807;41.861999999999995
679810;1981 - 85;320.0;100.0;2;False;216.0;100.0;1.14375;1.65;448.928;578.528;16.435954095088746;17.234360307539134;42.087;54.237
721074;> 2010;134.0;67.0;2;False;176.80361987244493;67.0;2.0694299990480967;1.4;131.93146876938675;110.40259999999998;14.921605843931406;13.931302342517295;29.536895993146288;24.716999999999995
712718;1981 - 85;200.0;80.0;2;False;193.19627325598185;80.0;1.5659813662799094;1.65;348.13701860478545;361.58;17.12756774902118;17.234360307539134;52.22055279071782;54.236999999999995
7211189;< 1975;202.0;101.0;2;False;217.07731341621124;101.0;1.8246401654267885;2.0;596.1351731118853;643.9558000000001;18.305753383535986;18.43156937168669;88.53492669978495;95.63700000000001
811080;1986 - 90;190.0;95.0;2;False;210.53075784787362;95.0;1.8580566202519662;1.65;375.12560627829885;343.501;17.467514922734406;17.234360307539134;59.23035888604719;54.236999999999995
5831058;< 1975;160.0;100.0;1;True;108.0;100.0;1.6125;2.0;426.36400000000003;510.06399999999996;18.123668977681042;18.43156937168669;79.94325;95.63699999999999
760117;1976 - 80;155.0;77.5;2;False;190.15362210591732;77.5;1.97679756197366;1.65;320.7473976847338;280.22450000000003;17.58376839346408;17.234360307539134;62.08014148736783;54.237
468980;< 1975;160.0;75.0;2;True;187.06148721743878;75.0;1.8722592951089922;2.0;482.47200774354235;510.06399999999996;18.341872715597546;18.43156937168669;90.4635014519142;95.63699999999999
103721;2000 - 10;160.0;80.0;2;False;193.19627325598185;80.0;1.9574767078498865;1.4;203.34250930239273;167.664;16.065751314151868;15.228552342780798;38.126720494198636;31.437
821088;1995 - 00;220.0;110.0;2;False;226.54271120475275;110.0;1.7797395963852398;1.65;322.68649116261406;306.988;16.591118531064666;16.41679805073814;44.00270334035646;41.861999999999995
121887;2000 - 10;180.0;70.0;2;True;180.71856573136034;70.0;1.587325365174224;1.4;202.10942629254413;188.62199999999996;15.54696672733467;15.228552342780798;33.68490438209069;31.436999999999994
796869;2000 - 10;150.0;50.0;3;True;229.10259710444143;50.0;2.027350647362943;1.4;194.82603884177658;157.18499999999997;16.150411903569548;15.228552342780798;38.96520776835531;31.436999999999994
727690;1976 - 80;157.0;53.0;3;False;235.8755604126888;53.0;2.0087615312910114;1.65;328.90074833015103;283.8403;17.6132617393378;17.234360307539134;62.84727675098427;54.237
669010;1986 - 90;170.0;90.0;2;True;204.915592378911;90.0;1.9995034845818296;1.65;354.8754739031288;307.34299999999996;17.604793617740892;17.234360307539134;62.6250836299639;54.236999999999995
9889114;< 1975;200.0;80.0;3;False;289.7944098839728;80.0;2.0489720494198638;2.0;650.8024533433631;637.5799999999999;18.4634354175177;18.43156937168669;97.62036800150446;95.63699999999999
7984107;< 1975;120.0;60.0;1;True;83.65644027808021;60.0;1.4471370023173349;2.0;292.98419437540826;382.548;17.952107958318038;18.43156937168669;73.24604859385207;95.637
721077;1981 - 85;234.0;117.0;1;True;116.81986132503327;117.0;1.2492301766027063;1.65;348.0244890600266;423.04859999999996;16.638167609526466;17.234360307539134;44.61852423846495;54.236999999999995
