Household_ID;era;area_m2;installed_kw;required_kw;ratio;heat_as_built;deficiency;term_envelope;term_emitter;term_dhw;cap_LOW;cap_MID;cap_HIG;deficiency_with_capacity_mid;label_correctly_planned;label_sizing_direction
120701;1976_1990;236.0;10.88;14.210613336142584;0.7656249412070298;3604.9620394935546;1811.1505840212312;1811.1505840212312;0.0;0.0;0.0;0.0;0.0;1811.1505840212312;True;
706646;2001_2010;160.0;6.1;8.02992;0.7596588758044911;2283.549451381391;2452.5054593402874;529.748937601157;0.0;1922.7565217391304;0.0;0.0;0.0;2452.5054593402874;True;
1078861;pre1975;160.0;10.0;12.08374643409007;0.8275579146371768;442.7763731804781;317.22313877751776;285.83483017677764;31.388308600740093;0.0;0.0;0.0;0.0;317.22313877751776;True;
105898;1976_1990;160.0;10.0;8.919041738375618;1.1211966815866983;2505.967362298095;1137.8167550970188;1137.8167550970188;0.0;0.0;15.185746423755019;30.371492847510037;45.557239271265054;1168.188247944529;True;
1178890;2001_2010;210.0;12.0;8.11377;1.4789672371782783;2127.715066408946;432.84521111821095;432.845211118211;0.0;0.0;50.95529034302449;101.91058068604897;152.86587102907345;534.75579180426;True;
731201;1976_1990;255.0;10.78;12.653125894739807;0.851963387520035;5342.669759163689;2510.892816973287;2145.5022437874295;365.3905731858584;0.0;0.0;0.0;0.0;2510.892816973287;True;
1228011;2001_2010;120.0;10.0;4.844194566673925;2.064326662020536;1342.3499334176308;1722.2868207015717;280.2194293972238;0.0;1442.0673913043477;67.11749667088155;134.2349933417631;201.3524900126446;1856.5218140433349;True;
114117;1991_2000;260.0;24.0;11.62662;2.0642284688069275;2365.970460722568;1774.511577892436;813.133317022871;0.0;961.3782608695652;118.29852303612842;236.59704607225683;354.8955691083852;2011.108623964693;True;
8627071;2001_2010;250.0;16.2;9.533788706646998;1.6992195336472362;1957.7865223513732;2015.7422940976749;395.07985510841866;178.595047684909;1442.0673913043477;68.44612895696858;136.89225791393716;205.33838687090574;2152.634552011612;True;
867211;1991_2000;245.0;10.6;12.754803402049529;0.831059457827215;3302.1946905834816;2412.948738052656;1212.7802560991702;238.79022108392118;961.3782608695652;0.0;0.0;0.0;2412.948738052656;True;
1114677;post2010;220.0;11.3;6.572277455735304;1.7193431160060118;2935.712179213872;1261.139233965353;-180.92815733899457;0.0;1442.0673913043477;105.5892173346253;211.1784346692506;316.76765200387587;1472.3176686346037;True;
611797;1976_1990;275.0;35.0;11.900175;2.9411332186291377;3417.333748506368;2249.493121558602;1288.1148606890376;0.0;961.3782608695652;170.86668742531842;341.73337485063684;512.6000622759552;2591.2264964092387;False;oversized
1137376;1976_1990;200.0;14.4;13.089208059970499;1.1001429524249198;2898.5137043048944;3897.056670035411;1493.6110178614977;0.0;2403.445652173913;14.513285999659152;29.026571999318303;43.53985799897745;3926.083242034729;True;
700831;1976_1990;450.0;22.9;26.36560138643706;0.8685559515354037;7354.215063507332;5045.256834210977;3661.8996713845195;421.9789019568925;961.3782608695652;0.0;0.0;0.0;5045.256834210977;True;
1191127;2001_2010;220.0;8.03;7.737272404162896;1.0378334354209382;1296.5322750115708;247.89602902064917;247.89602902064917;0.0;0.0;2.4526135048906177;4.905227009781235;7.357840514671852;252.8012560304304;False;undersized
121798;1976_1990;207.0;10.4;10.209245416684812;1.0186844938611663;2533.9460896086744;2298.5570235149207;1182.757172069444;154.42159057591198;961.3782608695652;2.367275007790985;4.73455001558197;7.101825023372955;2303.291573530503;True;
114671;pre1975;260.0;13.7;18.367790430106655;0.7458708793597907;4210.9576337632;2859.8534194090025;2522.077365820452;337.7760535885495;0.0;0.0;0.0;0.0;2859.8534194090025;True;
