Household_ID;era;area;footprint;n_above;bsmt;huell;residents;hp_type;emitter;jaz;jaz_derived;H_as_built;H_reference;required_kW_phys;installed_kW;ratio_phys;E_as_built;E_reference;deficiency;term_envelope;term_emitter;term_dhw;kwh_yr;rank_in_era
1037311;1976 - 80;180.0;60.0;3;False;1.8942740046346702;3;ground-source;floor_only;4.25;False;360.5974566673925;179.54274730441074;10.817923700021776;4.0;0.36975672143000493;4138.566438278556;2617.5737268712573;1520.9927114072989;1520.992711407298;0.0;0.0;4205.425176268272;18.0
106100;1976 - 80;140.0;60.0;3;False;2.435495148816005;2;air-source;floor_only;3.5;False;341.0814566673925;160.02674730441072;10.232443700021776;8.0;0.7818269256622419;3596.9472806816316;2080.1531517753224;1516.7941289063092;1516.7941289063094;0.0;0.0;6298.234380053908;19.0
107114;1976 - 80;185.0;85.0;2;True;2.0347443261995024;2;ground-source;floor_only;4.25;False;391.40366027752634;191.52055139331821;11.74210980832579;5.06;0.4309276682468245;3681.420071812625;2179.0432561721286;1502.3768156404963;1502.376815640496;0.0;0.0;11432.21968551237;20.0
760117;1976 - 80;155.0;77.5;2;False;1.97679756197366;2;air-source;floor_only;3.5;False;320.74739768473387;158.04707434649174;9.622421930542016;12.0;1.2470872807927327;3640.0630760903005;2168.752578216327;1471.3104978739734;1471.3104978739739;0.0;0.0;12822.175670897554;21.0
112120;1976 - 80;136.0;70.0;2;False;2.1008718068482377;2;air-source;floor_only;3.5;False;294.9292525850883;143.21269418173594;8.847877577552648;7.8;0.8815673512243041;3514.6005234539944;2087.053412526902;1427.5471109270925;1427.547110927092;0.0;0.0;5279.925408878505;22.0
1101758;1976 - 80;192.0;64.0;2;True;1.625;2;ground-source;floor_only;4.25;False;343.2768;177.6048;10.298304;7.7;0.7476959312912107;3497.3168147844385;2166.3517575077744;1330.965057276664;1330.9650572766645;0.0;0.0;6418.670951910409;23.0
1114639;1976 - 80;195.0;65.0;3;False;1.8395751335634511;5;ground-source;floor_only;4.25;False;382.1142208358984;191.63541363107083;11.46342662507695;9.9;0.8636161179191518;4430.300913797719;3143.459545753456;1286.8413680442627;1286.8413680442623;0.0;0.0;9175.702229102168;24.0
699801;1976 - 80;225.0;150.0;2;False;2.1757550765359253;2;air-source;floor_only;3.5;False;501.4134137764666;241.4650760073369;15.042402413293997;12.0;0.7977449127005658;2606.246140537201;1638.4780436208887;967.7680969163123;967.7680969163121;0.0;0.0;7444.5178340080965;25.0
107998;1976 - 80;230.0;115.0;2;False;1.757105192899539;2;ground-source;floor_only;4.25;False;435.52435549351515;220.92909828469448;13.065730664805455;13.6;1.0408908884547636;1280.217722662339;1013.8014081801678;266.4163144821712;266.41631448217106;0.0;0.0;5361.195591715976;26.0
1137376;1981 - 85;200.0;150.0;1;True;2.117043345827187;5;ground-source;floor_only;4.25;False;436.30693533234995;211.47693200550265;13.089208059970499;14.4;1.1001429524249198;7373.949259536372;3361.8845411256248;4012.064718410747;1608.6190662368333;0.0;2403.445652173913;15120.536984505363;1.0
991118;1981 - 85;234.5;93.0;2;True;1.7052391068094237;2;ground-source;floor_only;4.25;False;434.3154064374479;221.97988547709184;13.029462193123438;26.0;1.9954776041118585;5268.126654779832;2562.7418058422586;2705.3848489375737;1744.0065880680088;0.0;961.3782608695652;18679.467049075844;2.0
865116;1981 - 85;200.0;100.0;2;False;1.83;2;air-source;floor_only;3.5;False;390.38;196.034;11.7114;9.0;0.7684819919053231;5032.94527733935;2412.74824637451;2620.1970309648395;1658.8187700952749;0.0;961.3782608695652;8475.00438016529;3.0
7747482;1981 - 85;200.0;100.0;2;False;1.83;2;ground-source;floor_only;4.25;False;390.38;196.034;11.7114;14.5;1.238109875847465;4649.554438367338;2220.2239374267174;2429.3305009406204;1467.952240071056;0.0;961.3782608695652;8829.208955613576;4.0
808112;1981 - 85;140.0;70.0;2;False;2.040846898081145;2;air-source;floor_only;3.5;False;296.8808525850883;145.16429418173595;8.90642557755265;12.0;1.347341859594522;4355.349958529916;2037.454399035791;2317.895559494125;1356.51729862456;0.0;961.3782608695652;10928.190558235701;5.0
971071;1981 - 85;250.0;150.0;1;True;1.6936346766617498;2;air-source;floor_only;3.5;False;460.70193533234993;235.87193200550266;13.821058059970497;8.14;0.5889563566465024;5322.885273404429;3086.1296628260034;2236.755610578426;2236.7556105784247;0.0;0.0;12370.920526819924;6.0
858577;1981 - 85;180.0;90.0;2;False;1.8884199576606167;1;air-source;floor_only;3.5;False;359.7544739031288;179.25929434992707;10.792634217093864;11.6;1.0748071107262573;4265.853383678801;2071.595995717043;2194.257387961758;1713.5682575269748;0.0;480.6891304347826;9451.5914418811;7.0
121798;1981 - 85;207.0;34.0;2;True;1.0069357544001116;2;ground-source;both;3.7642857142857147;True;267.7438609286585;157.0645036122614;8.032315827859755;10.4;1.2947698052320142;4196.924434093158;2036.405362897864;2160.519071195294;1031.800987904125;167.33982242160363;961.3782608695652;10345.895731132076;8.0
877881;1981 - 85;160.0;140.0;1;True;2.5105061560776725;2;ground-source;floor_only;4.25;False;399.4087879779421;186.11618495758302;11.982263639338264;15.0;1.2518502723270404;4704.1661428455045;2586.9635414716267;2117.2026013738778;2117.2026013738778;0.0;0.0;16031.7125;9.0
105807;1981 - 85;200.0;100.0;2;False;1.83;2;ground-source;both;3.7642857142857147;True;390.38;196.034;11.7114;16.2;1.3832675854295815;4450.770708275564;2390.181564570796;2060.589143704768;1847.6007791318186;212.98836457294968;0.0;13048.352405470636;10.0
