Household_ID;era;area_m2;residents;pv_level;n_days;hdd_per_day_raw;meas_kwh_day;pred_heat_kwh_day;pred_dhw_kwh_day;pred_appl_kwh_day;pred_noappl_kwh_day;pred_kwh_day;pred_lo_kwh_day;pred_hi_kwh_day;resid_noappl_kwh_yr;resid_kwh_yr;ratio_meas_pred;inside_band;above_band;band_rel_width
698310;pre1975;200.0;5;True;503;3.574444694153917;25.177097415506957;14.040633037619932;5.065217391304347;12.57945205479452;19.105850428924278;31.6853024837188;28.11187641069854;40.91677393521187;2216.005150102678;-2375.494849897323;0.7945986132985151;False;False;0.40412735624326174
24611;pre1975;160.0;1;Unknown;707;3.20565853883525;19.007152758132957;11.611258856909943;1.0130434782608686;6.212328767123288;12.624302335170812;18.8366311022941;15.774477271332549;24.383515392954923;2329.740404381183;62.2404043811831;1.0090526620664186;True;False;0.457037039949988
6683113;pre1975;160.0;4;False;322;2.9318234989648033;22.48769254658385;10.619397280416745;4.05217391304348;11.09041095890411;14.671571193460224;25.761982152364332;23.79121869162112;31.9923865480492;2852.884293890124;-1195.1157061098756;0.8729022640255195;False;False;0.3183438218349752
896968;1976_1990;200.0;2;True;344;3.077478113414223;10.355299418604652;7.843029951405289;2.02608695652174;7.838356164383562;9.86911690792703;17.70747307231059;15.993902412445212;22.002856624081605;177.45661639733214;-2683.543383602668;0.5847982586966274;False;False;0.3393456642344228
9981041;2001_2010;410.0;2;True;1168;3.859581931209053;26.863366438356163;9.539149479924564;2.02608695652174;7.838356164383562;11.565236436446304;19.403592600829867;18.678107247000305;23.1232942871984;5583.817450697099;2722.8174506970977;1.3844532294090348;False;True;0.22909092824428715
111710;1991_2000;290.0;3;Unknown;1134;5.445682271298214;38.87321781305115;14.819294572545823;3.0391304347826082;9.464383561643835;17.85842500732843;27.322808568972267;26.9164213826524;32.36192798505659;7670.399374088792;4215.899374088792;1.422738724495384;False;True;0.19930259324029004
1027273;2001_2010;200.0;4;Unknown;682;4.498153714565005;27.64955571847507;7.469859324751739;9.320000000000002;11.09041095890411;16.789859324751742;27.880270283655854;27.71032569168615;32.343338053980226;3963.789183709015;-84.21081629098578;0.9917248088761882;False;False;0.16617530300665945
6981151;pre1975;240.0;2;False;1059;3.45481657565929;57.521465533522196;13.751652321166945;2.02608695652174;7.838356164383562;15.777739277688685;23.616095442072247;20.39167141417677;30.70153760842628;15236.46008337923;12375.460083379232;2.4356890695422617;False;True;0.4365609979659214
876511;1991_2000;500.0;8;Unknown;412;3.7272330097087383;48.546786407766994;16.307116213117805;18.639999999999997;17.046575342465754;34.9471162131178;51.99369155558355;51.728505798467665;59.55144609937061;4963.879621046955;-1258.1203789530437;0.9337053199207511;False;False;0.15045941280279884
7412010;2001_2010;250.0;5;Unknown;783;5.349812454883669;32.96525670498084;10.96908031369952;5.065217391304348;12.57945205479452;16.034297705003866;28.613749759798388;28.60653535017654;33.810949575447026;6179.800034991595;1588.3000349915942;1.1520774795932622;True;False;0.18188508213567173
6810910;1976_1990;160.0;2;False;1238;5.8000396033808626;33.75705896607431;13.07455369806672;2.02608695652174;7.838356164383562;15.10064065458846;22.938996818972022;19.03263701805822;29.118429182649695;6809.592683692335;3948.5926836923354;1.4716013621901312;False;True;0.4396788684433609
9889190;pre1975;200.0;4;False;1158;4.267574046957523;18.607757340241797;16.739136805696;4.05217391304348;11.09041095890411;20.791310718739478;31.88172167764359;26.804924111099233;44.57202370167644;-796.9969831516536;-4844.996983151655;0.5836497014930693;False;False;0.5572816854190163
6808461;post2010;207.0;4;False;1177;4.04060881878517;16.408966015293117;4.345092529823879;4.05217391304348;11.09041095890411;8.397266442867359;19.48767740177147;19.322516549316788;23.01054781765775;2924.270343935402;-1123.729656064599;0.8420175312324037;False;False;0.18924940064975165
6773102;pre1975;200.0;4;False;1438;3.6075248130454938;35.986128650904035;11.805009549399744;4.052173913043478;11.09041095890411;15.85718346244322;26.947594421347333;23.94002254643535;35.89645490705741;7347.064993788197;3299.0649937881967;1.3354115431690097;False;True;0.443692011007499
4710670;pre1975;300.0;2;True;1154;4.089511767513124;37.73992027729636;22.731512745961695;2.026086956521737;7.838356164383562;24.757599702483432;32.595955866866994;30.9787106045194;42.176710888187266;4738.54700980672;1877.5470098067196;1.157809896155188;True;False;0.3435395583858415
716869;1976_1990;155.0;2;False;1166;4.018784491759266;17.04317409948542;9.338616999375304;2.02608695652174;7.838356164383562;11.364703955897044;19.203060120280604;17.424393590886172;23.282176114153334;2072.641602409757;-788.3583975902424;0.8875238630058706;False;False;0.3050442214197247
115508;pre1975;170.0;2;False;1217;4.068528187631738;25.80907148726376;11.707671408896086;2.0260869565217385;7.838356164383562;13.733758365417824;21.572114529801386;18.704250188610498;29.43405356443434;4407.489289473767;1546.489289473767;1.1964089775070086;True;False;0.4973922867413328
781099;1976_1990;150.0;2;False;1454;3.983574447301796;25.019319807427784;7.945400827975197;2.02608695652174;7.838356164383562;9.971487784496937;17.8098439488805;16.373941731775577;21.753205994977975;5492.458688369759;2631.4586883697593;1.4048028651593247;False;True;0.30203882070176874
105768;pre1975;294.0;1;True;1158;3.819199262846987;20.966550949913643;17.95628166436327;1.0130434782608686;6.212328767123288;18.96932514262414;25.18165390974743;18.159619740241315;36.199466334768765;728.9874196606686;-1538.5125803393319;0.8326121479176479;True;False;0.7163884730996364
8010411;post2010;375.0;5;False;1126;3.732819001467295;31.566730017761987;8.503114112826196;5.065217391304348;12.57945205479452;13.568331504130544;26.147783558925063;26.155875626229825;30.4297084056855;6569.415457475477;1977.9154574754773;1.20724305165771;False;True;0.1634491416767476
7086681;2001_2010;180.0;1;False;1396;3.690164932934679;28.402554441260744;5.662734887327587;1.01304347826087;6.212328767123288;6.675778365588457;12.888107132711745;11.492224661622235;15.929674464744053;7930.273267620385;5662.773267620384;2.2037801322407735;False;True;0.34430578186760846
868122;1976_1990;280.0;1;False;1537;4.067797912364572;24.75062589459987;16.032006726911572;1.0130434782608686;6.212328767123288;17.04505020517244;23.25737897229573;21.393261049085673;27.53248329162221;2812.535126641012;545.0351266410116;1.0642052969116986;True;False;0.26396879243570825
881223;1976_1990;240.0;2;False;1206;4.162011650683779;44.2443855721393;13.103896618376401;4.659999999999999;7.838356164383562;17.7638966183764;25.60225278275996;23.452218202476885;32.635563623117434;9665.37846812346;6804.378468123458;1.7281442358827335;False;True;0.3586928657631421
118708;1991_2000;186.0;2;False;1395;3.6916632590514777;23.895303225806448;4.535994396929294;2.026086956521739;7.838356164383562;6.562081353451033;14.400437517834595;13.736338302821256;17.769042987844315;6326.625983409727;3465.6259834097264;1.6593456411454646;False;True;0.2800404279403769
1037610;post2010;222.0;5;False;1240;4.067521353436185;49.493156451612904;4.644174779402102;5.065217391304348;12.57945205479452;9.709392170706451;22.288844225500974;22.64177909652239;26.425448971529814;14521.073962530856;9929.573962530854;2.2205348985743774;False;True;0.16975621690955486
6885841;post2010;170.0;4;False;1288;3.5361586270141325;18.775337732919255;4.2988001895770696;4.052173913043479;11.09041095890411;8.350974102620548;19.441385061524656;19.2480974530749;23.05884532487824;3804.892725059028;-243.1072749409715;0.965740747045665;False;False;0.19601215961433607
2794690;1976_1990;140.0;6;False;1214;4.143672963971062;22.821444810543657;7.623666738959628;6.078260869565219;14.068493150684931;13.701927608524848;27.770420759209777;27.509645953485496;33.531766864539435;3328.6237787368655;-1806.376221263134;0.8217896663656116;False;False;0.21685378710211886
111119;1976_1990;180.0;2;False;1550;3.991898639551192;18.850669677419354;9.554001685902298;2.02608695652174;7.838356164383562;11.580088642424037;19.4184448068076;18.65490737375835;23.906884021909207;2653.7620777732905;-207.2379222267095;0.9707610400813768;True;False;0.2704632992189803
105807;1976_1990;200.0;2;False;1243;4.085178180419042;35.74891069991955;9.21452480304869;2.02608695652174;7.838356164383562;11.24061175957043;19.07896792395399;16.820142991824813;24.311037803255726;8945.529113227429;6084.529113227429;1.8737339903505024;False;True;0.39262578779358176
7374981;post2010;200.0;5;True;1159;5.667892173412862;28.154070750647108;7.206449600874602;5.065217391304348;12.57945205479452;12.27166699217895;24.851119046973473;24.919270944585115;29.054209566925156;5797.077371840877;1205.5773718408768;1.1329095763225154;True;False;0.16638842760055186
861116;1976_1990;195.0;2;False;1365;3.6950818920210224;18.553728937728938;8.772990261779125;2.02608695652174;7.838356164383562;10.799077218300864;18.637433382684428;17.170976159110914;22.62738147979108;2830.4478775912467;-30.552122408753934;0.9955087997774813;True;False;0.292765919461291
108511;2001_2010;274.0;5;False;804;3.8221840976278028;38.94995646766169;7.234950197042822;5.065217391304347;12.57945205479452;12.300167588347168;24.879619643141687;25.22773990184296;29.300336064616463;9727.172940949802;5135.672940949802;1.5655366531456856;False;True;0.1636920588493062
86109;1976_1990;160.0;2;False;1434;4.173408803791967;18.848203626220364;9.064429992919047;2.02608695652174;7.838356164383562;11.090516949440786;18.92887311382435;17.050289459459712;23.7063862550609;2831.555637024546;-29.444362975454226;0.9957382836728369;True;False;0.3516372451532802
1037311;1976_1990;180.0;3;False;1163;4.0756992660161755;11.521712811693895;6.926068617043287;3.0391304347826082;9.464383561643835;9.965199051825895;19.42958261346973;17.978684499565425;23.92290781794318;568.1275223518202;-2886.37247764818;0.592998472530561;False;False;0.3059367479287419
116121;pre1975;395.0;2;False;1241;4.43484774433895;83.6525592264303;38.15956827968147;4.659999999999999;7.838356164383562;42.81956827968147;50.65792444406503;47.38125599437972;63.94867846105112;14904.041695563323;12043.041695563323;1.6513222786850843;False;True;0.3270450309302476
120741;1976_1990;164.0;2;False;1208;4.159824017420098;31.793264900662255;9.54700519150208;2.02608695652174;7.838356164383562;11.57309214802382;19.41144831240738;18.398936920774943;23.859537612340617;7380.363054713028;4519.36305471303;1.6378615541191064;False;True;0.2813082570492885
114721;1976_1990;140.0;2;False;1520;3.913876902173913;32.87059078947369;8.712847258067358;2.02608695652174;7.838356164383562;10.738934214589097;18.57729037897266;16.926906405996437;22.8359524740412;8078.054649832876;5217.054649832876;1.7693964038307433;False;True;0.3180790065451697
815461;1976_1990;240.0;2;True;1142;4.031672339399477;16.591260945709283;9.305531606793553;2.02608695652174;7.838356164383562;11.331618563315292;19.169974727698854;17.578338511898327;23.511356261410146;1919.7694695738069;-941.2305304261932;0.8654816285039977;False;False;0.30949533495937026
1678757;1976_1990;200.0;2;False;1437;3.9172788770889433;17.724354210160055;9.50300517350761;2.02608695652174;7.838356164383562;11.52909213002935;19.36744829441291;17.503854383987683;23.79374383887097;2261.2706592477075;-599.729340752292;0.9151620771474138;True;False;0.32476603831686923
971071;1976_1990;250.0;2;False;1566;3.9749183001092048;33.89293295019157;11.403093030166128;2.0260869565217385;7.838356164383562;13.429179986687867;21.26753615107143;19.293753475639242;27.974480473615433;7469.269831678852;4608.269831678852;1.593646424740371;False;True;0.4081679671925169
121728;post2010;455.0;7;False;1561;4.040116629065352;35.724942985265855;8.388613664637486;7.091304347826088;15.557534246575342;15.479918012463575;31.037452259038915;31.622313662605425;36.79181451408401;7389.434115072832;1710.9341150728333;1.1510269170003096;True;False;0.16655686840317543
114798;pre1975;301.0;3;False;1075;3.842205251095382;38.802642790697675;18.897962408994843;3.0391304347826082;9.464383561643835;21.93709284377745;31.401476405421285;27.60194171299553;44.36876177294232;6155.925730625882;2701.4257306258824;1.2356948536342902;True;False;0.533950055197153
1081057;post2010;200.0;4;False;1199;4.140636484510039;21.62621684737281;4.581332512883638;4.052173913043479;11.09041095890411;8.633506425927116;19.723917384831225;19.50925062604869;23.287438327374165;4742.339303827678;694.3393038276785;1.0964463308898544;True;False;0.19155361623199196
9776611;post2010;180.0;3;False;1246;4.107521919417498;22.829201444622793;4.771346531346116;3.0391304347826096;9.464383561643835;7.810476966128725;17.27486052777256;16.95025073008013;20.390563327597302;5481.8344346503345;2027.334434650335;1.3215273957159073;False;True;0.19915139644608013
7411010;post2010;260.0;4;False;1553;3.947331224278395;24.247873148744365;6.640138749048129;4.052173913043478;11.09041095890411;10.692312662091606;21.782723620995718;21.895891013145732;25.45385415333855;4947.779577628257;899.7795776282561;1.1131699401158706;True;False;0.1633387634209068
512280;post2010;300.0;4;False;1427;3.974448549201223;29.628056061667834;6.278322492586483;4.052173913043478;11.09041095890411;10.330496405629962;21.420907364534074;21.43723298243526;25.22764301730727;7043.609274453824;2995.6092744538228;1.3831373040117843;False;True;0.17694908858752054
7710511;pre1975;200.0;3;False;1237;3.9634322519419354;59.100941794664514;17.931890371957465;3.0391304347826082;9.464383561643835;20.97102080674007;30.435404368383907;26.794701510468396;40.45670257625207;13917.421160592421;10462.921160592421;1.9418484170382233;False;True;0.44888515034732607
823761;1991_2000;240.0;2;False;1546;3.976523539006693;22.59410931435964;9.223097537352558;2.02608695652174;7.838356164383562;11.249184493874298;19.087540658257858;17.630424605709194;23.40507960757336;4140.897559477149;1279.89755947715;1.1837098198706248;True;False;0.30253530851633686
1101758;1976_1990;192.0;2;False;1518;3.897645734280422;17.585399868247695;6.353844130479374;2.02608695652174;7.838356164383562;8.379931087001113;16.218287251384673;14.615306827499703;20.47933178880611;3359.996105155002;498.9961051550029;1.0842945124643972;True;False;0.36156869528906344
1061168;post2010;160.0;2;False;962;3.67569336225858;21.490136174636174;3.2099585558640347;2.02608695652174;7.838356164383562;5.2360455123857745;13.074401676769337;12.145600231373846;15.780382378921017;5932.743091721395;3071.743091721395;1.6436802773789607;False;True;0.2780075323833342
808112;1976_1990;140.0;2;False;1451;3.572368836085059;29.940248104755344;7.272465639807989;4.659999999999999;7.838356164383562;11.932465639807988;19.77082180419155;18.84430600587527;23.25983423608209;6572.840599705784;3711.8405997057853;1.51436538153451;False;True;0.2233355939342236
1019970;post2010;170.0;4;False;1361;3.7735851675558254;18.509987509184423;3.4598054993999248;4.052173913043479;11.09041095890411;7.511979412443404;18.602390371347514;18.61137829277216;22.099691400782323;4014.272955310472;-33.72704468952822;0.9950327425498277;False;False;0.18751961647805582
1148611;1991_2000;240.0;3;True;1358;3.4680180839256365;36.10047201767305;7.229645111267006;6.990000000000001;9.464383561643835;14.219645111267006;23.68402867291084;23.09474596070311;27.31464097018281;7986.501820838205;4532.001820838205;1.5242538554669038;False;True;0.1781747129155566
7048688;1976_1990;135.0;4;True;981;4.43922752589047;16.967963302752295;6.114104317541287;4.05217391304348;11.09041095890411;10.166278230584766;21.256689189488874;20.17523839109586;25.995404644417356;2482.6150513411485;-1565.3849486588513;0.7982411160785429;False;False;0.27380398713264736
109104;pre1975;200.0;2;False;1173;4.030666308363295;39.20022591645353;16.01602531912334;4.659999999999999;7.838356164383562;20.67602531912334;28.514381483506902;23.016728656453957;37.22014626135158;6761.33321802552;3900.33321802552;1.3747528046199236;False;True;0.49811417488094806
468646;1976_1990;150.0;2;False;666;3.180803031292162;26.147800300300304;6.815960267968531;2.02608695652174;7.838356164383562;8.84204722449027;16.680403388873835;15.78468850137249;20.60272742353381;6316.599872670661;3455.599872670661;1.5675760166412651;False;True;0.2888442689206815
1114639;1976_1990;195.0;5;False;646;3.2776545183290704;25.13891021671827;7.072593331429127;5.065217391304348;12.57945205479452;12.137810722733475;24.717262777527996;24.696865144285884;29.031495886395906;4745.40131530445;153.90131530444987;1.017058824149963;True;False;0.17536855844939694
671781;pre1975;180.0;4;False;464;4.407009635807096;28.284771551724138;12.926013882588268;9.320000000000002;11.09041095890411;22.246013882588272;33.33642484149238;29.90337475644302;41.60623164811275;2204.146549234591;-1843.8534507654088;0.8484644555081182;False;False;0.35105314823993045
768113;1976_1990;150.0;2;True;908;4.278681374896252;18.584830396475773;10.374385762433281;2.02608695652174;7.838356164383562;12.40047271895502;20.238828883338584;18.117164562144286;25.102982658167907;2257.2905522950746;-603.709447704926;0.9182759784967376;True;False;0.3451690874156571
122850;2001_2010;220.0;1;False;913;3.898378446592695;22.9286286966046;5.900080621493201;2.33;6.212328767123288;8.230080621493201;14.44240938861649;13.11728186672673;17.955839556276604;5364.970047415661;3097.4700474156607;1.5875902752539996;False;True;0.33502427187555195
461104;1991_2000;210.0;3;False;767;4.362096508134459;20.04379009126467;9.251687140871844;3.0391304347826082;9.464383561643835;12.290817575654453;21.755201137298286;21.251341495004873;25.144379737259708;2829.834968197729;-624.6650318022705;0.9213332464621767;False;False;0.17894747181079385
112810;1991_2000;180.0;4;True;851;3.8071850934109914;31.142971797884844;7.483257812180867;4.052173913043478;11.09041095890411;11.535431725224345;22.625842684128457;22.619908433349327;26.920683648119;7156.752126521082;3108.752126521081;1.3764336750971475;False;True;0.19008243250036266
