Household_ID;era;area;residents;hp_type;emitter;huellzahl;u_as_built;H_as_built;H_reference;T_bal_q_int_5.0;base_used;jaz_as_built;jaz_derived;E_as_built;E_reference;deficiency_kwh_yr;term_envelope;term_emitter;term_dhw;kwh_yr_actual
461104;1991 - 95;210.0;3;air-source;floor_only;1.65;0.55;293.034;195.6675;16.41679805073814;16;3.5;False;6365.422438534872;4618.963192365348;1746.4592461695238;1746.4592461695245;0.0;0.0;7315.983383311604
112810;1991 - 95;180.0;4;air-source;floor_only;1.65;0.55;251.17199999999997;167.71499999999997;16.416798050738137;16;3.5;False;5531.996962501717;4185.320824499518;1346.676138002199;1346.676138002199;0.0;0.0;11367.184706227965
610891;2000 - 10;240.0;4;air-source;floor_only;1.4;0.4;251.49599999999998;207.48;15.228552342780798;15;3.5;False;6896.781713038109;4362.3450250892365;2534.4366879488725;611.6801662097424;0.0;1922.7565217391304;12389.383258495145
858577;1981 - 85;180.0;1;air-source;floor_only;1.65;0.8;325.422;167.71499999999997;17.234360307539134;17;3.5;False;6638.930661299027;3353.010416644905;3285.9202446541217;2805.2311142193394;0.0;480.6891304347826;9451.5914418811
8399121;2000 - 10;168.0;4;air-source;floor_only;1.4;0.4;176.04719999999998;145.236;15.228552342780798;15;3.5;False;6362.252248540251;3921.3671435562674;2440.885104983983;518.1285832448532;0.0;1922.7565217391304;10574.741820083682
108987;2000 - 10;180.0;3;air-source;floor_only;1.4;0.4;188.62199999999996;155.60999999999999;15.228552342780798;15;3.5;False;6387.334995367459;4273.906168668138;2113.428826699321;671.3614353949723;0.0;1442.0673913043477;11799.694335937502
788488;2000 - 10;250.0;3;air-source;floor_only;1.4;0.4;261.97499999999997;216.12499999999997;15.228552342780798;15;3.5;False;5825.792188194819;5000.324245757422;825.4679424373962;825.4679424373958;0.0;0.0;8709.507520868114
865116;1981 - 85;200.0;2;air-source;floor_only;1.65;0.8;361.58;186.35;17.234360307539134;17;3.5;False;7654.993779820126;3808.1244712214802;3846.869308598646;2885.4910477290796;0.0;961.3782608695652;8357.440417789758
991118;1981 - 85;234.5;2;ground-source;floor_only;1.65;0.8;423.95255;218.49537499999997;17.234360307539134;17;4.25;False;8127.56094153742;4051.67469685901;4075.88624467841;3114.507983808845;0.0;961.3782608695652;18679.467049075844
816910;1995 - 00;180.0;3;air-source;floor_only;1.65;0.55;251.17199999999997;167.71499999999997;16.416798050738137;16;3.5;False;8359.636784154476;4987.648103274936;3371.98868087954;1929.9212895751916;0.0;1442.0673913043477;14925.86218487395
1001228;2000 - 10;170.0;3;air-source;floor_only;1.4;0.4;178.14299999999997;146.96499999999997;15.228552342780798;15;3.5;False;2849.3384928747937;2544.799654093942;304.5388387808516;304.5388387808519;0.0;0.0;8746.511084745762
107461;1981 - 85;120.0;2;air-source;floor_only;1.65;0.8;216.948;111.81;17.234360307539134;17;3.5;False;3639.0899665938755;2233.892387915799;1405.1975786780763;1405.1975786780754;0.0;0.0;7855.154878682842
106100;1976 - 80;140.0;2;air-source;floor_only;1.65;0.8;253.106;130.445;17.234360307539134;17;3.5;False;4850.0129885233755;2857.974209743783;1992.0387787795926;1992.0387787795923;0.0;0.0;6298.234380053908
5845834;2000 - 10;180.0;4;ground-source;floor_only;1.4;0.4;188.62199999999996;155.60999999999999;15.228552342780798;15;4.25;False;3442.0782190475393;3098.51435659857;343.5638624489693;343.56386244896936;0.0;0.0;9758.632136445241
1111201;< 1975;250.0;4;air-source;both;2.0;1.35;796.975;256.47499999999997;18.43156937168669;18;3.1;False;21908.738222176024;6754.117580657358;15154.620641518664;12551.209396889666;680.6547228898695;1922.7565217391304;25144.537263279446
8612210;1981 - 85;300.0;6;ground-source;floor_only;1.65;0.8;542.37;279.525;17.234360307539134;17;4.25;False;9998.32178556832;6228.0724812880535;3770.249304280266;3770.2493042802653;0.0;0.0;9249.467508591066
998988;> 2010;205.0;2;ground-source;floor_only;1.4;0.24000000000000002;168.8995;177.2225;13.931302342517295;14;4.25;False;2625.6346224409162;2718.5781629948747;-92.94354055395843;-92.94354055395756;0.0;0.0;13282.585192069391
7211010;< 1975;180.0;4;ground-source;radiator_only;2.0;1.35;573.822;184.66199999999998;18.43156937168669;18;3.4;True;12923.968266557378;4425.521935003775;8498.446331553603;7761.826717367877;736.6196141857264;0.0;10819.852599309153
1211151;< 1975;245.0;4;ground-source;both;2.0;1.35;781.0355;251.3455;18.43156937168669;18;3.7642857142857147;True;16834.14074729015;5855.741285928357;10978.39946136179;10413.66426037244;564.7352009893527;0.0;11238.497203296703
7771161;< 1975;240.0;3;air-source;radiator_only;2.0;1.35;765.096;246.216;18.43156937168669;18;2.8;False;20190.635452705807;6021.747838513404;14168.887614192403;12940.771306737961;1228.1163074544384;0.0;25784.651381059753
5769106;> 2010;200.0;4;ground-source;floor_only;1.4;0.24000000000000002;164.77999999999997;172.89999999999998;13.931302342517295;14;4.25;False;3141.558187351906;3223.4832962111077;-81.92510885920183;-81.9251088592015;0.0;0.0;8575.611030927836
901187;< 1975;180.0;2;air-source;radiator_only;2.0;1.35;573.822;184.66199999999998;18.43156937168669;18;2.8;False;14217.15032880517;4209.316693839756;10007.833634965413;9140.384896288084;867.4487386773308;0.0;10852.892102900552
7411491;1991 - 95;180.0;4;air-source;floor_only;1.65;0.55;251.17199999999997;167.71499999999997;16.416798050738137;16;3.5;False;5462.752055252236;4139.083944515496;1323.6681107367394;1323.6681107367401;0.0;0.0;7586.079390459364
1071058;> 2010;250.0;4;air-source;floor_only;1.4;0.24000000000000002;205.97499999999997;216.12499999999997;13.931302342517295;14;3.5;False;3907.967844335838;4027.6599541339247;-119.69210979808668;-119.69210979808686;0.0;0.0;12421.795118035883
1091217;2000 - 10;150.0;6;ground-source;floor_only;1.4;0.4;157.18499999999997;129.67499999999998;15.228552342780798;15;4.25;False;3924.0289525573908;3625.5443175450227;298.484635012368;298.4846350123678;0.0;0.0;7163.174932562621
7069411;1995 - 00;190.0;4;air-source;floor_only;1.65;0.55;265.126;177.0325;16.41679805073814;16;3.5;False;5474.11291218292;4146.669925915213;1327.442986267707;1327.442986267707;0.0;0.0;10857.544438314944
679810;1981 - 85;320.0;2;ground-source;floor_only;1.65;0.8;578.528;298.15999999999997;17.234360307539134;17;4.25;False;9306.144125459265;5154.561513709718;4151.582611749546;4151.582611749547;0.0;0.0;8826.73581081081
721074;> 2010;134.0;1;air-source;floor_only;1.4;0.24000000000000002;110.40259999999999;115.84299999999999;13.931302342517295;14;3.5;False;1699.2627355617526;1764.7776958232644;-65.51496026151176;-65.51496026151148;0.0;0.0;4751.388328792007
778721;1995 - 00;290.0;2;ground-source;floor_only;1.65;0.55;404.666;270.2075;16.41679805073814;16;4.25;False;5796.694693447086;4116.346234031208;1680.348459415878;1680.3484594158774;0.0;0.0;12340.597277777779
712718;1981 - 85;200.0;2;ground-source;floor_only;1.65;0.8;361.58;186.35;17.234360307539134;17;4.25;False;6069.734146813012;3486.5903883135975;2583.143758499414;2583.143758499413;0.0;0.0;8873.924893048128
7211189;< 1975;202.0;5;air-source;floor_only;2.0;1.35;643.9558000000001;207.2318;18.43156937168669;18;3.5;False;14439.743341502104;5900.701933576023;8539.04140792608;8539.04140792608;0.0;0.0;14084.152787102474
811080;1986 - 90;190.0;2;air-source;floor_only;1.65;0.8;343.501;177.0325;17.234360307539134;17;3.5;False;6428.91751523778;3671.705219626048;2757.2122956117323;2757.212295611732;0.0;0.0;12509.355880654475
5831058;< 1975;160.0;4;air-source;radiator_only;2.0;1.35;510.06399999999996;164.144;18.43156937168669;18;2.8;False;14077.269112075795;4722.4374812674205;9354.831630808374;8543.983130056733;810.8485007516381;0.0;8858.04004472272
760117;1976 - 80;155.0;2;air-source;floor_only;1.65;0.8;280.22450000000003;144.42125;17.234360307539134;17;3.5;False;5550.08896602586;3218.777236480848;2331.311729545012;2331.3117295450124;0.0;0.0;12822.175670897554
468980;< 1975;160.0;2;air-source;radiator_only;2.0;1.35;510.06399999999996;164.144;18.43156937168669;18;2.8;False;14004.337392720916;4154.528327547506;9849.80906517341;8996.05741806914;853.751647104268;0.0;7445.478699753897
103721;2000 - 10;160.0;2;ground-source;floor_only;1.4;0.4;167.664;138.32;15.228552342780798;15;4.25;False;2555.442044309739;2237.6256649129605;317.8163793967783;317.81637939677864;0.0;0.0;9747.132156580214
821088;1995 - 00;220.0;2;ground-source;floor_only;1.65;0.55;306.988;204.985;16.41679805073814;16;4.25;False;4487.478026512073;3242.143403719686;1245.3346227923867;1245.3346227923864;0.0;0.0;9069.217712355212
796869;2000 - 10;150.0;2;air-source;floor_only;1.4;0.4;157.18499999999997;129.67499999999998;15.228552342780798;15;3.5;False;2806.441164330077;2444.695747227668;361.74541710240874;361.7454171024089;0.0;0.0;5611.907832535886
727690;1976 - 80;157.0;2;ground-source;radiator_only;1.65;0.8;283.8403;146.28474999999997;17.234360307539134;17;3.4;True;5486.208023490483;2696.5879244072635;2789.62009908322;2300.353552764012;489.26654631920735;0.0;8688.51555876686
669010;1986 - 90;170.0;1;air-source;floor_only;1.65;0.8;307.34299999999996;158.39749999999998;17.234360307539134;17;3.5;False;5954.5140922765295;3000.277888193824;2954.2362040827056;2473.547073647924;0.0;480.6891304347826;28686.06218337731
9889114;< 1975;200.0;4;air-source;radiator_only;2.0;1.35;637.5799999999999;205.18;18.43156937168669;18;2.8;False;14832.824914458866;4916.95417192015;9915.870742538717;9056.393069123897;859.4776734148204;0.0;13106.306821705426
7984107;< 1975;120.0;2;air-source;both;2.0;1.35;382.548;123.108;18.43156937168669;18;3.1;False;10210.379530272878;3439.0215732883803;6771.357956984497;6423.03539773831;348.32255924618653;0.0;11880.816130617977
721077;1981 - 85;234.0;3;ground-source;both;1.65;0.8;423.04859999999996;218.02949999999998;17.234360307539134;17;3.7642857142857147;True;8115.727039756498;4307.561473011303;3808.165566745195;3395.484422962531;412.6811437826642;0.0;10843.7485
658466;1986 - 90;162.0;2;ground-source;floor_only;1.65;0.8;292.8798;150.94349999999997;17.234360307539134;17;4.25;False;4715.7616305123665;2788.7841534205586;1926.977477091808;1926.9774770918082;0.0;0.0;5132.672115384616
461158;1976 - 80;167.0;2;ground-source;floor_only;1.65;0.8;301.9193;155.60225;17.234360307539134;17;4.25;False;5575.947018544659;2736.631678578958;2839.315339965701;1877.9370790961354;0.0;961.3782608695652;16733.86331420373
112120;1976 - 80;136.0;2;air-source;floor_only;1.65;0.8;245.8744;126.718;17.234360307539134;17;3.5;False;5050.54892988971;2961.3258129121455;2089.2231169775646;2089.223116977564;0.0;0.0;5279.925408878505
1159664;< 1975;152.0;4;air-source;radiator_only;2.0;1.35;484.56080000000003;155.9368;18.43156937168669;18;2.8;False;14587.700050331992;4853.847148962652;9733.85290136934;8890.151983693895;843.7009176754458;0.0;12317.551288546256
122887;2000 - 10;232.0;3;air-source;floor_only;1.4;0.4;243.1128;200.564;15.2285523427808;15;3.5;False;4442.295769066926;3858.9628044595293;583.3329646073971;583.3329646073975;0.0;0.0;10812.33820746133
706817;2000 - 10;168.0;3;air-source;floor_only;1.4;0.4;176.04719999999998;145.236;15.228552342780798;15;3.5;False;3422.633620490543;3017.758560310008;404.875060180535;404.8750601805352;0.0;0.0;11896.795679425835
748773;1981 - 85;200.0;2;ground-source;floor_only;1.65;0.8;361.58;186.35;17.234360307539134;17;4.25;False;5094.186434024182;2983.81557699052;2110.3708570336617;2110.3708570336607;0.0;0.0;6930.518675078864
877881;1981 - 85;160.0;2;ground-source;floor_only;1.65;0.8;289.264;149.07999999999998;17.234360307539134;17;4.25;False;6591.9586306127885;3755.7328534833764;2836.225777129412;2836.2257771294126;0.0;0.0;16031.7125
100119;1986 - 90;160.0;3;ground-source;floor_only;1.65;0.8;289.264;149.07999999999998;17.234360307539134;17;4.25;False;4759.375562599028;2990.456406914287;1768.9191556847409;1768.9191556847406;0.0;0.0;10541.951313868612
8087988;2000 - 10;198.0;2;air-source;floor_only;1.4;0.4;207.4842;171.171;15.2285523427808;15;3.5;False;5406.335759502204;3796.444359695045;1609.8913998071594;648.5131389375936;0.0;961.3782608695652;12322.351899224806
5610182;1995 - 00;140.0;2;air-source;floor_only;1.65;0.55;195.356;130.445;16.41679805073814;16;3.5;False;4800.1597787211;2808.9894894696818;1991.1702892514186;1029.7920283818535;0.0;961.3782608695652;11416.451088082902
113115;2000 - 10;305.0;2;ground-source;floor_only;1.4;0.4;319.60949999999997;263.6725;15.228552342780798;15;4.25;False;7072.541772123528;5171.036494355925;1901.5052777676028;940.1270168980383;0.0;961.3782608695652;11082.993833333332
757271;< 1975;150.0;2;ground-source;radiator_only;2.0;1.35;478.185;153.885;18.43156937168669;18;3.4;True;9699.7589634187;3046.321166564754;6653.437796853947;6076.737939995369;576.6998568585799;0.0;10452.09688976378
6901131;2000 - 10;195.0;4;air-source;floor_only;1.4;0.4;204.34049999999996;168.5775;15.228552342780798;15;3.5;False;6609.620848378835;4125.4421073509575;2484.1787410278775;561.4222192887471;0.0;1922.7565217391304;12959.808045634918
7474976;< 1975;180.0;2;air-source;radiator_only;2.0;1.35;573.822;184.66199999999998;18.43156937168669;18;2.8;False;12270.91778689145;3708.262089931407;8562.655696960042;7820.470609259802;742.1850877002433;0.0;11250.693546195653
1171127;1981 - 85;160.0;6;air-source;both;1.65;0.8;289.264;149.07999999999998;17.234360307539134;17;3.1;False;8114.2815291303305;4909.822538471768;3204.4589906585625;2857.1999814868905;347.2590091716728;0.0;7961.190716228469
801031;2000 - 10;120.0;2;air-source;floor_only;1.4;0.4;125.74799999999999;103.74;15.228552342780798;15;3.5;False;2435.8801669149943;2138.9891127536357;296.8910541613586;296.8910541613591;0.0;0.0;9776.495861344538
730976;1995 - 00;130.0;3;air-source;floor_only;1.65;0.55;181.402;121.1275;16.41679805073814;16;3.5;False;4076.051795160427;3090.282457834648;985.7693373257789;985.7693373257795;0.0;0.0;11827.06566964286
104118;1986 - 90;150.0;3;ground-source;floor_only;1.65;0.8;271.185;139.7625;17.234360307539134;17;4.25;False;5553.824179734103;2656.688613987566;2897.1355657465374;1455.0681744421897;0.0;1442.0673913043477;9536.134078947367
119498;1976 - 80;131.0;3;air-source;floor_only;1.65;0.8;236.8349;122.05924999999999;17.234360307539134;17;3.5;False;5577.334660463568;3412.013677468679;2165.320982994889;2165.320982994889;0.0;0.0;17770.565802752295
767371;1981 - 85;180.0;2;air-source;floor_only;1.65;0.8;325.422;167.71499999999997;17.234360307539134;17;3.5;False;6755.686340454743;3840.114342307559;2915.571998147184;2915.571998147184;0.0;0.0;6328.536611764705
841211;< 1975;112.0;2;air-source;both;2.0;1.35;357.0448;114.9008;18.43156937168669;18;3.1;False;8392.89112794547;2920.9787783416105;5471.912349603859;5190.434021963708;281.4783276401517;0.0;10072.914188811188
611629;< 1975;108.0;2;air-source;radiator_only;2.0;1.35;344.2932;110.7972;18.43156937168669;18;2.8;False;9370.669142366654;2961.5974933209777;6409.071649045676;5853.552710498043;555.5189385476359;0.0;9990.93991638796
8190108;2000 - 10;160.0;3;air-source;floor_only;1.4;0.4;167.664;138.32;15.228552342780798;15;3.5;False;4770.541411281721;2940.0784623582613;1830.4629489234594;388.3955576191121;0.0;1442.0673913043477;13853.82377631579
105714;1981 - 85;145.0;3;air-source;floor_only;1.65;0.8;262.14549999999997;135.10375;17.234360307539134;17;3.5;False;5358.113835525892;3299.03231586921;2059.081519656682;2059.081519656681;0.0;0.0;11659.883865079364
698983;< 1975;140.0;4;air-source;radiator_only;2.0;1.35;446.306;143.626;18.43156937168669;18;2.8;False;13163.509601631762;3992.180748643008;9171.328852988754;6620.288013654088;628.2843175955348;1922.7565217391304;11517.487767295595
417510;2000 - 10;180.0;4;air-source;floor_only;1.4;0.4;188.62199999999996;155.60999999999999;15.228552342780798;15;3.5;False;3552.2508012667886;3189.404897039968;362.8459042268205;362.8459042268206;0.0;0.0;7827.018700305811
7646451;> 2010;219.0;5;air-source;floor_only;1.4;0.24000000000000002;180.4341;189.32549999999998;13.931302342517295;14;3.5;False;3739.5272321015714;3832.6979434762343;-93.17071137466291;-93.17071137466253;0.0;0.0;5035.61064516129
477661;2000 - 10;230.0;4;ground-source;floor_only;1.4;0.4;241.01699999999997;198.83499999999998;15.228552342780798;15;4.25;False;6341.3958395295485;3904.1609544258617;2437.234885103687;514.4783633645569;0.0;1922.7565217391304;10917.550523114354
122671;1976 - 80;300.0;3;air-source;both;1.65;0.8;542.37;279.525;17.234360307539134;17;3.1;False;11278.714679539413;5751.391737555006;5527.3229419844065;4928.3411189057815;598.9818230786265;0.0;22815.306295811515
7747482;1981 - 85;200.0;2;ground-source;floor_only;1.65;0.8;361.58;186.35;17.234360307539134;17;4.25;False;6813.105485111779;3374.2346440216893;3438.8708410900895;2477.4925802205235;0.0;961.3782608695652;8829.208955613576
100120;1976 - 80;130.0;2;air-source;radiator_only;1.65;0.8;235.027;121.1275;17.234360307539134;17;2.8;False;5924.941280702214;2877.4783331276712;3047.4629475745423;2512.973799075233;534.4891484993093;0.0;7996.641212121211
776736;< 1975;180.0;2;air-source;radiator_only;2.0;1.35;573.822;184.66199999999998;18.43156937168669;18;2.8;False;12776.57803663587;3838.443551134782;8938.134485501088;8163.404032500001;774.7304530010871;0.0;6378.575537790697
731027;1995 - 00;220.0;3;ground-source;floor_only;1.65;0.55;306.988;204.985;16.41679805073814;16;4.25;False;8102.010271538788;5778.534436024083;2323.475835514705;2323.4758355147055;0.0;0.0;14377.083854166667
7679818;> 2010;180.0;2;air-source;floor_only;1.4;0.24000000000000002;148.302;155.60999999999999;13.931302342517295;14;3.5;False;3577.5310888682598;2708.6291263456437;868.901962522616;-92.47629834694902;0.0;961.3782608695652;5618.490347137637
751108;1995 - 00;180.0;2;ground-source;floor_only;1.65;0.55;251.17199999999997;167.71499999999997;16.416798050738137;16;4.25;False;5418.9323447861525;3222.1622990089627;2196.77004577719;1235.3917849076247;0.0;961.3782608695652;13461.033660907127
816571;1986 - 90;120.0;2;air-source;floor_only;1.65;0.8;216.948;111.81;17.234360307539134;17;3.5;False;5122.409196362065;2998.360938353606;2124.048258008459;2124.048258008458;0.0;0.0;8145.472246376811
310610;1981 - 85;160.0;2;air-source;floor_only;1.65;0.8;289.264;149.07999999999998;17.234360307539134;17;3.5;False;5449.283085154777;3166.8242083810464;2282.4588767737305;2282.458876773731;0.0;0.0;7260.6006603773585
8773113;1976 - 80;160.0;1;air-source;radiator_only;1.65;0.8;289.264;149.07999999999998;17.234360307539134;17;2.8;False;7796.182166022033;3431.685995058281;4364.496170963752;3599.0148895904863;765.4812813732661;0.0;10751.641914893618
897731;< 1975;639.0;2;air-source;radiator_only;2.0;1.35;2037.0681000000002;655.5500999999999;18.43156937168669;18;2.8;False;58258.58059263194;15547.715842535728;42710.86475009621;39008.81622424489;3702.0485258513254;0.0;28542.43011792453
9073879;1976 - 80;138.0;2;air-source;radiator_only;1.65;0.8;249.4902;128.5815;17.234360307539134;17;2.8;False;11752.828526206786;4883.947605292578;6868.880920914207;4871.396193504107;1036.1064665405358;961.3782608695652;13220.10655
461222;< 1975;204.0;2;air-source;both;2.0;1.35;650.3316000000001;209.28359999999998;18.43156937168669;18;3.1;False;22437.203742935988;6650.036895155393;15787.166847780594;14063.14147000458;762.6471169064463;961.3782608695652;8648.115973684211
468665;< 1975;170.0;4;air-source;radiator_only;2.0;1.35;541.943;174.403;18.43156937168669;18;2.8;False;2704.884852037324;1794.6344730492292;910.2503789880948;831.3526302910049;78.89774869708991;0.0;4502.64
1191021;< 1975;380.0;3;air-source;both;2.0;1.35;1211.402;389.842;18.43156937168669;18;3.1;False;28255.95638771196;8846.95991105482;19408.996476657143;18410.586502159185;998.4099744979573;0.0;22647.240288944722
9097838;1981 - 85;213.5;5;ground-source;both;1.65;0.8;385.98665;198.928625;17.234360307539134;17;3.7642857142857147;True;8205.512462759583;4750.493701200055;3455.0187615595287;3080.6072320919207;374.41152946760843;0.0;8830.783320974577
112691;1991 - 95;320.0;2;air-source;floor_only;1.65;0.55;446.52799999999996;298.15999999999997;16.41679805073814;16;3.5;False;2138.4301366497434;1673.6144002947;464.8157363550433;464.8157363550433;0.0;0.0;3410.0466858789623
699801;1976 - 80;225.0;2;air-source;floor_only;1.65;0.8;406.7775;209.64375;17.234360307539134;17;3.5;False;4498.6859826134105;2676.908366634867;1821.7776159785435;1821.777615978543;0.0;0.0;7444.5178340080965
808410;1991 - 95;204.0;2;air-source;floor_only;1.65;0.55;284.66159999999996;190.077;16.416798050738137;16;3.5;False;9176.080608572296;6372.862520700204;2803.218087872092;2803.218087872093;0.0;0.0;11802.207093023258
111901;< 1975;209.0;3;air-source;radiator_only;2.0;1.35;666.2711;214.4131;18.43156937168669;18;2.8;False;18022.67962284611;5463.610911795987;12559.068711050124;11470.486635275034;1088.5820757750841;0.0;14111.405996884736
7146661;< 1975;186.0;3;air-source;floor_only;2.0;1.35;592.9494000000001;190.81740000000002;18.43156937168669;18;3.5;False;13122.233758598502;4975.177581776781;8147.056176821721;8147.056176821719;0.0;0.0;8330.455688836104
876790;2000 - 10;180.0;3;air-source;floor_only;1.4;0.4;188.62199999999996;155.60999999999999;15.228552342780798;15;3.5;False;5347.681017072928;3416.2089988660364;1931.4720182068913;489.40462690254276;0.0;1442.0673913043477;14139.375665188472
1015877;< 1975;170.0;2;air-source;radiator_only;2.0;1.35;541.943;174.403;18.43156937168669;18;2.8;False;14613.791670670222;4311.431403239513;10302.360267430708;9409.38285140344;892.97741602727;0.0;8727.330810185184
8280779;< 1975;175.0;1;air-source;radiator_only;2.0;1.35;557.8825;179.5325;18.43156937168669;18;2.8;False;12322.894581308738;3447.076939674738;8875.817641634;8106.488624106618;769.3290175273804;0.0;16674.49843382353
970979;< 1975;165.0;3;air-source;both;2.0;1.35;526.0035;169.2735;18.43156937168669;18;3.1;False;10895.012257027554;3898.531074393489;6996.481182634066;6636.578154802087;359.90302783197893;0.0;7677.081075581395
1141047;1995 - 00;148.0;2;air-source;floor_only;1.65;0.55;206.5192;137.899;16.41679805073814;16;3.5;False;4654.857580563283;3353.907700327981;1300.9498802353019;1300.9498802353016;0.0;0.0;5386.660641025641
