Household_ID;era;area;residents;hp_type;emitter;huellzahl;u_as_built;H_as_built;H_reference;T_bal_q_int_5.0;base_used;jaz_as_built;jaz_derived;E_as_built;E_reference;deficiency_kwh_yr;term_envelope;term_emitter;term_dhw;kwh_yr_actual
700831;1976 - 80;450.0;2;ground-source;both;1.65;0.8;813.555;419.2875;17.234360307539134;17;3.7642857142857147;True;15558.351021598492;7065.1257101245055;8493.225311473987;6715.6400866051845;816.2069639992344;961.3782608695652;28077.360375000004
1191127;2000 - 10;220.0;3;ground-source;floor_only;1.4;0.4;230.53799999999998;190.19;15.228552342780798;15;4.25;False;3305.3195898182275;2920.976444157496;384.34314566073135;384.3431456607312;0.0;0.0;12906.403699324324
121798;1981 - 85;207.0;2;ground-source;both;1.65;0.8;374.2353;192.87225;17.234360307539134;17;3.7642857142857147;True;8138.602943808584;3678.183347384733;4460.4195964238515;3119.859192553731;379.18214300055433;961.3782608695652;10345.895731132076
114671;< 1975;260.0;4;ground-source;radiator_only;2.0;1.35;828.854;266.734;18.43156937168669;18;3.4;True;14695.611075810908;4881.628678129519;9813.98239768139;8963.336097714227;850.6462999671626;0.0;12789.988651488618
1121037;2000 - 10;150.0;4;ground-source;floor_only;1.4;0.4;157.18499999999997;129.67499999999998;15.228552342780798;15;4.25;False;3056.1465993245865;2780.127215410964;276.01938391362273;276.0193839136231;0.0;0.0;14483.567137628112
120912;< 1975;300.0;2;ground-source;radiator_only;2.0;1.35;956.37;307.77;18.43156937168669;18;3.4;True;36485.491320012785;9942.2671685422;26543.224151470586;24242.537794117652;2300.6863573529413;0.0;18920.593484848483
9880798;1991 - 95;150.0;4;ground-source;floor_only;1.65;0.55;209.31;139.7625;16.41679805073814;16;4.25;False;5909.370597018463;3153.4227987223517;2755.947798296111;833.1912765569803;0.0;1922.7565217391304;15802.115996592845
680861;1991 - 95;400.0;2;ground-source;floor_only;1.65;0.55;558.16;372.7;16.41679805073814;16;4.25;False;8082.23028249177;5642.466188949069;2439.7640935427007;2439.7640935426994;0.0;0.0;22998.057127071825
468185;1976 - 80;300.0;2;ground-source;both;1.65;0.8;542.37;279.525;17.234360307539134;17;3.7642857142857147;True;10910.740441398983;4943.599615901094;5967.140825497889;4463.30090310953;542.4616615187942;961.3782608695652;7962.671466237944
674801;1995 - 00;150.0;2;ground-source;floor_only;1.65;0.55;209.31;139.7625;16.41679805073814;16;4.25;False;5633.137070893163;4007.13395453098;1626.0031163621825;1626.0031163621816;0.0;0.0;11140.412258064516
781007;1986 - 90;200.0;2;ground-source;floor_only;1.65;0.8;361.58;186.35;17.234360307539134;17;4.25;False;6222.435903608506;3565.289355012089;2657.1465485964172;2657.1465485964163;0.0;0.0;7173.7546842783495
761079;1976 - 80;250.0;2;ground-source;radiator_only;1.65;0.8;451.97499999999997;232.9375;17.234360307539134;17;3.4;True;8962.23301606451;4129.7584700484385;4832.474546016072;3984.9153632865705;847.5591827295012;0.0;10551.193100944081
107998;1976 - 80;230.0;2;ground-source;floor_only;1.65;0.8;415.817;214.3025;17.234360307539134;17;4.25;False;2558.496923203529;1676.9796337928092;881.51728941072;881.5172894107207;0.0;0.0;5361.195591715976
461089;1976 - 80;235.0;2;ground-source;floor_only;1.65;0.8;424.8565;218.96125;17.234360307539134;17;4.25;False;6799.672557717498;3862.783825096748;2936.8887326207505;2936.88873262075;0.0;0.0;7985.784575736326
711368;< 1975;250.0;3;air-source;radiator_only;2.0;1.35;796.975;256.47499999999997;18.43156937168669;18;2.8;False;;;;;;1442.0673913043477;
114109;1976 - 80;200.0;1;ground-source;radiator_only;1.65;0.8;361.58;186.35;17.234360307539134;17;3.4;True;6775.109041689668;3010.695947557122;3764.4130941325457;3104.1793246345687;660.2337694979763;0.0;13300.992083911236
107114;1976 - 80;185.0;2;ground-source;floor_only;1.65;0.8;334.4615;172.37374999999997;17.234360307539134;17;4.25;False;5475.761248408708;3180.4704435776002;2295.2908048311074;2295.290804831108;0.0;0.0;11432.219685512366
671048;2000 - 10;240.0;2;air-source;floor_only;1.4;0.4;251.49599999999998;207.48;15.228552342780798;15;3.5;False;4821.603051043185;3314.0496402916465;1507.5534107515382;546.1751498819734;0.0;961.3782608695652;7798.3147120786525
109711;1995 - 00;160.0;2;ground-source;floor_only;1.65;0.55;223.26399999999998;149.07999999999998;16.41679805073814;16;4.25;False;4265.599866225231;2452.0479684233683;1813.551897801863;852.173636932298;0.0;961.3782608695652;6413.6133918539335
