Household_ID;area_m2;footprint_m2;n_storeys_above;heated_basement;era_raw;era;renovation_count;residents;hp_type;dhw_electric;installed_kw;building_type;visit_date;pv;emitter;storey_sum_m2;storey_reconciles;geometry_complete;n_days;n_months;hdd_per_day;b_line;b_step;step_kwh_day;floor_line;floor_step;r2_line;r2_step;step_lo;step_hi;beta_phys;hdd_corrected;bp_lo;bp_hi;excess_b_line;excess_lo_b_line;excess_hi_b_line;status_b_line;excess_b_step;excess_lo_b_step;excess_hi_b_step;status_b_step
120701;236.0;110.0;2;True;1986 - 90;1976_1990;0;2;ground-source;False;10.88;single family house;2016-10-13;False;floor_only;236.0;True;True;576;20;3.52981418578905;2.0988570311435506;1.5396075125207815;7.173392128078227;18.279657316415296;16.243578740157478;0.7537655581333685;0.8089629916809559;4.681106219467385;9.252551448264198;2.674938980920957;3.692274252917416;2.5007401083549157;3.451949104068997;-776.3741810177572;-1881.066857260632;-443.2937452700776;BELOW_PHYSICS;-1530.0636294948251;-2634.631287659764;-1250.5443950876004;BELOW_PHYSICS
706646;160.0;100.0;3;False;2000 - 10;2001_2010;0;4;air-source;True;6.1;single family house;2018-08-20;;floor_only;160.0;True;True;939;31;3.790436125387785;3.173963436284273;2.5308650858215893;7.997366056225572;12.261291135559974;10.125340796019913;0.5040681053655327;0.5222009000466806;2.3848052642355713;14.40105806469618;1.8354102857142855;3.4086655803846986;1.702256671820248;2.1490679649777498;1665.3782189301455;672.8406942864884;2333.5323637911283;SLOPE_EXCESS;865.2590865412668;-180.3833740204483;1540.8386869062074;INCONCLUSIVE
1078861;160.0;70.0;1;True;< 1975;pre1975;0;2;ground-source;False;10.0;single family house;2018-10-17;True;radiator_only;160.0;True;True;393;16;0.5341745952723383;4.314783266532381;2.7148020708513547;9.437382970547828;17.92357987582823;16.953208201892735;0.40879387949689483;0.47261378733893367;6.2629288896390545;15.807001220445114;2.843234455080017;0.42665702497790603;2.4269612294716074;4.055633644785569;229.16402287147434;-168.2711103778809;702.6824555605269;INCONCLUSIVE;-20.000751322524447;-520.7234502810272;154.95887031934066;INCONCLUSIVE
190821;155.0;45.0;3;True;> 2010;post2010;0;4;ground-source;False;;single family house;2018-12-05;True;floor_only;155.0;True;True;1292;43;3.9551401545744156;1.209977911433949;0.8660866848837199;4.509663773158914;8.7291363521909;7.401626436781612;0.6066484944131654;0.6544761652481834;2.7836061145790953;6.439620806595789;0.8622004296035818;3.6723678315454187;0.7887659814606305;1.0108779140501643;466.16589543554494;191.3563669131661;603.0962480582384;SLOPE_EXCESS;5.209191989722711;-293.30237526248;149.07976592965426;INCONCLUSIVE
105898;160.0;80.0;2;False;1981 - 85;1976_1990;1;2;air-source;False;10.0;single family house;2018-12-14;;floor_only;160.0;True;True;789;26;3.7449600944141364;3.9325606832652737;2.3245020080121863;20.877266821094203;25.200989669141013;19.183616766467104;0.7298996774496328;0.8518474659571222;15.544889775470038;24.497934438404506;2.0386381116287127;3.3677698690774602;1.6608316100588794;2.5999199676057523;2328.077810460007;1358.6490252426058;3026.993665377631;SLOPE_EXCESS;351.39419316753043;-392.12022411383697;924.1380113640264;INCONCLUSIVE
1178890;210.0;100.0;2;True;2000 - 10;2001_2010;0;1;air-source;False;12.0;single family house;2019-01-14;;floor_only;210.0;True;True;180;7;3.9353222222222217;2.3256247238832004;2.1190182846127676;2.984728246386876;17.28818956577524;16.244088235294104;0.33614731333100656;0.33955419129397235;-1.8167542352747816;10.1289343652231;1.8545759999999998;3.1432286119985795;1.7292250189510583;2.2655034477676343;540.4240466926096;-519.9899850357579;913.7332010864546;INCONCLUSIVE;303.38893265425014;-1042.7349451004684;1045.319763041888;INCONCLUSIVE
731201;255.0;120.0;2;True;1976 - 80;1976_1990;2;3;air-source;False;10.78;single family house;2019-02-07;;both;255.0;True;True;539;19;5.612336116264688;4.6421295513342455;3.6379934911862337;15.861698987454245;37.030478421479856;32.74878712871286;0.7800482753907045;0.8077783610322732;2.886234055105585;24.633791015624315;3.2653228115457567;4.4826965784861725;2.33474649130402;4.6863586465678875;2252.7095045155947;-646.907811100254;4202.378707594469;INCONCLUSIVE;609.7578968921663;-2101.91205739637;2327.5952720523483;INCONCLUSIVE
1228011;120.0;60.0;2;False;2000 - 10;2001_2010;0;3;air-source;True;10.0;single family house;2019-04-01;False;floor_only;120.0;True;True;678;23;3.1753181993074264;2.2878658425984506;1.3954393646093188;10.83304356987911;14.677134235609161;12.04641666666666;0.44402180088717613;0.5067413034014235;5.401518695592077;18.050611398131352;1.1072444723826114;3.321462551576806;1.025498066555725;1.2822037878966024;1431.3072290985704;769.4195198742601;2709.8175996288805;SLOPE_EXCESS;349.38841786165364;-320.65828083750193;1156.0835352135823;INCONCLUSIVE
114117;260.0;100.0;3;False;1991 - 95;1991_2000;0;2;air-source;True;24.0;single family house;2019-04-04;;floor_only;260.0;True;True;340;12;3.053833546462063;3.6538284381649624;3.3900771626701443;3.053096084655858;50.317007318985354;49.577952380952404;0.5067951893470657;0.509218237866696;-6.377080063062158;11.299140298505211;2.6575131428571432;2.439164174490466;2.5021773804770624;2.999819070396051;887.0144498062784;116.35410705628335;1739.4906613108117;SLOPE_EXCESS;652.1980281167375;-90.07821084878044;1437.8842935817106;INCONCLUSIVE
8627071;250.0;150.0;2;False;2000 - 10;2001_2010;0;3;ground-source;True;16.2;other;2019-05-02;;both;250.0;True;True;270;9;3.314391975308642;2.415929624696119;2.8055134703101485;-4.254369476167065;73.6421807575153;74.46237500000002;0.1954509095246113;0.19867927671531338;-30.07054771367503;15.4113264204713;2.0261562336707093;2.6472779355500333;1.767814420945022;2.5919554209065483;376.62105174302013;-1499.4463062992013;1551.202992913904;INCONCLUSIVE;753.0589540103942;-1986.8834478547317;2622.330366199386;INCONCLUSIVE
867211;245.0;150.0;2;True;1991 - 95;1991_2000;0;2;ground-source;True;10.6;single family house;2019-05-21;;both;245.0;True;True;718;24;3.190704069274555;1.6672409643647799;1.1062543762546313;6.887692435387333;9.124316328478782;7.278554572271408;0.7172411396803944;0.8009767215534199;4.887805196539734;8.976680628485973;2.7106982562230493;3.3375565578185724;2.4067914764287512;3.75443890952125;-1271.1481704444889;-2571.412738467807;-797.1087107427969;BELOW_PHYSICS;-1954.546600532771;-3271.7723710766936;-1495.4886335871768;BELOW_PHYSICS
1114677;220.0;140.0;2;False;> 2010;post2010;0;3;air-source;True;11.3;single family house;2019-05-28;;floor_only;220.0;True;True;500;17;6.703276086956523;4.655557176406492;4.465151744189421;3.791073987314387;28.838414907935544;27.27903174603175;0.6504479052068244;0.6517771784344433;-4.0737803527261605;19.395297112673997;1.5022348470252125;5.354054382553133;1.376668479364039;1.7173745389711537;6162.31662158767;5136.519154888535;7227.075971158459;SLOPE_EXCESS;5790.220642417008;4272.267429631378;6800.560968055756;SLOPE_EXCESS
611797;275.0;100.0;2;True;1976 - 80;1976_1990;2;2;air-source;True;35.0;single family house;2019-05-28;;floor_only;275.0;True;True;1130;38;3.7071054828780303;5.38025459361746;4.812260032650262;6.967924001781565;13.157144625924543;11.254662499999993;0.9296800321925389;0.9390417957382504;4.211443516005752;9.59014220466579;2.72004;3.4420663722172984;2.0327164070110597;3.8978092873700945;3342.1718463839134;1764.8584312257376;4335.877427151703;SLOPE_EXCESS;2628.5694794476685;1111.6572103720266;3688.8526994967833;SLOPE_EXCESS
1137376;200.0;150.0;1;True;1981 - 85;1976_1990;0;5;ground-source;True;14.4;single family house;2019-05-28;False;floor_only;200.0;True;True;1678;57;3.471233024131558;3.9526931645097845;2.970470496216512;11.773896058016732;27.705409677766813;24.90522068095842;0.6397258787913231;0.672168896442463;7.886553485883931;15.993252256975897;2.4638509289356234;3.2230575897228952;2.23964593652624;3.2405135573813704;1751.4978575525654;723.0021498583965;2222.575764456892;SLOPE_EXCESS;595.995375120781;-576.2475628209525;1114.6635691837353;INCONCLUSIVE
700831;450.0;300.0;2;False;1976 - 80;1976_1990;0;2;ground-source;True;22.9;other;2019-07-22;;both;450.0;True;True;836;28;3.998555786699951;7.5902538633346515;5.307543688063889;29.06471603724084;46.472724004203286;38.63426149425286;0.8326668841658083;0.8973419963008308;21.88173775255092;35.93304761250555;5.6033156646697355;3.595823549190603;4.738863548542553;7.548689549176076;2607.8078954241664;-205.29503452064645;4075.2344984719443;INCONCLUSIVE;-388.19350111453315;-3043.4094134975644;1255.417511373599;INCONCLUSIVE
1191127;220.0;85.0;2;True;2000 - 10;2001_2010;0;3;ground-source;False;8.03;single family house;2019-09-23;True;floor_only;220.0;True;True;296;10;3.0535557432432436;3.335937778736929;2.7271507500286973;6.6572861904742915;25.173538171770872;23.838805194805186;0.3631309125732618;0.37181414180491745;0.4872373268038938;13.75728306503106;1.456427746665957;2.438942286935498;1.3599293885293517;1.7503990966146428;1673.1660210171467;1123.4224661801431;2153.0723463367417;SLOPE_EXCESS;1131.2153247773192;492.0151141680531;1772.407855400858;SLOPE_EXCESS
