household_id;schema_version;generated_utc;phys_status;phys_status_reason;phys_no_result_reason;phys_no_result_is_fixable;phys_excess_confirmed;phys_era;phys_rank_in_era;phys_n_excess_confirmed_in_era;phys_deficiency_kwh_yr;phys_deficiency_lo_kwh_yr;phys_deficiency_hi_kwh_yr;phys_deficiency_band_kwh_yr;phys_rank_on;phys_deficiency_pct_of_reference;phys_deficiency_pct_lo;phys_deficiency_pct_hi;phys_term_envelope_kwh_yr;phys_term_emitter_kwh_yr;phys_term_dhw_kwh_yr;phys_scenario_capacity_lo_kwh_yr;phys_scenario_capacity_mid_kwh_yr;phys_scenario_capacity_hi_kwh_yr;phys_scenario_never_sum_into_total;phys_context_e_as_built_kwh_yr;phys_context_e_reference_kwh_yr;phys_level_is_not_a_prediction;phys_completeness_tier;phys_jaz_derived;phys_geometry_reconciles;phys_hdd_correction_extrapolated;phys_pv_level;phys_n_meter_days;visit_status;visit_technician_recoverable_kwh;visit_slope_excess_pct;visit_fault_axis_available;visit_fault_probability;visit_named_fault;visit_advisory_night_setback_prob;visit_in_training_set;visit_rank_in_era;visit_never_sum_with_phys_deficiency;setting_fault_flag;setting_fault_name
4710670;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;4.0;37.0;5230.0;4567.0;7979.0;3412.0;phys_deficiency_lo_kwh_yr;162.8;142.2;248.3;4911.0;319.0;0.0;0.0;0.0;0.0;True;8443.0;3213.0;True;T1;False;True;False;PV;1154.0;NO_SLOPE_EXCESS;-718.0;-9.3;False;;;;;;True;;
716869;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;35.0;62.0;1514.0;943.0;2453.0;1510.0;phys_deficiency_lo_kwh_yr;63.3;39.5;102.6;1514.0;0.0;0.0;0.0;0.0;0.0;True;3904.0;2391.0;True;T2;False;True;False;no PV;1166.0;NO_SLOPE_EXCESS;-91.0;-2.9;True;0.55;heating curve too high;0.596;False;;True;True;heating curve too high
115508;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;26.0;37.0;2620.0;1505.0;5127.0;3621.0;phys_deficiency_lo_kwh_yr;125.6;72.1;245.7;2447.0;174.0;0.0;0.0;0.0;0.0;True;4707.0;2087.0;True;T3;True;True;False;no PV;1217.0;SLOPE_EXCESS;481.0;12.1;False;;;;;10.0;True;;
781099;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;28.0;62.0;1520.0;1115.0;2346.0;1230.0;phys_deficiency_lo_kwh_yr;79.5;58.3;122.7;1369.0;151.0;0.0;0.0;0.0;0.0;True;3432.0;1912.0;True;T2;True;True;False;no PV;1454.0;SLOPE_EXCESS;1312.0;48.7;True;0.624;heating curve too high;0.713;True;19.0;True;True;heating curve too high
105768;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;22.0;37.0;4009.0;1664.0;7870.0;6205.0;phys_deficiency_lo_kwh_yr;163.9;68.1;321.8;3490.0;519.0;0.0;0.0;0.0;0.0;True;6455.0;2446.0;True;T3;True;True;False;PV;1158.0;NO_SLOPE_EXCESS;-2196.0;-36.1;False;;;;;;True;;
8010411;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-156.0;-518.0;171.0;690.0;phys_deficiency_lo_kwh_yr;-3.2;-10.6;3.5;-156.0;0.0;0.0;144.0;287.0;431.0;True;4731.0;4887.0;True;T1;False;True;False;no PV;1126.0;SLOPE_EXCESS;2714.0;94.2;True;0.334;;0.305;True;3.0;True;False;
7086681;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;26.0;35.0;382.0;180.0;630.0;450.0;phys_deficiency_lo_kwh_yr;20.0;9.4;33.0;382.0;0.0;0.0;11.0;22.0;34.0;True;2289.0;1907.0;True;T1;False;True;False;no PV;1396.0;SLOPE_EXCESS;2032.0;105.9;False;;;;;6.0;True;;
868122;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;4.0;62.0;2958.0;2455.0;4144.0;1689.0;phys_deficiency_lo_kwh_yr;104.0;86.3;145.7;2639.0;319.0;0.0;0.0;0.0;0.0;True;5803.0;2845.0;True;T1;False;True;False;no PV;1537.0;NO_SLOPE_EXCESS;-614.0;-11.3;True;0.411;;0.298;True;;True;False;
881223;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;3.0;62.0;3340.0;2590.0;5155.0;2565.0;phys_deficiency_lo_kwh_yr;119.2;92.4;184.0;1863.0;516.0;961.0;121.0;241.0;362.0;True;6142.0;2802.0;True;T2;False;True;False;no PV;1206.0;SLOPE_EXCESS;5435.0;122.4;True;0.204;;0.297;False;1.0;True;False;
118708;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;18.0;20.0;458.0;350.0;730.0;380.0;phys_deficiency_lo_kwh_yr;25.2;19.2;40.1;458.0;0.0;0.0;17.0;35.0;52.0;True;2277.0;1819.0;True;T2;False;False;False;no PV;1395.0;SLOPE_EXCESS;1612.0;104.8;False;;;;;7.0;True;;
1037610;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-88.0;-326.0;110.0;436.0;phys_deficiency_lo_kwh_yr;-2.5;-9.3;3.1;-88.0;0.0;0.0;19.0;39.0;58.0;True;3423.0;3511.0;True;T1;False;True;False;no PV;1240.0;SLOPE_EXCESS;12.0;0.7;True;0.568;heating curve too high;0.535;True;14.0;True;True;heating curve too high
6885841;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-94.0;-285.0;82.0;367.0;phys_deficiency_lo_kwh_yr;-3.1;-9.4;2.7;-94.0;0.0;0.0;23.0;46.0;69.0;True;2936.0;3030.0;True;T1;False;True;False;no PV;1288.0;SLOPE_EXCESS;615.0;42.2;True;0.68;heating curve too high;0.318;False;7.0;True;True;heating curve too high
2794690;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;49.0;62.0;1186.0;678.0;2034.0;1356.0;phys_deficiency_lo_kwh_yr;32.8;18.7;56.3;1186.0;0.0;0.0;0.0;0.0;0.0;True;4802.0;3616.0;True;T2;False;True;False;no PV;1214.0;SLOPE_EXCESS;1063.0;41.1;True;0.084;;0.216;False;26.0;True;False;
111119;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;14.0;62.0;1704.0;1414.0;2535.0;1121.0;phys_deficiency_lo_kwh_yr;74.9;62.2;111.5;1704.0;0.0;0.0;0.0;0.0;0.0;True;3977.0;2274.0;True;T1;False;True;False;no PV;1550.0;NO_SLOPE_EXCESS;-732.0;-22.6;True;0.874;heating limit too high;0.344;True;;True;True;heating limit too high
105807;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;39.0;62.0;1590.0;878.0;2885.0;2008.0;phys_deficiency_lo_kwh_yr;70.0;38.6;127.0;1392.0;198.0;0.0;82.0;164.0;247.0;True;3862.0;2272.0;True;T3;True;True;False;no PV;1243.0;SLOPE_EXCESS;3516.0;112.6;False;;;;;3.0;True;;
7374981;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-140.0;-466.0;146.0;613.0;phys_deficiency_lo_kwh_yr;-3.2;-10.5;3.3;-140.0;0.0;0.0;106.0;212.0;319.0;True;4291.0;4431.0;True;T1;False;True;False;PV;1159.0;SLOPE_EXCESS;3752.0;153.6;True;0.515;heating curve too high;0.546;True;2.0;True;True;heating curve too high
861116;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;44.0;62.0;1328.0;789.0;2182.0;1393.0;phys_deficiency_lo_kwh_yr;55.7;33.1;91.5;1328.0;0.0;0.0;23.0;46.0;69.0;True;3713.0;2385.0;True;T2;False;True;False;no PV;1365.0;SLOPE_EXCESS;623.0;21.0;True;0.608;heating curve too high;0.811;False;34.0;True;True;heating curve too high
108511;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;24.0;35.0;468.0;243.0;834.0;591.0;phys_deficiency_lo_kwh_yr;12.4;6.5;22.2;468.0;0.0;0.0;0.0;0.0;0.0;True;4224.0;3756.0;True;T1;False;True;False;no PV;804.0;SLOPE_EXCESS;2149.0;90.5;True;0.837;heating curve too high;0.76;True;5.0;True;True;heating curve too high
119701;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
86109;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;47.0;62.0;1425.0;776.0;2335.0;1559.0;phys_deficiency_lo_kwh_yr;59.7;32.5;97.9;1425.0;0.0;0.0;0.0;0.0;0.0;True;3811.0;2386.0;True;T2;False;True;False;no PV;1434.0;NO_SLOPE_EXCESS;-148.0;-4.8;False;;;;;;True;;
1037311;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;58.0;62.0;947.0;236.0;1829.0;1593.0;phys_deficiency_lo_kwh_yr;37.7;9.4;72.9;947.0;0.0;0.0;0.0;0.0;0.0;True;3457.0;2510.0;True;T2;False;True;False;no PV;1163.0;NO_SLOPE_EXCESS;-969.0;-41.3;True;0.663;heating curve too high;0.797;True;;True;True;heating curve too high
768498;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
116121;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;1.0;37.0;10242.0;9139.0;14739.0;5600.0;phys_deficiency_lo_kwh_yr;233.2;208.1;335.6;8367.0;913.0;961.0;0.0;0.0;0.0;True;14633.0;4391.0;True;T1;False;True;False;no PV;1241.0;NO_SLOPE_EXCESS;-4161.0;-32.2;True;0.753;heating limit too high;0.345;False;;True;True;heating limit too high
120741;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;16.0;62.0;1634.0;1364.0;2437.0;1073.0;phys_deficiency_lo_kwh_yr;69.8;58.3;104.1;1634.0;0.0;0.0;48.0;95.0;143.0;True;3975.0;2341.0;True;T1;False;True;False;no PV;1208.0;SLOPE_EXCESS;3468.0;107.2;True;0.914;heating limit too high;0.273;True;4.0;True;True;heating limit too high
114721;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;36.0;62.0;1565.0;929.0;2525.0;1596.0;phys_deficiency_lo_kwh_yr;73.6;43.7;118.7;1386.0;179.0;0.0;58.0;115.0;173.0;True;3692.0;2127.0;True;T2;False;True;False;no PV;1520.0;SLOPE_EXCESS;3099.0;104.9;True;0.229;;0.276;True;6.0;True;False;
815461;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;46.0;62.0;1385.0;785.0;2393.0;1608.0;phys_deficiency_lo_kwh_yr;55.2;31.3;95.4;1385.0;0.0;0.0;;;;True;3893.0;2508.0;True;T2;False;True;False;PV;1142.0;SLOPE_EXCESS;799.0;25.3;False;;;;;30.0;True;;
1678757;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;40.0;62.0;1436.0;862.0;2390.0;1528.0;phys_deficiency_lo_kwh_yr;56.9;34.1;94.7;1436.0;0.0;0.0;0.0;0.0;0.0;True;3960.0;2524.0;True;T2;False;True;False;no PV;1437.0;NO_SLOPE_EXCESS;-1013.0;-31.4;False;;;;;;True;;
971071;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;32.0;62.0;1686.0;1003.0;3031.0;2029.0;phys_deficiency_lo_kwh_yr;57.8;34.4;103.9;1686.0;0.0;0.0;0.0;0.0;0.0;True;4604.0;2918.0;True;T2;False;True;False;no PV;1566.0;SLOPE_EXCESS;588.0;15.2;True;0.646;heating curve too high;0.231;True;36.0;True;True;heating curve too high
121728;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-136.0;-489.0;191.0;680.0;phys_deficiency_lo_kwh_yr;-2.4;-8.8;3.4;-136.0;0.0;0.0;0.0;0.0;0.0;True;5431.0;5567.0;True;T1;False;True;False;no PV;1561.0;NO_SLOPE_EXCESS;-917.0;-32.2;True;0.849;heating curve too high;0.814;True;;True;True;heating curve too high
114798;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;15.0;37.0;4199.0;2306.0;8377.0;6071.0;phys_deficiency_lo_kwh_yr;134.9;74.1;269.1;3698.0;501.0;0.0;0.0;0.0;0.0;True;7312.0;3113.0;True;T3;True;True;False;no PV;1075.0;NO_SLOPE_EXCESS;-2651.0;-42.7;True;0.567;heating limit too high;0.631;True;;True;True;heating limit too high
1081057;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-94.0;-336.0;94.0;429.0;phys_deficiency_lo_kwh_yr;-3.0;-10.7;3.0;-94.0;0.0;0.0;21.0;43.0;64.0;True;3032.0;3126.0;True;T1;False;True;False;no PV;1199.0;NO_SLOPE_EXCESS;-91.0;-5.9;True;0.707;heating curve too high;0.585;True;;True;True;heating curve too high
9776611;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-94.0;-324.0;120.0;444.0;phys_deficiency_lo_kwh_yr;-3.3;-11.5;4.3;-94.0;0.0;0.0;31.0;61.0;92.0;True;2726.0;2820.0;True;T1;False;True;False;no PV;1246.0;SLOPE_EXCESS;722.0;44.6;True;0.466;;0.377;False;6.0;True;False;
996610;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
7411010;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-131.0;-457.0;133.0;590.0;phys_deficiency_lo_kwh_yr;-3.4;-11.8;3.4;-131.0;0.0;0.0;112.0;224.0;337.0;True;3729.0;3861.0;True;T1;False;True;False;no PV;1553.0;SLOPE_EXCESS;1187.0;52.7;False;;;;;5.0;True;;
512280;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-123.0;-460.0;138.0;598.0;phys_deficiency_lo_kwh_yr;-3.3;-12.3;3.7;-123.0;0.0;0.0;28.0;56.0;84.0;True;3607.0;3729.0;True;T1;False;True;False;no PV;1427.0;SLOPE_EXCESS;149.0;7.0;True;0.042;;0.132;True;12.0;True;False;
7710511;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;9.0;37.0;4209.0;2661.0;7124.0;4463.0;phys_deficiency_lo_kwh_yr;141.4;89.4;239.3;3742.0;467.0;0.0;72.0;144.0;217.0;True;7186.0;2977.0;True;T2;False;True;False;no PV;1237.0;SLOPE_EXCESS;3262.0;53.7;True;0.332;;0.171;False;2.0;True;False;
823761;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;19.0;20.0;886.0;342.0;1629.0;1287.0;phys_deficiency_lo_kwh_yr;29.8;11.5;54.7;886.0;0.0;0.0;0.0;0.0;0.0;True;3865.0;2979.0;True;T2;False;True;False;no PV;1546.0;NO_SLOPE_EXCESS;-180.0;-5.8;True;0.726;heating limit too high;0.392;True;;True;True;heating limit too high
1101758;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;59.0;62.0;829.0;230.0;1730.0;1500.0;phys_deficiency_lo_kwh_yr;40.1;11.2;83.8;829.0;0.0;0.0;0.0;0.0;0.0;True;2893.0;2064.0;True;T2;False;True;False;no PV;1518.0;SLOPE_EXCESS;96.0;4.5;True;0.885;heating curve too high;0.709;True;45.0;True;True;heating curve too high
1061168;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-63.0;-207.0;81.0;288.0;phys_deficiency_lo_kwh_yr;-3.4;-11.2;4.4;-63.0;0.0;0.0;6.0;13.0;19.0;True;1793.0;1856.0;True;T1;False;True;False;no PV;962.0;NO_SLOPE_EXCESS;-684.0;-64.9;False;;;;;;True;;
808112;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;10.0;62.0;2221.0;1956.0;2741.0;785.0;phys_deficiency_lo_kwh_yr;114.2;100.6;141.0;1260.0;0.0;961.0;43.0;86.0;128.0;True;4166.0;1945.0;True;T1;False;True;False;no PV;1451.0;SLOPE_EXCESS;298.0;12.1;True;0.494;;0.512;True;40.0;True;False;
1019970;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-69.0;-253.0;64.0;317.0;phys_deficiency_lo_kwh_yr;-2.5;-9.3;2.4;-69.0;0.0;0.0;10.0;20.0;30.0;True;2652.0;2721.0;True;T1;False;True;False;no PV;1361.0;NO_SLOPE_EXCESS;-3.0;-0.3;True;0.772;heating curve too high;0.846;True;;True;True;heating curve too high
1148611;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1991_2000;4.0;20.0;2297.0;2047.0;2718.0;671.0;phys_deficiency_lo_kwh_yr;84.9;75.7;100.5;855.0;0.0;1442.0;6.0;12.0;17.0;True;5002.0;2705.0;True;T1;False;True;False;PV;1358.0;SLOPE_EXCESS;2624.0;107.1;True;0.685;heating curve too high;0.976;True;4.0;True;True;heating curve too high
7048688;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;60.0;62.0;834.0;189.0;1582.0;1393.0;phys_deficiency_lo_kwh_yr;31.5;7.1;59.7;834.0;0.0;0.0;23.0;46.0;69.0;True;3486.0;2652.0;True;T2;False;True;False;PV;981.0;SLOPE_EXCESS;479.0;23.9;False;;;;;39.0;True;;
109104;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;11.0;37.0;4553.0;2614.0;7358.0;4744.0;phys_deficiency_lo_kwh_yr;176.8;101.5;285.7;3133.0;459.0;961.0;0.0;0.0;0.0;True;7129.0;2576.0;True;T2;False;True;False;no PV;1173.0;NO_SLOPE_EXCESS;-1153.0;-21.2;False;;;;;;True;;
468646;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;33.0;62.0;1323.0;992.0;1759.0;767.0;phys_deficiency_lo_kwh_yr;65.5;49.1;87.1;1323.0;0.0;0.0;0.0;0.0;0.0;True;3342.0;2019.0;True;T1;False;True;False;no PV;666.0;SLOPE_EXCESS;1207.0;46.4;True;0.638;heating limit too high;0.513;True;23.0;True;True;heating limit too high
1114639;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;34.0;62.0;1346.0;966.0;1676.0;710.0;phys_deficiency_lo_kwh_yr;42.0;30.2;52.3;1346.0;0.0;0.0;0.0;0.0;0.0;True;4549.0;3203.0;True;T1;False;True;False;no PV;646.0;SLOPE_EXCESS;1275.0;47.2;False;;;;;20.0;True;;
671781;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;8.0;37.0;4112.0;2682.0;5997.0;3316.0;phys_deficiency_lo_kwh_yr;134.4;87.7;196.1;2189.0;0.0;1923.0;0.0;0.0;0.0;True;7170.0;3058.0;True;T2;False;True;False;no PV;464.0;NO_SLOPE_EXCESS;-1774.0;-47.1;False;;;;;;True;;
768113;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;21.0;62.0;1924.0;1260.0;2900.0;1640.0;phys_deficiency_lo_kwh_yr;86.7;56.7;130.6;1554.0;370.0;0.0;0.0;0.0;0.0;True;4145.0;2220.0;True;T2;False;True;False;PV;908.0;SLOPE_EXCESS;206.0;6.1;False;;;;;43.0;True;;
122850;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;18.0;35.0;861.0;668.0;1194.0;526.0;phys_deficiency_lo_kwh_yr;44.7;34.7;62.0;380.0;0.0;481.0;13.0;26.0;38.0;True;2787.0;1926.0;True;T1;False;True;False;no PV;913.0;SLOPE_EXCESS;1176.0;60.7;True;0.518;heating limit too high;0.838;True;17.0;True;True;heating limit too high
461104;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;11.0;20.0;1038.0;761.0;1449.0;688.0;phys_deficiency_lo_kwh_yr;33.4;24.5;46.6;1038.0;0.0;0.0;0.0;0.0;0.0;True;4146.0;3108.0;True;T1;False;True;False;no PV;767.0;SLOPE_EXCESS;69.0;2.3;False;;;;;16.0;True;;
112810;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;13.0;20.0;870.0;708.0;1309.0;601.0;phys_deficiency_lo_kwh_yr;28.4;23.1;42.7;870.0;0.0;0.0;0.0;0.0;0.0;True;3935.0;3065.0;True;T1;False;True;False;PV;851.0;SLOPE_EXCESS;667.0;27.2;True;0.346;;0.233;True;14.0;True;False;
610891;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;4.0;35.0;2412.0;2072.0;2953.0;881.0;phys_deficiency_lo_kwh_yr;69.7;59.9;85.4;489.0;0.0;1923.0;38.0;75.0;113.0;True;5871.0;3459.0;True;T1;False;True;False;no PV;824.0;SLOPE_EXCESS;892.0;36.1;True;0.728;heating curve too high;0.206;True;27.0;True;True;heating curve too high
858577;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;24.0;62.0;1772.0;1216.0;2562.0;1347.0;phys_deficiency_lo_kwh_yr;90.9;62.4;131.4;1291.0;0.0;481.0;27.0;54.0;81.0;True;3722.0;1950.0;True;T2;False;True;False;no PV;1127.0;SLOPE_EXCESS;1108.0;38.6;True;0.14;;0.532;True;25.0;True;False;
8399121;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;6.0;35.0;2336.0;2033.0;2707.0;674.0;phys_deficiency_lo_kwh_yr;74.7;65.1;86.6;413.0;0.0;1923.0;27.0;54.0;80.0;True;5461.0;3125.0;True;T1;False;True;False;no PV;478.0;SLOPE_EXCESS;667.0;32.4;True;0.414;;0.711;True;29.0;True;False;
108987;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;8.0;35.0;2004.0;1645.0;2396.0;751.0;phys_deficiency_lo_kwh_yr;60.9;50.0;72.8;562.0;0.0;1442.0;19.0;38.0;57.0;True;5296.0;3292.0;True;T1;False;True;False;no PV;512.0;SLOPE_EXCESS;1735.0;63.2;True;0.787;heating curve too high;0.422;True;8.0;True;True;heating curve too high
788488;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;19.0;35.0;882.0;458.0;1430.0;971.0;phys_deficiency_lo_kwh_yr;19.2;10.0;31.2;882.0;0.0;0.0;0.0;0.0;0.0;True;5465.0;4583.0;True;T1;False;True;False;no PV;599.0;SLOPE_EXCESS;1044.0;24.0;True;0.16;;0.502;False;20.0;True;False;
7099511;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
865116;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;7.0;62.0;2697.0;2171.0;3120.0;950.0;phys_deficiency_lo_kwh_yr;108.3;87.2;125.3;1735.0;0.0;961.0;0.0;0.0;0.0;True;5186.0;2490.0;True;T1;False;True;False;PV;726.0;SLOPE_EXCESS;494.0;14.2;True;0.298;;0.417;True;38.0;True;False;
991118;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;5.0;62.0;2581.0;2255.0;3445.0;1190.0;phys_deficiency_lo_kwh_yr;106.1;92.7;141.6;1619.0;0.0;961.0;165.0;330.0;495.0;True;5013.0;2432.0;True;T1;False;True;False;no PV;1569.0;SLOPE_EXCESS;5004.0;151.1;True;0.223;;0.742;False;2.0;True;False;
