household_id;schema_version;generated_utc;phys_status;phys_status_reason;phys_no_result_reason;phys_no_result_is_fixable;phys_excess_confirmed;phys_era;phys_rank_in_era;phys_n_excess_confirmed_in_era;phys_deficiency_kwh_yr;phys_deficiency_lo_kwh_yr;phys_deficiency_hi_kwh_yr;phys_deficiency_band_kwh_yr;phys_rank_on;phys_deficiency_pct_of_reference;phys_deficiency_pct_lo;phys_deficiency_pct_hi;phys_term_envelope_kwh_yr;phys_term_emitter_kwh_yr;phys_term_dhw_kwh_yr;phys_scenario_capacity_lo_kwh_yr;phys_scenario_capacity_mid_kwh_yr;phys_scenario_capacity_hi_kwh_yr;phys_scenario_never_sum_into_total;phys_context_e_as_built_kwh_yr;phys_context_e_reference_kwh_yr;phys_level_is_not_a_prediction;phys_completeness_tier;phys_jaz_derived;phys_geometry_reconciles;phys_hdd_correction_extrapolated;phys_pv_level;phys_n_meter_days;visit_status;visit_technician_recoverable_kwh;visit_slope_excess_pct;visit_fault_axis_available;visit_fault_probability;visit_named_fault;visit_advisory_night_setback_prob;visit_in_training_set;visit_rank_in_era;visit_never_sum_with_phys_deficiency;setting_fault_flag;setting_fault_name
661091;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
120701;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;15.0;62.0;1811.0;1367.0;2468.0;1101.0;phys_deficiency_lo_kwh_yr;71.5;54.0;97.4;1811.0;0.0;0.0;0.0;0.0;0.0;True;4344.0;2533.0;True;T1;False;True;False;no PV;576.0;NO_SLOPE_EXCESS;-776.0;-21.5;False;;;;;;True;;
412211;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
706646;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;2.0;35.0;2453.0;2114.0;2891.0;776.0;phys_deficiency_lo_kwh_yr;75.9;65.4;89.4;530.0;0.0;1923.0;0.0;0.0;0.0;True;5685.0;3233.0;True;T1;False;True;False;Unknown;939.0;SLOPE_EXCESS;1665.0;72.9;False;;;;;11.0;True;;
1078861;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;37.0;37.0;317.0;257.0;522.0;265.0;phys_deficiency_lo_kwh_yr;36.7;29.8;60.4;286.0;31.0;0.0;0.0;0.0;0.0;True;1182.0;865.0;True;T2;True;True;False;PV;393.0;SLOPE_EXCESS;229.0;51.8;False;;;;;12.0;True;;
190821;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-70.0;-239.0;89.0;328.0;phys_deficiency_lo_kwh_yr;-2.6;-8.8;3.3;-70.0;0.0;0.0;;;;True;2635.0;2705.0;True;T1;False;True;False;PV;1292.0;SLOPE_EXCESS;466.0;40.3;False;;;;;9.0;True;;
105898;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;55.0;62.0;1138.0;643.0;1876.0;1232.0;phys_deficiency_lo_kwh_yr;54.0;30.5;89.0;1138.0;0.0;0.0;15.0;30.0;46.0;True;3245.0;2108.0;True;T2;False;True;False;Unknown;789.0;SLOPE_EXCESS;2328.0;92.9;False;;;;;11.0;True;;
889410;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
1178890;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;25.0;35.0;433.0;233.0;766.0;532.0;phys_deficiency_lo_kwh_yr;21.0;11.3;37.1;433.0;0.0;0.0;51.0;102.0;153.0;True;2497.0;2065.0;True;T1;False;True;True;Unknown;180.0;SLOPE_EXCESS;540.0;25.4;False;;;;;31.0;True;;
731201;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;31.0;62.0;2511.0;1027.0;4813.0;3786.0;phys_deficiency_lo_kwh_yr;63.7;26.1;122.1;2146.0;365.0;0.0;0.0;0.0;0.0;True;6452.0;3941.0;True;T2;False;True;False;Unknown;539.0;SLOPE_EXCESS;2253.0;42.2;False;;;;;12.0;True;;
1194992;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
1228011;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;13.0;35.0;1722.0;1479.0;1964.0;485.0;phys_deficiency_lo_kwh_yr;79.3;68.1;90.5;280.0;0.0;1442.0;67.0;134.0;201.0;True;3894.0;2171.0;True;T1;False;True;False;no PV;678.0;SLOPE_EXCESS;1431.0;106.6;False;;;;;15.0;True;;
114117;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;7.0;20.0;1775.0;1557.0;2088.0;531.0;phys_deficiency_lo_kwh_yr;77.4;67.9;91.1;813.0;0.0;961.0;118.0;237.0;355.0;True;4067.0;2292.0;True;T1;False;True;True;Unknown;340.0;SLOPE_EXCESS;887.0;37.5;False;;;;;11.0;True;;
758039;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
8627071;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;9.0;35.0;2016.0;1629.0;2496.0;867.0;phys_deficiency_lo_kwh_yr;80.8;65.3;100.1;395.0;179.0;1442.0;68.0;137.0;205.0;True;4509.0;2493.0;True;T2;True;True;True;Unknown;270.0;SLOPE_EXCESS;377.0;19.2;False;;;;;33.0;True;;
867211;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;6.0;20.0;2413.0;1839.0;3139.0;1300.0;phys_deficiency_lo_kwh_yr;93.2;71.0;121.2;1213.0;239.0;961.0;0.0;0.0;0.0;True;5003.0;2590.0;True;T2;True;True;False;Unknown;718.0;NO_SLOPE_EXCESS;-1271.0;-38.5;False;;;;;;True;;
1114677;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;post2010;1.0;1.0;1261.0;832.0;1674.0;842.0;phys_deficiency_lo_kwh_yr;29.8;19.7;39.6;-181.0;0.0;1442.0;106.0;211.0;317.0;True;5487.0;4226.0;True;T1;False;True;False;Unknown;500.0;SLOPE_EXCESS;6162.0;209.9;False;;;;;1.0;True;;
611797;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;23.0;62.0;2249.0;1254.0;3689.0;2435.0;phys_deficiency_lo_kwh_yr;78.4;43.7;128.6;1288.0;0.0;961.0;171.0;342.0;513.0;True;5118.0;2869.0;True;T2;False;True;False;Unknown;1130.0;SLOPE_EXCESS;3342.0;97.8;False;;;;;5.0;True;;
1137376;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;2.0;62.0;3897.0;3498.0;4838.0;1341.0;phys_deficiency_lo_kwh_yr;119.8;107.5;148.7;1494.0;0.0;2403.0;15.0;29.0;44.0;True;7151.0;3254.0;True;T1;False;True;False;no PV;1678.0;SLOPE_EXCESS;1751.0;60.4;False;;;;;13.0;True;;
779742;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
700831;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;1.0;62.0;5045.0;3891.0;7597.0;3706.0;phys_deficiency_lo_kwh_yr;125.8;97.0;189.5;3662.0;422.0;961.0;0.0;0.0;0.0;True;9055.0;4010.0;True;T2;True;True;False;Unknown;836.0;SLOPE_EXCESS;2608.0;35.5;False;;;;;10.0;True;;
1191127;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;32.0;35.0;248.0;130.0;425.0;295.0;phys_deficiency_lo_kwh_yr;11.5;6.0;19.7;248.0;0.0;0.0;2.0;5.0;7.0;True;2406.0;2158.0;True;T1;False;True;True;PV;296.0;SLOPE_EXCESS;1673.0;129.0;False;;;;;10.0;True;;
121798;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;11.0;62.0;2299.0;1922.0;3116.0;1194.0;phys_deficiency_lo_kwh_yr;118.7;99.3;160.9;1183.0;154.0;961.0;2.0;5.0;7.0;True;4235.0;1936.0;True;T2;True;True;False;Unknown;424.0;SLOPE_EXCESS;2681.0;105.8;False;;;;;7.0;True;;
114671;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;27.0;37.0;2860.0;1452.0;4437.0;2986.0;phys_deficiency_lo_kwh_yr;101.0;51.3;156.8;2522.0;338.0;0.0;0.0;0.0;0.0;True;5690.0;2830.0;True;T3;True;True;False;Unknown;571.0;NO_SLOPE_EXCESS;-147.0;-3.5;False;;;;;;True;;
1121037;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;34.0;35.0;268.0;120.0;405.0;284.0;phys_deficiency_lo_kwh_yr;10.6;4.8;16.0;268.0;0.0;0.0;10.0;21.0;31.0;True;2796.0;2528.0;True;T1;False;True;False;Unknown;683.0;SLOPE_EXCESS;3008.0;228.4;False;;;;;3.0;True;;
120912;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
9880798;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1991_2000;3.0;20.0;2550.0;2199.0;2881.0;681.0;phys_deficiency_lo_kwh_yr;97.5;84.1;110.1;627.0;0.0;1923.0;;;;True;5165.0;2616.0;True;T1;False;True;False;no PV;587.0;SLOPE_EXCESS;2689.0;152.5;False;;;;;3.0;True;;
680861;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;12.0;20.0;1007.0;761.0;1547.0;786.0;phys_deficiency_lo_kwh_yr;34.0;25.7;52.2;1007.0;0.0;0.0;0.0;0.0;0.0;True;3969.0;2962.0;True;T1;False;True;False;no PV;543.0;SLOPE_EXCESS;5504.0;170.4;True;0.833;heating curve too high;0.931;False;1.0;True;True;heating curve too high
468185;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;8.0;62.0;2853.0;2039.0;4703.0;2665.0;phys_deficiency_lo_kwh_yr;103.9;74.2;171.3;1632.0;259.0;961.0;0.0;0.0;0.0;True;5598.0;2746.0;True;T3;True;True;False;no PV;1555.0;NO_SLOPE_EXCESS;-145.0;-3.7;False;;;;;;True;;
674801;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
781007;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;27.0;62.0;1481.0;1167.0;2055.0;888.0;phys_deficiency_lo_kwh_yr;66.3;52.3;92.0;1481.0;0.0;0.0;;;;True;3714.0;2233.0;True;T1;False;True;False;no PV;1552.0;NO_SLOPE_EXCESS;-890.0;-29.9;False;;;;;;True;;
761079;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;9.0;62.0;2717.0;2022.0;4100.0;2078.0;phys_deficiency_lo_kwh_yr;107.1;79.7;161.6;2267.0;449.0;0.0;;;;True;5254.0;2537.0;True;T2;True;True;False;no PV;1377.0;SLOPE_EXCESS;782.0;17.3;True;0.896;heating curve too high;0.666;True;32.0;True;True;heating curve too high
107998;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
461089;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;17.0;62.0;1677.0;1356.0;2470.0;1114.0;phys_deficiency_lo_kwh_yr;70.0;56.5;103.0;1677.0;0.0;0.0;0.0;0.0;0.0;True;4075.0;2397.0;True;T1;False;True;False;no PV;1426.0;NO_SLOPE_EXCESS;-816.0;-24.5;True;0.746;heating curve too high;0.702;False;;True;True;heating curve too high
711368;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
114109;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1976_1990;13.0;62.0;2034.0;1500.0;3166.0;1665.0;phys_deficiency_lo_kwh_yr;117.2;86.5;182.4;1693.0;341.0;0.0;0.0;0.0;0.0;True;3770.0;1736.0;True;T2;True;True;False;no PV;1442.0;SLOPE_EXCESS;1412.0;41.5;False;;;;;17.0;True;;
107114;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;53.0;62.0;1132.0;652.0;1961.0;1309.0;phys_deficiency_lo_kwh_yr;54.5;31.4;94.5;1132.0;0.0;0.0;0.0;0.0;0.0;True;3208.0;2076.0;True;T2;False;True;False;no PV;1415.0;SLOPE_EXCESS;788.0;31.9;True;0.725;heating curve too high;0.691;True;31.0;True;True;heating curve too high
671048;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;16.0;35.0;1412.0;1137.0;1678.0;541.0;phys_deficiency_lo_kwh_yr;53.3;42.9;63.3;451.0;0.0;961.0;;;;True;4062.0;2649.0;True;T1;False;True;False;Unknown;712.0;SLOPE_EXCESS;1044.0;44.2;False;;;;;20.0;True;;
109711;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;10.0;20.0;1300.0;779.0;1879.0;1100.0;phys_deficiency_lo_kwh_yr;66.0;39.5;95.3;339.0;0.0;961.0;;;;True;3271.0;1971.0;True;T2;False;True;False;PV;712.0;SLOPE_EXCESS;747.0;47.6;False;;;;;13.0;True;;
7610179;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1991_2000;5.0;20.0;3221.0;1876.0;4895.0;3019.0;phys_deficiency_lo_kwh_yr;67.2;39.2;102.2;871.0;427.0;1923.0;;;;True;8011.0;4790.0;True;T2;False;True;False;Unknown;1135.0;SLOPE_EXCESS;974.0;21.1;False;;;;;10.0;True;;
6569121;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;10.0;35.0;1950.0;1594.0;2311.0;717.0;phys_deficiency_lo_kwh_yr;63.9;52.2;75.7;508.0;0.0;1442.0;;;;True;5004.0;3054.0;True;T1;False;True;False;Unknown;719.0;SLOPE_EXCESS;1052.0;42.9;False;;;;;19.0;True;;
5011111;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;2.0;37.0;7850.0;6819.0;11241.0;4422.0;phys_deficiency_lo_kwh_yr;148.3;128.9;212.4;7406.0;444.0;0.0;;;;True;13142.0;5292.0;True;T1;False;True;False;Unknown;1150.0;NO_SLOPE_EXCESS;-3048.0;-27.0;False;;;;;;True;;
5661171;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;21.0;35.0;718.0;286.0;1120.0;835.0;phys_deficiency_lo_kwh_yr;18.3;7.3;28.6;718.0;0.0;0.0;32.0;63.0;95.0;True;4636.0;3917.0;True;T1;False;True;False;Unknown;561.0;SLOPE_EXCESS;2803.0;88.8;False;;;;;4.0;True;;
110119;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;17.0;35.0;1255.0;1022.0;1464.0;442.0;phys_deficiency_lo_kwh_yr;67.3;54.8;78.5;293.0;0.0;961.0;28.0;56.0;84.0;True;3119.0;1864.0;True;T1;False;True;False;Unknown;719.0;SLOPE_EXCESS;817.0;57.6;False;;;;;28.0;True;;
102766;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;14.0;35.0;1678.0;1247.0;2151.0;904.0;phys_deficiency_lo_kwh_yr;51.2;38.0;65.6;717.0;0.0;961.0;6.0;12.0;18.0;True;4958.0;3280.0;True;T1;False;True;False;Unknown;719.0;SLOPE_EXCESS;4493.0;137.9;False;;;;;1.0;True;;
105900;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;1.0;35.0;3012.0;2548.0;3564.0;1016.0;phys_deficiency_lo_kwh_yr;68.4;57.8;80.9;609.0;0.0;2403.0;57.0;115.0;172.0;True;7417.0;4405.0;True;T1;False;True;False;no PV;537.0;SLOPE_EXCESS;1514.0;47.8;False;;;;;14.0;True;;
826780;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;33.0;37.0;2355.0;1029.0;4422.0;3393.0;phys_deficiency_lo_kwh_yr;89.2;39.0;167.6;2065.0;290.0;0.0;;;;True;4994.0;2639.0;True;T3;True;True;False;PV;842.0;NO_SLOPE_EXCESS;-1016.0;-28.9;True;0.742;heating curve too high;0.542;False;;True;True;heating curve too high
698310;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;32.0;37.0;2608.0;1087.0;4621.0;3533.0;phys_deficiency_lo_kwh_yr;78.2;32.6;138.6;2417.0;192.0;0.0;0.0;0.0;0.0;True;5942.0;3334.0;True;T2;False;True;False;PV;503.0;NO_SLOPE_EXCESS;-848.0;-20.7;False;;;;;;True;;
24611;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;19.0;37.0;3071.0;1729.0;4357.0;2629.0;phys_deficiency_lo_kwh_yr;177.3;99.8;251.6;2730.0;341.0;0.0;0.0;0.0;0.0;True;4803.0;1732.0;True;T2;False;True;False;Unknown;707.0;SLOPE_EXCESS;590.0;13.3;False;;;;;8.0;True;;
6683113;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;28.0;37.0;2145.0;1325.0;3406.0;2081.0;phys_deficiency_lo_kwh_yr;88.2;54.5;140.1;1907.0;238.0;0.0;4.0;8.0;12.0;True;4575.0;2430.0;True;T2;False;True;True;no PV;322.0;NO_SLOPE_EXCESS;-326.0;-10.5;False;;;;;;True;;
896968;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;57.0;62.0;1038.0;558.0;1715.0;1157.0;phys_deficiency_lo_kwh_yr;52.2;28.1;86.3;1038.0;0.0;0.0;0.0;0.0;0.0;True;3026.0;1988.0;True;T2;False;True;True;PV;344.0;SLOPE_EXCESS;184.0;8.1;False;;;;;44.0;True;;
9981041;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;22.0;35.0;575.0;264.0;1050.0;787.0;phys_deficiency_lo_kwh_yr;16.9;7.8;30.9;575.0;0.0;0.0;1.0;2.0;3.0;True;3972.0;3398.0;True;T1;False;True;False;PV;1168.0;SLOPE_EXCESS;906.0;28.0;False;;;;;25.0;True;;
111710;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;9.0;20.0;1813.0;1412.0;2745.0;1332.0;phys_deficiency_lo_kwh_yr;42.0;32.7;63.5;1813.0;0.0;0.0;74.0;147.0;221.0;True;6132.0;4319.0;True;T1;False;True;False;Unknown;1134.0;SLOPE_EXCESS;1132.0;22.5;False;;;;;9.0;True;;
1027273;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;2001_2010;3.0;35.0;2480.0;2096.0;2992.0;896.0;phys_deficiency_lo_kwh_yr;65.7;55.5;79.3;558.0;0.0;1923.0;65.0;131.0;196.0;True;6254.0;3773.0;True;T1;False;True;False;Unknown;682.0;SLOPE_EXCESS;1091.0;38.3;False;;;;;18.0;True;;
118117;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
6981151;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;25.0;37.0;2722.0;1515.0;4670.0;3155.0;phys_deficiency_lo_kwh_yr;107.5;59.8;184.5;2722.0;0.0;0.0;109.0;217.0;326.0;True;5253.0;2531.0;True;T2;False;True;False;no PV;1059.0;SLOPE_EXCESS;5660.0;125.4;True;0.981;heating limit too high;0.448;False;1.0;True;True;heating limit too high
876511;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1991_2000;1.0;20.0;5346.0;4697.0;6155.0;1459.0;phys_deficiency_lo_kwh_yr;86.1;75.6;99.1;1500.0;0.0;3846.0;98.0;195.0;293.0;True;11558.0;6212.0;True;T1;False;True;False;Unknown;412.0;SLOPE_EXCESS;1310.0;27.6;False;;;;;8.0;True;;
7412010;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;20.0;35.0;698.0;362.0;1193.0;831.0;phys_deficiency_lo_kwh_yr;14.7;7.6;25.1;698.0;0.0;0.0;21.0;41.0;62.0;True;5449.0;4751.0;True;T1;False;True;False;Unknown;783.0;NO_SLOPE_EXCESS;-88.0;-2.4;False;;;;;;True;;
7101112;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
6810910;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;45.0;62.0;2143.0;787.0;3811.0;3024.0;phys_deficiency_lo_kwh_yr;70.8;26.0;125.9;1847.0;295.0;0.0;184.0;369.0;553.0;True;5171.0;3028.0;True;T2;False;True;False;no PV;1238.0;SLOPE_EXCESS;1733.0;39.1;False;;;;;14.0;True;;
9889190;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;23.0;37.0;3870.0;1643.0;7761.0;6118.0;phys_deficiency_lo_kwh_yr;117.9;50.1;236.4;3419.0;451.0;0.0;0.0;0.0;0.0;True;7152.0;3282.0;True;T3;True;True;False;no PV;1158.0;NO_SLOPE_EXCESS;-2887.0;-50.9;True;0.775;heating curve too high;0.476;True;;True;True;heating curve too high
6808461;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-84.0;-284.0;86.0;370.0;phys_deficiency_lo_kwh_yr;-2.8;-9.4;2.8;-84.0;0.0;0.0;1.0;1.0;2.0;True;2952.0;3035.0;True;T1;False;True;False;no PV;1177.0;SLOPE_EXCESS;420.0;28.5;True;0.564;heating curve too high;0.638;True;10.0;True;True;heating curve too high
747511;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
6773102;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;31.0;37.0;2647.0;1225.0;4928.0;3702.0;phys_deficiency_lo_kwh_yr;93.5;43.3;174.0;2309.0;338.0;0.0;0.0;0.0;0.0;True;5480.0;2832.0;True;T3;True;True;False;no PV;1438.0;NO_SLOPE_EXCESS;-520.0;-13.0;False;;;;;;True;;
