Household_ID;era;era_raw;tier;area_m2;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;deficiency;deficiency_lo;deficiency_hi;term_envelope;term_envelope_lo;term_envelope_hi;term_emitter;term_emitter_lo;term_emitter_hi;term_dhw;term_dhw_lo;term_dhw_hi;H_as_built;H_as_built_lo;H_as_built_hi;design_kw;design_kw_lo;design_kw_hi;huellzahl;huellzahl_lo;huellzahl_hi;band_abs;band_rel;decisive;def_pct_of_ref
761079;1976_1990;1976 - 80;T2;250.0;5601.741616400158;4911.290438991929;7051.375492533;2675.8217975150355;2522.5665506419905;2954.570032187225;2925.9198188851224;2211.5684587409937;4356.433427440985;2441.8448042889727;1962.5493558837954;3456.833301639661;484.07501459615025;152.59202099141027;960.0408875229975;0.0;0.0;0.0;501.175;460.7382226125153;582.1446061037066;15.03525;13.822146678375459;17.464338183111195;1.896;1.803822488389421;2.192803429094715;2144.864968699991;0.7330566459327171;True;109.34658734009666
107998;1976_1990;1976 - 80;T2;230.0;1230.0451587297266;1083.9780149235203;1420.7514493846525;1013.8014081801678;913.1120201936542;1149.3344898908804;216.24375054955885;119.00649360931455;347.9179454869574;216.2437505495587;121.5225303134193;342.55997810627866;0.0;-15.514565325373427;16.21210114891375;0.0;0.0;0.0;395.1109360568257;328.9594392551708;505.28024361043134;11.85332808170477;9.868783177655123;15.158407308312942;1.757105192899539;1.69794981930909;2.0398484093542186;228.9114518776429;1.0585806586127484;True;21.32999114074313
461089;1976_1990;1976 - 80;T1;235.0;4331.689051917816;4105.1601941935205;5307.183696909917;2525.105811840622;2407.98241684482;2868.6362034646236;1806.5832400771938;1501.773718176625;2562.191942786924;1806.5832400771942;1531.6909219691627;2515.162044373643;0.0;-101.19175913398325;104.94636873805298;0.0;0.0;0.0;473.19921120475277;438.90116683076633;594.7948239731211;14.195976336142582;13.16703500492299;17.843844719193633;1.9071420808763446;1.816130489345667;2.4356984185288146;1060.418224610299;0.5869744615614768;True;71.54485295649148
114109;1976_1990;1976 - 80;T2;200.0;4031.4298728076806;3476.80289271694;5161.572621764086;1840.761681864276;1738.286979570624;2024.6940127849023;2190.6681909434046;1629.7614510361889;3250.944322694826;1822.9179878686405;1435.5833137545983;2622.929547825311;367.75020307476467;116.97338547834231;733.3733486392391;0.0;0.0;0.0;390.38;361.8880573734239;464.5059243621337;11.7114;10.856641721202717;13.93517773086401;1.83;1.7487776234807264;2.1357839940477623;1621.1828716586372;0.7400403577140907;True;119.00878927057806
107114;1976_1990;1976 - 80;T2;185.0;3398.486584874678;2922.2599190276633;4374.556612013551;2179.0432561721286;2051.4944245985157;2522.046437270769;1219.4433287025495;720.9543829808468;2093.630068213308;1219.4433287025495;707.6113939228306;2025.8015048623718;0.0;-87.35723392174887;79.45403251446982;0.0;0.0;0.0;353.76089024283556;292.5427861174975;478.939949688366;10.612826707285066;8.776283583524924;14.368198490650983;2.0347443261995024;1.919247906989872;2.6385614468343843;1372.675685232461;1.1256576282990913;True;55.96232774399878
671048;2001_2010;2000 - 10;T1;240.0;3957.727175158305;3734.7617573541434;4376.324979961817;2565.2191208046825;2432.904790703635;2798.335024775808;1392.5080543536224;1115.4098301524302;1703.6729726502779;431.1297934840571;235.63623720695455;652.3079165537888;0.0;-80.80619773931406;80.2160938885681;961.3782608695652;827.088791862272;1096.398076197668;281.0137639535891;262.37843412468897;314.40941863464263;8.430412918607674;7.871353023740667;9.432282559039281;1.7074767078498865;1.6294411002124112;1.9584790696982892;588.2631424978476;0.4224486462815535;True;54.28417568931917
109711;1991_2000;1995 - 00;T2;160.0;3202.230144471981;2715.963906854986;3924.1827160603034;1916.991260454614;1801.7752306356476;2157.3907666929094;1285.2388840173671;739.2823842748104;1866.86989201152;323.8606231478015;-168.04042463029532;888.3454621201124;0.0;-68.06868243528625;67.5091103316031;961.3782608695652;831.1948854219203;1097.6818678468028;228.70815796770958;162.66371900994682;329.4633996177818;6.861244739031287;4.879911570298405;9.883901988533452;2.3538149682454623;2.261712299099938;2.8448450613736176;1127.5875077367095;0.8773369073709668;True;67.04458755396585
7610179;1991_2000;1995 - 00;T2;280.0;8365.456771234198;6882.144244789151;10357.564548323899;5044.874445907722;4847.598020608099;5600.353032507564;3320.582325326476;1838.8084276081963;4996.2230528927275;937.7185819554938;-505.80164858035033;2470.222204061105;460.10722163185187;291.34908815549164;691.1099732503204;1922.7565217391304;1659.0460676252212;2190.5091148873976;322.8418586519614;240.92716187965434;438.5223194480684;9.685255759558842;7.227814856389631;13.155669583442052;1.662766595106798;1.6046061072961346;1.9743061777643414;3157.414625284531;0.950861721211534;True;65.82091112336902
6569121;2001_2010;2000 - 10;T1;150.0;4895.831071914501;4648.166546622289;5553.764169915145;2967.956895912118;2793.07953053922;3400.583117273728;1927.8741760023831;1651.3634645996922;2360.7255500985666;485.80678469803604;307.50749404936755;824.1887441142156;0.0;-94.74735140922593;89.71290714971968;1442.0673913043477;1242.9482318873634;1656.5740097393646;199.25738368162433;188.0710692629296;242.62899387520142;5.977721510448729;5.642132077887888;7.278869816256043;2.101206394693739;2.009850050432255;2.6789147644307865;709.3620854988744;0.36795040585573857;True;64.95627273622871
5011111;pre1975;< 1975;T1;286.0;14011.386920355038;12842.059918512787;17646.16026323284;5557.066429565347;5282.269804977385;6294.812674039896;8454.32049078969;7363.409075649177;11818.350449159061;7975.835060887852;6983.023410884271;11192.290794269673;478.4854299018401;292.1433782987101;714.6768075103669;0.0;0.0;0.0;770.7314319719874;702.7673634675033;995.045867385837;23.121942959159618;21.083020904025098;29.85137602157511;1.634788997596445;1.5204162703416173;2.110843117285597;4454.941373509884;0.5269425707675961;True;152.13639422789763
